26 1.0
1 1 2 0
1 1 2 7 19 26 14 20 12 5 21 15 3 18 0
1 1 2 12 19 20 18 0
1 1 2 19 3 18 5 26 14 12 15 7 20 0
1 1 3 4 20 7 18 13 26 2 14 21 6 9 12 5 19 17 15 11 0
1 1 5 3 14 15 2 18 12 20 19 0
1 1 5 21 3 17 14 6 15 19 7 20 12 18 26 2 0
1 1 7 3 5 2 14 15 19 12 20 18 0
1 1 8 5 12 2 14 19 6 18 20 15 3 0
1 1 8 7 18 3 5 14 21 20 2 9 17 19 12 26 0
1 1 11 14 5 12 6 21 4 26 18 7 19 15 9 2 3 20 17 16 0
1 1 12 18 19 2 20 5 0
1 1 15 3 12 2 18 8 14 5 7 0
1 1 15 20 19 21 26 7 18 3 12 14 2 5 0
1 1 18 5 19 2 12 20 0
1 1 18 7 14 5 19 21 26 2 3 20 12 15 8 0
1 1 18 19 2 5 20 12 0
1 1 18 19 8 2 12 20 3 5 0
1 1 18 19 12 20 2 0
1 1 20 7 12 26 2 18 0
1 1 20 7 15 12 2 19 5 3 14 0
1 1 23 18 24 10 8 20 2 12 5 19 0
1 1 26 4 11 9 6 21 8 2 16 17 23 0
2 2 8 0
1 2 8 14 5 20 18 15 19 3 12 0
1 3 8 5 18 7 26 17 15 2 12 14 21 19 20 0
1 3 8 7 15 20 17 26 14 5 2 21 12 18 19 0
1 3 8 12 18 20 15 2 0
1 4 2 19 15 7 10 23 16 8 14 17 6 25 21 12 13 24 20 18 11 26 3 5 9 22 0
1 4 6 5 17 18 23 11 24 22 9 26 12 7 3 15 21 13 10 20 14 25 19 8 16 0
1 4 7 14 23 8 12 19 15 2 25 0
1 4 12 20 10 3 23 21 17 14 25 15 11 26 19 18 13 22 24 6 9 16 5 2 7 8 0
1 4 16 20 14 26 11 8 9 22 25 7 19 3 17 6 21 2 12 5 15 13 0
1 4 18 7 13 5 16 14 17 21 1 15 3 26 9 20 2 25 12 19 6 0
1 4 20 6 17 7 5 14 2 15 3 21 12 19 18 26 0
1 4 21 19 5 20 23 1 9 10 6 11 14 18 12 17 26 24 2 13 15 3 7 16 0
