13 Unknown
1 1 5 2 10 13 6 11 9 7 12 3 4 8 0
1 1 9 10 5 3 8 7 11 12 4 13 6 2 0
1 1 11 9 2 12 13 0
1 2 3 11 7 8 4 6 12 13 9 1 10 5 0
1 2 5 10 8 3 9 4 11 13 7 12 1 6 0
1 2 11 9 1 12 13 0
1 2 12 9 4 7 13 3 8 10 6 11 1 5 0
1 3 1 4 7 9 11 6 12 2 8 13 10 5 0
1 3 7 6 8 4 5 9 11 13 10 12 1 2 0
1 3 10 12 1 2 13 9 0
1 3 11 9 6 2 8 5 10 13 4 12 7 1 0
1 3 12 9 2 5 7 6 8 10 11 13 4 1 0
1 3 13 2 1 0
1 3 13 8 7 6 4 12 10 11 2 9 5 1 0
1 4 1 3 5 10 12 8 2 11 9 7 6 13 0
1 4 10 11 3 8 5 2 1 12 6 13 7 9 0
1 4 11 6 12 7 3 9 10 5 8 1 2 0
1 4 11 10 2 6 12 5 7 13 3 1 0
1 5 1 4 11 12 2 8 10 13 7 9 6 3 0
1 5 3 10 7 6 9 8 11 13 1 12 2 4 0
1 5 9 10 2 7 4 6 11 12 3 13 8 1 0
1 5 11 1 8 2 4 10 9 13 6 12 3 7 0
1 5 13 9 3 4 12 7 11 6 10 2 1 0
1 6 5 13 1 8 4 3 7 0
1 6 9 3 2 4 8 12 7 13 5 10 11 1 0
1 6 9 11 5 1 8 7 12 13 4 10 2 3 0
1 6 12 9 3 4 11 7 10 13 5 8 2 1 0
1 6 12 9 7 1 8 5 10 13 2 11 4 3 0
1 7 3 4 12 5 2 11 6 1 10 13 8 9 0
1 7 11 2 10 8 1 9 3 13 6 12 5 4 0
1 7 11 4 8 5 1 13 3 9 6 10 2 12 0
1 7 12 10 1 11 13 9 0
1 8 2 1 6 10 4 9 3 13 11 12 7 5 0
1 9 5 4 8 3 1 10 11 12 7 13 2 6 0
1 11 1 3 6 10 7 12 5 0
1 11 2 1 3 12 13 0
1 11 3 1 12 13 0
1 13 1 0
1 13 1 2 0
1 13 2 1 0
0
1
2
3
4
5
6
7
8
9
10
11
12
13
