4 1.0
1 1 0
1 1 2 3 0
14 1 2 3 4 0
1 1 2 4 0
12 1 2 4 3 0
8 1 3 2 4 0
22 1 3 4 2 0
12 1 4 0
6 1 4 2 0
11 1 4 2 3 0
1 1 4 3 0
13 1 4 3 2 0
12 2 1 3 4 0
3 2 1 4 0
10 2 1 4 3 0
8 2 3 1 4 0
22 2 3 4 1 0
4 2 4 1 0
12 2 4 1 3 0
4 2 4 3 0
11 2 4 3 1 0
17 3 1 2 4 0
1 3 1 4 0
9 3 1 4 2 0
9 3 2 1 4 0
19 3 2 4 1 0
2 3 4 1 0
8 3 4 1 2 0
14 3 4 2 1 0
34 4 1 0
8 4 1 2 0
2 4 1 2 3 0
5 4 1 3 2 0
2 4 2 0
13 4 2 1 0
11 4 2 1 3 0
13 4 2 3 1 0
4 4 3 1 0
11 4 3 1 2 0
20 4 3 2 1 0
0
1.0
2.0
3.0
4.0
