24 1.0
1 1 0
3 1 2 0
1 1 3 13 14 18 16 11 23 8 6 4 2 15 24 17 19 7 12 10 20 5 0
1 1 11 4 24 17 2 19 5 18 13 3 6 7 20 15 16 0
1 1 11 17 2 16 0
1 2 0
1 2 4 9 6 16 18 13 20 10 14 5 17 24 11 12 15 8 21 19 23 3 7 22 0
1 2 5 15 13 16 11 8 20 23 12 19 22 17 10 7 14 6 9 24 21 4 3 18 0
1 2 6 12 17 15 13 1 23 14 7 3 11 19 24 16 20 8 10 5 18 4 0
1 2 10 6 24 20 15 17 23 3 13 18 19 16 5 22 7 21 9 8 14 4 12 11 0
1 2 11 5 13 17 24 16 23 15 19 10 22 12 8 20 18 7 14 4 6 3 0
1 2 22 0
1 3 4 20 5 11 17 21 12 13 24 18 6 15 8 23 10 7 9 16 22 19 14 2 0
1 3 4 21 12 17 5 11 19 14 8 24 15 7 16 23 2 22 9 20 13 10 6 18 0
1 3 5 1 15 17 24 2 21 12 23 13 7 18 19 10 11 8 4 6 9 14 20 16 0
1 3 5 14 15 10 4 2 17 22 19 18 16 13 11 20 7 8 24 6 12 0
1 3 13 17 18 15 2 7 23 20 12 19 14 24 22 9 16 5 4 21 10 6 8 11 0
1 3 16 7 5 11 13 17 18 9 23 24 6 15 12 10 2 8 19 4 14 21 20 0
1 3 16 22 20 13 18 11 7 19 15 5 2 17 0
1 3 19 17 8 5 4 11 23 20 12 21 15 14 6 24 16 22 7 13 9 18 10 2 0
1 3 20 7 19 2 18 14 10 9 13 5 11 8 12 16 22 23 15 21 4 6 17 0
1 3 22 13 16 2 5 17 23 24 18 15 21 11 9 7 0
1 4 3 20 23 15 16 2 10 6 8 24 17 18 19 22 11 9 12 13 21 7 14 5 0
1 4 15 6 8 11 3 16 19 21 10 13 17 2 7 22 18 9 23 24 14 20 12 5 0
1 4 16 8 24 19 7 3 15 1 5 13 11 18 17 20 14 6 2 0
1 4 17 24 12 18 15 2 7 14 6 13 20 3 10 21 11 9 8 5 23 1 19 16 0
1 4 17 24 19 16 15 2 14 6 18 10 8 11 21 12 5 9 7 3 23 22 20 13 0
1 4 18 6 23 16 13 11 8 12 10 24 20 3 7 9 2 22 14 15 21 17 19 5 0
1 4 18 10 8 5 16 15 6 19 14 24 3 17 13 23 11 21 12 7 9 1 20 2 0
1 5 2 17 19 16 13 18 11 15 7 24 3 1 20 0
1 5 8 23 12 7 15 13 18 21 4 6 11 2 20 22 16 9 10 3 24 14 19 17 0
1 5 16 14 23 13 7 2 8 24 19 1 15 18 6 11 10 20 17 12 4 3 0
1 5 17 8 7 2 15 11 3 13 6 23 14 20 4 16 24 10 12 21 19 18 0
1 5 17 8 21 7 24 11 10 20 4 3 13 18 6 22 2 12 19 16 23 1 14 15 0
1 5 17 9 14 2 16 6 4 23 21 13 11 18 10 15 22 12 7 8 24 3 0
1 5 17 16 12 18 3 2 24 20 4 7 1 10 6 8 11 23 13 14 19 15 0
1 5 18 9 20 3 22 2 17 23 21 4 15 16 7 8 11 19 6 14 13 10 12 24 0
1 5 19 6 21 4 13 2 8 14 18 17 16 22 11 9 12 24 10 15 3 7 0
1 5 21 24 3 18 7 17 13 10 9 12 2 14 20 15 11 6 19 1 16 23 8 4 0
1 5 24 16 1 7 11 15 13 2 20 22 3 6 18 19 4 17 0
1 5 24 20 1 15 18 17 9 19 14 3 7 4 16 10 8 23 0
1 6 5 3 12 19 15 17 23 24 9 7 8 21 18 22 16 10 4 20 14 13 11 2 0
1 6 5 19 12 11 16 17 4 14 22 24 3 18 20 21 2 9 8 13 23 7 10 15 0
