9 1.0
1 5 1 2 0
1 5 1 8 2 0
1 5 1 9 2 0
5 5 2 9 1 0
1 8 1 9 2 0
2 8 2 6 3 0
7 8 2 9 1 0
1 8 3 5 1 0
1 8 3 6 1 0
1 8 3 6 2 0
10 8 3 7 1 0
1 8 4 6 2 0
1 9 4 7 1 0
1 9 4 8 1 0
0
1
2
3
4
Skipped
1
2
4
3
