4 1.0
3 1 2 3 0
3 1 2 3 4 0
3 1 2 4 0
3 1 2 4 3 0
3 1 3 2 4 0
2 1 3 4 0
10 1 3 4 2 0
18 1 4 0
20 1 4 2 0
6 1 4 2 3 0
15 1 4 3 2 0
6 2 1 3 4 0
3 2 1 4 0
4 2 1 4 3 0
6 2 3 1 4 0
23 2 3 4 1 0
18 2 4 1 0
14 2 4 1 3 0
16 2 4 3 1 0
4 3 1 2 4 0
5 3 1 4 2 0
10 3 2 1 4 0
13 3 2 4 1 0
14 3 4 1 2 0
16 3 4 2 1 0
1 4 0
52 4 1 0
12 4 1 2 0
4 4 1 2 3 0
7 4 1 3 2 0
16 4 2 1 0
2 4 2 1 3 0
11 4 2 3 1 0
10 4 3 1 2 0
9 4 3 2 1 0
0
1.0
2.0
3.0
4.0
