21 Unknown
1 5 20 18 8 1 17 19 6 10 3 21 4 2 0
1 11 16 19 7 9 13 4 18 2 3 14 15 1 10 20 17 5 6 21 8 12 0
1 12 8 19 18 7 6 10 20 3 13 11 5 1 9 21 16 4 14 17 2 15 0
1 14 3 5 21 7 6 2 1 0
1 15 12 20 7 11 16 4 21 5 19 3 6 13 9 17 18 2 14 8 1 10 0
1 17 20 5 6 2 11 15 13 19 14 4 12 8 7 9 18 10 16 21 1 3 0
1 18 14 20 17 6 9 3 21 12 5 10 7 4 13 19 8 2 16 15 1 11 0
1 18 16 17 19 10 14 5 12 6 8 11 1 4 13 9 15 2 20 21 3 7 0
1 19 15 4 18 2 1 8 20 10 5 17 11 3 6 12 16 9 21 14 13 7 0
15 21 0
14 21 1 0
1 21 2 1 3 0
1 21 2 3 1 0
1 21 2 5 1 0
1 21 4 3 1 5 2 6 0
1 21 4 5 3 1 2 0
1 21 4 12 11 8 5 10 17 6 14 13 16 2 7 19 15 3 20 1 18 0
1 21 6 5 1 3 4 2 0
1 21 16 18 8 20 5 6 19 14 2 12 1 10 0
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
