,plurality,plurality_runoff,IRV,smith_irv,smith_plurality,minimax,smith_minimax,ranked_pairs,Borda_PM,Borda_OM,Borda_AVG,bucklin
strat_compromise,0.7400000000000003,0.6666666666666666,0.5,-1,-1.0,-1,-1,-1,0.7142857142857144,0.7500000000000007,0.6000000000000002,0.5714285714285713
strat_truncate_L,-1.0,-1.0,-1.0,0,0.0,0,0,0,0.8909090909090911,-1.0,0.3333333333333333,0.9036144578313263
strat_truncate_W,-1.0,-1.0,-1.0,0,0.0,0,0,0,0.9090909090909093,-1.0,0.7111111111111111,0.8170731707317078
strat_bury_shallow,-1.0,-1.0,-1.0,0,0.0,0,0,0,0.7692307692307696,0.4752475247524755,0.6461538461538456,0.6075949367088608
strat_bury_deep,-1.0,-1.0,-1.0,0,0.14285714285714285,0,0,0,0.0,0.20538720538720565,0.012987012987012988,0.05263157894736842
