4 1
120 1 0
4 1 2 0
1 1 2 3 0
3 1 2 4 0
199 1 3 0
11 1 3 2 0
227 1 3 4 0
64 1 4 0
13 1 4 2 0
247 1 4 3 0
15 2 0
1 2 1 4 0
2 2 3 1 0
2 2 4 0
5 2 4 1 0
122 3 0
231 3 1 0
6 3 1 2 0
223 3 1 4 0
4 3 2 0
80 3 4 0
213 3 4 1 0
2 3 4 2 0
922 4 0
230 4 1 0
21 4 1 2 0
758 4 1 3 0
13 4 2 0
4 4 2 1 0
234 4 3 0
620 4 3 1 0
4 4 3 2 0
0
STEWART JONES
writein
JACQUELYN McCORMICK
GORDON WOZNIAK
