voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
0,Graeme LAWRENCE (Lab),Tomasz BRZEZINSKI (SNP),Sylvia HARDIE (Grn),Amy‐Marie STRATTON (SFP),skipped,skipped,skipped,skipped,skipped,1,8
1,Graeme LAWRENCE (Lab),Tomasz BRZEZINSKI (SNP),Sylvia HARDIE (Grn),Amy‐Marie STRATTON (SFP),skipped,skipped,skipped,skipped,skipped,1,8
2,Mevrick FERNANDES (LD),Charlie ABEL (Alba),Akila KANTHASWAMY (Con),skipped,skipped,skipped,skipped,skipped,skipped,1,8
3,Graeme LAWRENCE (Lab),Mevrick FERNANDES (LD),Tomasz BRZEZINSKI (SNP),Akila KANTHASWAMY (Con),skipped,skipped,skipped,skipped,skipped,1,8
4,Graeme LAWRENCE (Lab),Mevrick FERNANDES (LD),Tomasz BRZEZINSKI (SNP),Akila KANTHASWAMY (Con),skipped,skipped,skipped,skipped,skipped,1,8
5,Tomasz BRZEZINSKI (SNP),Charlie ABEL (Alba),Sylvia HARDIE (Grn),Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,1,8
6,Sylvia HARDIE (Grn),Akila KANTHASWAMY (Con),Graeme LAWRENCE (Lab),Mevrick FERNANDES (LD),Charlie ABEL (Alba),Tomasz BRZEZINSKI (SNP),Simon MCLEAN (Ind),Amy‐Marie STRATTON (SFP),skipped,1,8
7,Tomasz BRZEZINSKI (SNP),Sylvia HARDIE (Grn),Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,1,8
8,Tomasz BRZEZINSKI (SNP),Sylvia HARDIE (Grn),Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,1,8
9,Tomasz BRZEZINSKI (SNP),Sylvia HARDIE (Grn),Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,1,8
10,Tomasz BRZEZINSKI (SNP),Sylvia HARDIE (Grn),Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,1,8
11,Tomasz BRZEZINSKI (SNP),Sylvia HARDIE (Grn),Simon MCLEAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,1,8
12,Graeme LAWRENCE (Lab),Tomasz BRZEZINSKI (SNP),Akila KANTHASWAMY (Con),Mevrick FERNANDES (LD),Charlie ABEL (Alba),Simon MCLEAN (Ind),Sylvia HARDIE (Grn),skipped,skipped,1,8
