voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Jimmy BLACK Scottish National Party (SNP),Callum BAIRD Scottish Greens,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,Jenny BLAIN Liberal Democrat Focus Team,Naveed ALI Scottish Conservative and Unionist,Richard MCCREADY Labour and Co-operative Party,1
1,Jimmy BLACK Scottish National Party (SNP),Callum BAIRD Scottish Greens,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,Jenny BLAIN Liberal Democrat Focus Team,Naveed ALI Scottish Conservative and Unionist,Richard MCCREADY Labour and Co-operative Party,1
2,Jimmy BLACK Scottish National Party (SNP),Callum BAIRD Scottish Greens,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,Jenny BLAIN Liberal Democrat Focus Team,Naveed ALI Scottish Conservative and Unionist,Richard MCCREADY Labour and Co-operative Party,1
3,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,Callum BAIRD Scottish Greens,Richard MCCREADY Labour and Co-operative Party,Naveed ALI Scottish Conservative and Unionist,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),1
4,Richard MCCREADY Labour and Co-operative Party,Jimmy BLACK Scottish National Party (SNP),Callum BAIRD Scottish Greens,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,skipped,skipped,1
5,Richard MCCREADY Labour and Co-operative Party,Jimmy BLACK Scottish National Party (SNP),Callum BAIRD Scottish Greens,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,skipped,skipped,1
6,Jimmy BLACK Scottish National Party (SNP),Naveed ALI Scottish Conservative and Unionist,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,1
7,Naveed ALI Scottish Conservative and Unionist,Callum BAIRD Scottish Greens,Jenny BLAIN Liberal Democrat Focus Team,Richard MCCREADY Labour and Co-operative Party,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,Jimmy BLACK Scottish National Party (SNP),1
8,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
9,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
10,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
11,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
12,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
13,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
14,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
15,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
16,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
17,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
18,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
19,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
20,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
21,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
22,Jenny BLAIN Liberal Democrat Focus Team,Callum BAIRD Scottish Greens,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,1
23,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
24,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
25,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
26,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
27,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
28,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
29,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
30,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
31,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
32,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
33,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
34,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
35,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
36,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
37,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
38,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
39,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
40,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
41,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
42,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
43,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
44,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
45,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
46,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
47,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
48,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
49,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
50,Jenny BLAIN Liberal Democrat Focus Team,Jimmy BLACK Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
51,Richard MCCREADY Labour and Co-operative Party,Callum BAIRD Scottish Greens,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,1
52,Richard MCCREADY Labour and Co-operative Party,Callum BAIRD Scottish Greens,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,1
53,Richard MCCREADY Labour and Co-operative Party,Callum BAIRD Scottish Greens,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,1
54,Richard MCCREADY Labour and Co-operative Party,Callum BAIRD Scottish Greens,Donald MACLEOD Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,1
