voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,num_positions
49,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
50,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
51,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
52,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
53,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
54,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
55,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
56,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
57,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
58,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
59,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
60,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
61,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
62,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
63,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
64,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
65,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
66,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
67,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
68,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
69,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Richard James CROSS Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
70,Odette MACDONALD Scottish National Party (SNP),Tina MCCAFFERY Independent,Brideen GODLEY-MACKENZIE Independent,Sinclair COGHILL Independent,Ryan BARROWMAN Scottish Greens,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
71,John EDMONDSON Scottish Liberal Democrats,Ryan BARROWMAN Scottish Greens,Sinclair COGHILL Independent,Tina MCCAFFERY Independent,Richard James CROSS Independent,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,2
72,Richard James CROSS Independent,Michael PERERA Scottish Labour Party,Odette MACDONALD Scottish National Party (SNP),John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
73,ROLAND HANNING JACKSON Reform UK,KIM HANNING JACKSON Reform UK,Richard James CROSS Independent,Odette MACDONALD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
74,Sinclair COGHILL Independent,Richard James CROSS Independent,Michael PERERA Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
75,Sinclair COGHILL Independent,Richard James CROSS Independent,Michael PERERA Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
76,Martin RATTRAY Independent,Michael PERERA Scottish Labour Party,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
77,Martin RATTRAY Independent,Michael PERERA Scottish Labour Party,John EDMONDSON Scottish Liberal Democrats,Ryan BARROWMAN Scottish Greens,Odette MACDONALD Scottish National Party (SNP),Sinclair COGHILL Independent,Richard James CROSS Independent,Brideen GODLEY-MACKENZIE Independent,Tina MCCAFFERY Independent,KIM HANNING JACKSON Reform UK,ROLAND HANNING JACKSON Reform UK,Innes MUNRO Scottish Conservative and Unionist,2
78,Odette MACDONALD Scottish National Party (SNP),Ryan BARROWMAN Scottish Greens,Sinclair COGHILL Independent,John EDMONDSON Scottish Liberal Democrats,Tina MCCAFFERY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
79,Odette MACDONALD Scottish National Party (SNP),Ryan BARROWMAN Scottish Greens,Richard James CROSS Independent,Sinclair COGHILL Independent,Brideen GODLEY-MACKENZIE Independent,Tina MCCAFFERY Independent,Martin RATTRAY Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,2
80,ROLAND HANNING JACKSON Reform UK,Innes MUNRO Scottish Conservative and Unionist,John EDMONDSON Scottish Liberal Democrats,KIM HANNING JACKSON Reform UK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
81,Tina MCCAFFERY Independent,Martin RATTRAY Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
82,Richard James CROSS Independent,ROLAND HANNING JACKSON Reform UK,Michael PERERA Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
83,Sinclair COGHILL Independent,John EDMONDSON Scottish Liberal Democrats,KIM HANNING JACKSON Reform UK,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
84,Brideen GODLEY-MACKENZIE Independent,ROLAND HANNING JACKSON Reform UK,KIM HANNING JACKSON Reform UK,Innes MUNRO Scottish Conservative and Unionist,Tina MCCAFFERY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
85,Martin RATTRAY Independent,Sinclair COGHILL Independent,Odette MACDONALD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
86,Martin RATTRAY Independent,Sinclair COGHILL Independent,Odette MACDONALD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
87,Martin RATTRAY Independent,Sinclair COGHILL Independent,Odette MACDONALD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
88,Martin RATTRAY Independent,Sinclair COGHILL Independent,Odette MACDONALD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
89,Martin RATTRAY Independent,Odette MACDONALD Scottish National Party (SNP),Michael PERERA Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
90,Tina MCCAFFERY Independent,Sinclair COGHILL Independent,Brideen GODLEY-MACKENZIE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
91,Tina MCCAFFERY Independent,Sinclair COGHILL Independent,Brideen GODLEY-MACKENZIE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
92,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
93,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
94,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
95,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
96,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
97,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
98,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
99,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
100,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
101,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
102,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
103,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
104,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
105,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
106,Sinclair COGHILL Independent,Richard James CROSS Independent,John EDMONDSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
107,Innes MUNRO Scottish Conservative and Unionist,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
108,Martin RATTRAY Independent,Odette MACDONALD Scottish National Party (SNP),Tina MCCAFFERY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
109,Odette MACDONALD Scottish National Party (SNP),Innes MUNRO Scottish Conservative and Unionist,John EDMONDSON Scottish Liberal Democrats,Ryan BARROWMAN Scottish Greens,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
110,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
111,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
112,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
113,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
114,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
115,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
116,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
117,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
118,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
119,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
120,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
121,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
122,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
123,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
124,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
125,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
126,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
127,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
128,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
129,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
130,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
131,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
132,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
133,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
134,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
135,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
136,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
137,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
138,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
139,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
140,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
141,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
142,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
143,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
144,Martin RATTRAY Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
145,John EDMONDSON Scottish Liberal Democrats,Richard James CROSS Independent,Sinclair COGHILL Independent,Martin RATTRAY Independent,Innes MUNRO Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
146,Sinclair COGHILL Independent,Martin RATTRAY Independent,John EDMONDSON Scottish Liberal Democrats,Brideen GODLEY-MACKENZIE Independent,Odette MACDONALD Scottish National Party (SNP),Michael PERERA Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,2
147,Richard James CROSS Independent,Ryan BARROWMAN Scottish Greens,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,Odette MACDONALD Scottish National Party (SNP),KIM HANNING JACKSON Reform UK,ROLAND HANNING JACKSON Reform UK,Brideen GODLEY-MACKENZIE Independent,Innes MUNRO Scottish Conservative and Unionist,Martin RATTRAY Independent,Michael PERERA Scottish Labour Party,Tina MCCAFFERY Independent,2
148,Sinclair COGHILL Independent,Tina MCCAFFERY Independent,Innes MUNRO Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
149,Sinclair COGHILL Independent,Tina MCCAFFERY Independent,Innes MUNRO Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
150,Brideen GODLEY-MACKENZIE Independent,Odette MACDONALD Scottish National Party (SNP),Ryan BARROWMAN Scottish Greens,Sinclair COGHILL Independent,Richard James CROSS Independent,Martin RATTRAY Independent,Michael PERERA Scottish Labour Party,Innes MUNRO Scottish Conservative and Unionist,Tina MCCAFFERY Independent,ROLAND HANNING JACKSON Reform UK,KIM HANNING JACKSON Reform UK,John EDMONDSON Scottish Liberal Democrats,2
151,Martin RATTRAY Independent,Sinclair COGHILL Independent,Tina MCCAFFERY Independent,Brideen GODLEY-MACKENZIE Independent,Ryan BARROWMAN Scottish Greens,Richard James CROSS Independent,KIM HANNING JACKSON Reform UK,ROLAND HANNING JACKSON Reform UK,Odette MACDONALD Scottish National Party (SNP),John EDMONDSON Scottish Liberal Democrats,Innes MUNRO Scottish Conservative and Unionist,Michael PERERA Scottish Labour Party,2
152,Tina MCCAFFERY Independent,Odette MACDONALD Scottish National Party (SNP),Sinclair COGHILL Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
153,Sinclair COGHILL Independent,John EDMONDSON Scottish Liberal Democrats,Richard James CROSS Independent,Odette MACDONALD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
154,Sinclair COGHILL Independent,John EDMONDSON Scottish Liberal Democrats,Richard James CROSS Independent,Odette MACDONALD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
155,Sinclair COGHILL Independent,John EDMONDSON Scottish Liberal Democrats,Tina MCCAFFERY Independent,Michael PERERA Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
156,Ryan BARROWMAN Scottish Greens,ROLAND HANNING JACKSON Reform UK,KIM HANNING JACKSON Reform UK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
157,Odette MACDONALD Scottish National Party (SNP),Brideen GODLEY-MACKENZIE Independent,Tina MCCAFFERY Independent,Sinclair COGHILL Independent,KIM HANNING JACKSON Reform UK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
158,Tina MCCAFFERY Independent,John EDMONDSON Scottish Liberal Democrats,Sinclair COGHILL Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2
