voterId,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
0,skipped,skipped,skipped,skipped,skipped,1,5
1,skipped,skipped,skipped,skipped,skipped,1,5
2,skipped,skipped,skipped,skipped,skipped,1,5
3,skipped,skipped,skipped,skipped,skipped,1,5
4,skipped,skipped,skipped,skipped,skipped,1,5
5,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
6,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
7,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
8,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
9,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
10,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
11,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
12,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
13,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
14,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
15,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
16,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
17,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
18,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
19,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
20,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
21,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
22,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
23,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
24,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
25,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
26,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
27,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
28,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
29,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
30,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
31,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
32,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
33,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
34,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
35,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
36,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
37,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
38,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
39,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
40,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
41,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
42,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
43,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
44,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
45,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
46,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
47,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
48,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
49,Kathleen BAIRD,skipped,skipped,skipped,skipped,1,5
