precincts,tally_type,ballotID,rank1,rank2,rank3,numSeats,numCands
206900,Vote by Mail - 400C,26533,IGOR A. TREGUB,MARGO SCHUELER,RASHI KESARWANI,1,4
206900,Vote by Mail - 400C,26534,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB,1,4
206900,Vote by Mail - 400C,26535,MARGO SCHUELER,MARY BEHM-STEINBERG,IGOR A. TREGUB,1,4
206900,Vote by Mail - 400C,26536,MARGO SCHUELER,RASHI KESARWANI,IGOR A. TREGUB,1,4
206900,Vote by Mail - 400C,26537,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER,1,4
206900,Vote by Mail - 400C,26538,RASHI KESARWANI,skipped,skipped,1,4
206900,Vote by Mail - 400C,26539,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB,1,4
206900,Vote by Mail - 400C,26540,RASHI KESARWANI,IGOR A. TREGUB,skipped,1,4
206900,Vote by Mail - 400C,26541,IGOR A. TREGUB,RASHI KESARWANI,MARGO SCHUELER,1,4
206900,Vote by Mail - 400C,26542,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER,1,4
206900,Vote by Mail - 400C,26543,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB,1,4
206900,Vote by Mail - 400C,26544,RASHI KESARWANI,IGOR A. TREGUB,skipped,1,4
206900,Vote by Mail - 400C,26545,RASHI KESARWANI,MARGO SCHUELER,IGOR A. TREGUB,1,4
206900,Vote by Mail - 400C,26546,IGOR A. TREGUB,MARGO SCHUELER,RASHI KESARWANI,1,4
206900,Vote by Mail - 400C,26547,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER,1,4
206900,Vote by Mail - 400C,26548,IGOR A. TREGUB,RASHI KESARWANI,MARGO SCHUELER,1,4
206900,Vote by Mail - 400C,26549,IGOR A. TREGUB,RASHI KESARWANI,MARGO SCHUELER,1,4
206900,Vote by Mail - 400C,26550,IGOR A. TREGUB,RASHI KESARWANI,MARGO SCHUELER,1,4
207100,Vote by Mail - 400C,26585,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER,1,4
207100,Vote by Mail - 400C,26586,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER,1,4
207100,Vote by Mail - 400C,26587,RASHI KESARWANI,IGOR A. TREGUB,MARGO SCHUELER,1,4
207100,Vote by Mail - 400C,26588,RASHI KESARWANI,skipped,skipped,1,4
