ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
01002_00400_000206,BT14,Vote by Mail,"City of Berkeley, District #6",CITY COUNCILS,201400,201400,Election Office,ANDY KATZ,skipped,skipped,skipped,skipped,1,3
02008_00105_000372,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,202200,202200,Election Office,ANDY KATZ,skipped,skipped,skipped,skipped,1,3
02008_00105_000175,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,200200,200200,Election Office,BRENT BLACKABY,ANDY KATZ,skipped,skipped,skipped,1,3
02008_00105_000551,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,200200,200200,Election Office,BRENT BLACKABY,skipped,skipped,skipped,skipped,1,3
02008_00105_000250,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,200100,200100,Election Office,BRENT BLACKABY,ANDY KATZ,skipped,skipped,skipped,1,3
02008_00105_000110,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,201400,201400,Election Office,ANDY KATZ,BRENT BLACKABY,skipped,skipped,skipped,1,3
02008_00105_000160,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,200200,200200,Election Office,ANDY KATZ,BRENT BLACKABY,skipped,skipped,skipped,1,3
02008_00105_000040,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,201400,201400,Election Office,ANDY KATZ,skipped,skipped,skipped,skipped,1,3
02008_00105_000426,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,201400,201400,Election Office,ANDY KATZ,skipped,skipped,skipped,skipped,1,3
02008_00105_000353,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,202200,202200,Election Office,BRENT BLACKABY,ANDY KATZ,skipped,skipped,skipped,1,3
02008_00105_000012,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,200200,200200,Election Office,BRENT BLACKABY,ANDY KATZ,skipped,skipped,skipped,1,3
02008_00105_000546,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,201400,201400,Election Office,ANDY KATZ,skipped,skipped,skipped,skipped,1,3
02008_00105_000112,BT14,Election Day,"City of Berkeley, District #6",CITY COUNCILS,202200,202200,Election Office,BRENT BLACKABY,ANDY KATZ,Write-in,skipped,skipped,1,3
