voterId,rank1,rank2,rank3,rank4,numSeats,numCands
0,LD,skipped,skipped,skipped,3,4
1,LD,skipped,skipped,skipped,3,4
2,LD,skipped,skipped,skipped,3,4
3,LD,skipped,skipped,skipped,3,4
4,LD,skipped,skipped,skipped,3,4
5,LD,skipped,skipped,skipped,3,4
6,LD,skipped,skipped,skipped,3,4
7,LD,skipped,skipped,skipped,3,4
8,LD,skipped,skipped,skipped,3,4
9,LD,skipped,skipped,skipped,3,4
10,LD,skipped,skipped,skipped,3,4
11,LD,skipped,skipped,skipped,3,4
12,LD,skipped,skipped,skipped,3,4
13,LD,skipped,skipped,skipped,3,4
14,LD,skipped,skipped,skipped,3,4
15,LD,skipped,skipped,skipped,3,4
16,LD,skipped,skipped,skipped,3,4
17,LD,skipped,skipped,skipped,3,4
18,LD,skipped,skipped,skipped,3,4
19,LD,skipped,skipped,skipped,3,4
20,LD,skipped,skipped,skipped,3,4
21,LD,skipped,skipped,skipped,3,4
22,LD,skipped,skipped,skipped,3,4
23,LD,skipped,skipped,skipped,3,4
24,LD,skipped,skipped,skipped,3,4
25,LD,skipped,skipped,skipped,3,4
26,LD,skipped,skipped,skipped,3,4
27,LD,skipped,skipped,skipped,3,4
28,LD,skipped,skipped,skipped,3,4
29,LD,skipped,skipped,skipped,3,4
30,LD,skipped,skipped,skipped,3,4
31,LD,skipped,skipped,skipped,3,4
32,LD,skipped,skipped,skipped,3,4
33,LD,skipped,skipped,skipped,3,4
34,LD,skipped,skipped,skipped,3,4
35,LD,skipped,skipped,skipped,3,4
36,LD,skipped,skipped,skipped,3,4
37,LD,skipped,skipped,skipped,3,4
38,LD,skipped,skipped,skipped,3,4
39,LD,skipped,skipped,skipped,3,4
40,LD,skipped,skipped,skipped,3,4
41,LD,skipped,skipped,skipped,3,4
42,LD,skipped,skipped,skipped,3,4
43,LD,skipped,skipped,skipped,3,4
44,LD,skipped,skipped,skipped,3,4
45,LD,skipped,skipped,skipped,3,4
46,LD,skipped,skipped,skipped,3,4
47,LD,skipped,skipped,skipped,3,4
48,LD,skipped,skipped,skipped,3,4
49,LD,skipped,skipped,skipped,3,4
50,LD,skipped,skipped,skipped,3,4
51,LD,skipped,skipped,skipped,3,4
52,LD,skipped,skipped,skipped,3,4
53,LD,skipped,skipped,skipped,3,4
54,LD,skipped,skipped,skipped,3,4
55,LD,skipped,skipped,skipped,3,4
56,LD,skipped,skipped,skipped,3,4
57,LD,skipped,skipped,skipped,3,4
58,LD,skipped,skipped,skipped,3,4
59,LD,skipped,skipped,skipped,3,4
60,LD,skipped,skipped,skipped,3,4
61,LD,skipped,skipped,skipped,3,4
62,LD,skipped,skipped,skipped,3,4
63,LD,skipped,skipped,skipped,3,4
64,LD,skipped,skipped,skipped,3,4
65,LD,skipped,skipped,skipped,3,4
66,LD,skipped,skipped,skipped,3,4
67,LD,Lab,skipped,skipped,3,4
68,LD,Lab,skipped,skipped,3,4
69,LD,Lab,skipped,skipped,3,4
70,LD,Lab,skipped,skipped,3,4
71,LD,Lab,skipped,skipped,3,4
72,LD,Lab,skipped,skipped,3,4
73,LD,Lab,skipped,skipped,3,4
74,LD,Lab,skipped,skipped,3,4
75,LD,Lab,skipped,skipped,3,4
76,LD,Lab,skipped,skipped,3,4
77,LD,Lab,skipped,skipped,3,4
78,LD,Lab,skipped,skipped,3,4
79,LD,Lab,skipped,skipped,3,4
80,LD,Lab,skipped,skipped,3,4
81,LD,Lab,skipped,skipped,3,4
82,LD,Lab,skipped,skipped,3,4
83,LD,Lab,skipped,skipped,3,4
84,LD,Lab,skipped,skipped,3,4
85,LD,Lab,skipped,skipped,3,4
86,LD,Lab,skipped,skipped,3,4
87,LD,Lab,skipped,skipped,3,4
88,LD,Lab,skipped,skipped,3,4
89,LD,Lab,skipped,skipped,3,4
90,LD,Lab,skipped,skipped,3,4
91,LD,Lab,skipped,skipped,3,4
92,LD,Lab,skipped,skipped,3,4
93,LD,Lab,skipped,skipped,3,4
94,LD,Lab,skipped,skipped,3,4
95,LD,Lab,skipped,skipped,3,4
96,LD,Lab,skipped,skipped,3,4
97,LD,Lab,skipped,skipped,3,4
98,LD,Lab,skipped,skipped,3,4
99,LD,Lab,skipped,skipped,3,4
100,LD,Lab,skipped,skipped,3,4
101,LD,Lab,skipped,skipped,3,4
102,LD,Lab,skipped,skipped,3,4
103,LD,Lab,Con,skipped,3,4
104,LD,Lab,Con,skipped,3,4
105,LD,Lab,Con,skipped,3,4
106,LD,Lab,Con,skipped,3,4
107,LD,Lab,Con,skipped,3,4
108,LD,Lab,Con,skipped,3,4
109,LD,Lab,Con,skipped,3,4
110,LD,Lab,Con,skipped,3,4
111,LD,Lab,Con,skipped,3,4
112,LD,Lab,Con,skipped,3,4
113,LD,Lab,Con,skipped,3,4
114,LD,Lab,Con,skipped,3,4
115,LD,Lab,Con,skipped,3,4
116,LD,Lab,Con,skipped,3,4
117,LD,Lab,Con,skipped,3,4
118,LD,Lab,Con,skipped,3,4
119,LD,Lab,Con,skipped,3,4
120,LD,Lab,Con,skipped,3,4
121,LD,Lab,Con,skipped,3,4
122,LD,Lab,Con,skipped,3,4
123,LD,Lab,Con,skipped,3,4
124,LD,Lab,Con,skipped,3,4
125,LD,Lab,Con,SNP,3,4
126,LD,Lab,Con,SNP,3,4
127,LD,Lab,Con,SNP,3,4
128,LD,Lab,Con,SNP,3,4
129,LD,Lab,Con,SNP,3,4
130,LD,Lab,Con,SNP,3,4
131,LD,Lab,Con,SNP,3,4
132,LD,Lab,Con,SNP,3,4
133,LD,Lab,Con,SNP,3,4
134,LD,Lab,Con,SNP,3,4
135,LD,Lab,Con,SNP,3,4
136,LD,Lab,Con,SNP,3,4
137,LD,Lab,Con,SNP,3,4
138,LD,Lab,Con,SNP,3,4
139,LD,Lab,Con,SNP,3,4
140,LD,Lab,Con,SNP,3,4
141,LD,Lab,Con,SNP,3,4
142,LD,Lab,Con,SNP,3,4
143,LD,Lab,Con,SNP,3,4
144,LD,Lab,Con,SNP,3,4
145,LD,Lab,Con,SNP,3,4
146,LD,Lab,Con,SNP,3,4
147,LD,Lab,Con,SNP,3,4
148,LD,Lab,Con,SNP,3,4
149,LD,Lab,SNP,skipped,3,4
150,LD,Lab,SNP,skipped,3,4
151,LD,Lab,SNP,skipped,3,4
152,LD,Lab,SNP,skipped,3,4
153,LD,Lab,SNP,skipped,3,4
154,LD,Lab,SNP,skipped,3,4
155,LD,Lab,SNP,skipped,3,4
156,LD,Lab,SNP,skipped,3,4
157,LD,Lab,SNP,skipped,3,4
158,LD,Lab,SNP,skipped,3,4
159,LD,Lab,SNP,skipped,3,4
160,LD,Lab,SNP,skipped,3,4
161,LD,Lab,SNP,skipped,3,4
162,LD,Lab,SNP,skipped,3,4
163,LD,Lab,SNP,skipped,3,4
164,LD,Lab,SNP,skipped,3,4
165,LD,Lab,SNP,skipped,3,4
166,LD,Lab,SNP,skipped,3,4
167,LD,Lab,SNP,Con,3,4
168,LD,Lab,SNP,Con,3,4
169,LD,Lab,SNP,Con,3,4
170,LD,Lab,SNP,Con,3,4
171,LD,Lab,SNP,Con,3,4
172,LD,Lab,SNP,Con,3,4
173,LD,Lab,SNP,Con,3,4
174,LD,Lab,SNP,Con,3,4
175,LD,Lab,SNP,Con,3,4
176,LD,Lab,SNP,Con,3,4
177,LD,Lab,SNP,Con,3,4
