5 1
130 1 0
6 1 2 0
33 1 3 0
2 1 3 2 0
17 1 3 4 0
20 1 3 5 0
40 1 4 0
5 1 4 2 0
20 1 4 3 0
20 1 4 5 0
5 1 5 0
1 1 5 2 0
20 1 5 3 0
10 1 5 4 0
23 2 0
3 2 3 0
1 2 3 1 0
1 2 3 5 0
11 2 5 0
1 2 5 3 0
914 3 0
57 3 1 0
6 3 1 2 0
17 3 1 4 0
66 3 1 5 0
20 3 2 0
1 3 2 4 0
3 3 2 5 0
13 3 4 0
9 3 4 1 0
10 3 4 5 0
852 3 5 0
169 3 5 1 0
81 3 5 2 0
158 3 5 4 0
8 4 0
8 4 1 0
4 4 1 3 0
2 4 1 5 0
1 4 2 0
1 4 2 5 0
2 4 3 0
2 4 3 1 0
2 4 3 2 0
5 4 3 5 0
2 4 5 1 0
3 4 5 3 0
156 5 0
4 5 1 0
2 5 1 2 0
10 5 1 3 0
12 5 1 4 0
18 5 2 0
7 5 2 3 0
289 5 3 0
50 5 3 1 0
31 5 3 2 0
32 5 3 4 0
10 5 4 0
10 5 4 1 0
10 5 4 3 0
0
Angela Williams
writein
LaTrisha M. Vetaw
Leslie Davis
Marvina Haynes
