voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,numSeats,numCands
0,Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
1,Grn,SNP,SNP,LD,Labour and Co-operative Party,Maria PAKPAHAN-CAMPBELL (Ind),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Kevin ILLINGWORTH (Ind),Bonnie Prince BOB (Ind),Pete CARSON (Ind),skipped,skipped,4,13
2,LD,Grn,SNP,SNP,Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
3,LD,Grn,SNP,SNP,Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
4,LD,Grn,SNP,SNP,Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
5,LD,Grn,SNP,SNP,Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
6,Bonnie Prince BOB (Ind),Grn,Norrie ROWAN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
7,Grn,Bonnie Prince BOB (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Kevin ILLINGWORTH (Ind),SNP,SNP,Pete CARSON (Ind),Labour and Co-operative Party,LD,Alba,Norrie ROWAN (Ind),Paul R. PENMAN (Ind),Con,4,13
8,LD,Labour and Co-operative Party,Con,Maria PAKPAHAN-CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
9,LD,Labour and Co-operative Party,Con,Maria PAKPAHAN-CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
10,Grn,Con,Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
11,SNP,SNP,Grn,Labour and Co-operative Party,Kevin ILLINGWORTH (Ind),LD,Pete CARSON (Ind),Bonnie Prince BOB (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Con,Alba,4,13
12,SNP,SNP,Alba,Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
13,Con,Labour and Co-operative Party,Bonnie Prince BOB (Ind),Pete CARSON (Ind),LD,Kevin ILLINGWORTH (Ind),Grn,Maria PAKPAHAN-CAMPBELL (Ind),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Alba,SNP,SNP,4,13
14,Con,LD,Grn,Paul R. PENMAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
15,LD,Pete CARSON (Ind),Con,Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Bonnie Prince BOB (Ind),Kevin ILLINGWORTH (Ind),Labour and Co-operative Party,SNP,Grn,SNP,Alba,4,13
16,SNP,Maria PAKPAHAN-CAMPBELL (Ind),Kevin ILLINGWORTH (Ind),Alba,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
17,Alba,Norrie ROWAN (Ind),SNP,SNP,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
18,Alba,Grn,Labour and Co-operative Party,LD,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
19,Labour and Co-operative Party,Maria PAKPAHAN-CAMPBELL (Ind),Bonnie Prince BOB (Ind),Pete CARSON (Ind),Grn,Paul R. PENMAN (Ind),Kevin ILLINGWORTH (Ind),Alba,Norrie ROWAN (Ind),LD,SNP,SNP,Con,4,13
20,Con,LD,Paul R. PENMAN (Ind),Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
21,Con,LD,Paul R. PENMAN (Ind),Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
22,Con,LD,Paul R. PENMAN (Ind),Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
23,Con,LD,Paul R. PENMAN (Ind),Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
24,SNP,SNP,Pete CARSON (Ind),Kevin ILLINGWORTH (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
25,Labour and Co-operative Party,Kevin ILLINGWORTH (Ind),Norrie ROWAN (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
26,LD,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
27,LD,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
28,LD,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
29,LD,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
30,SNP,SNP,Grn,Alba,Maria PAKPAHAN-CAMPBELL (Ind),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Kevin ILLINGWORTH (Ind),Pete CARSON (Ind),Bonnie Prince BOB (Ind),Labour and Co-operative Party,LD,Con,4,13
31,Labour and Co-operative Party,LD,Con,Grn,Maria PAKPAHAN-CAMPBELL (Ind),Norrie ROWAN (Ind),Alba,Kevin ILLINGWORTH (Ind),Bonnie Prince BOB (Ind),Pete CARSON (Ind),Paul R. PENMAN (Ind),SNP,SNP,4,13
32,Grn,Labour and Co-operative Party,LD,Maria PAKPAHAN-CAMPBELL (Ind),Norrie ROWAN (Ind),Pete CARSON (Ind),Paul R. PENMAN (Ind),Bonnie Prince BOB (Ind),Kevin ILLINGWORTH (Ind),skipped,skipped,skipped,skipped,4,13
33,Labour and Co-operative Party,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
34,Labour and Co-operative Party,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
35,Labour and Co-operative Party,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
36,Labour and Co-operative Party,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
37,Labour and Co-operative Party,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
38,Labour and Co-operative Party,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
39,Labour and Co-operative Party,SNP,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
40,Con,Grn,SNP,Labour and Co-operative Party,LD,SNP,Paul R. PENMAN (Ind),Bonnie Prince BOB (Ind),Pete CARSON (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Norrie ROWAN (Ind),Alba,skipped,4,13
41,SNP,SNP,Grn,Labour and Co-operative Party,LD,Bonnie Prince BOB (Ind),Pete CARSON (Ind),Kevin ILLINGWORTH (Ind),skipped,skipped,skipped,skipped,skipped,4,13
42,Con,Labour and Co-operative Party,LD,Norrie ROWAN (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Paul R. PENMAN (Ind),Kevin ILLINGWORTH (Ind),Pete CARSON (Ind),Bonnie Prince BOB (Ind),skipped,skipped,skipped,skipped,4,13
43,LD,Labour and Co-operative Party,Bonnie Prince BOB (Ind),Pete CARSON (Ind),Kevin ILLINGWORTH (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,4,13
44,Con,Bonnie Prince BOB (Ind),LD,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
45,Grn,SNP,SNP,LD,Norrie ROWAN (Ind),Pete CARSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
46,LD,Labour and Co-operative Party,Con,Pete CARSON (Ind),Kevin ILLINGWORTH (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,4,13
47,Labour and Co-operative Party,LD,Con,Norrie ROWAN (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Kevin ILLINGWORTH (Ind),Pete CARSON (Ind),Bonnie Prince BOB (Ind),Grn,Paul R. PENMAN (Ind),SNP,SNP,Alba,4,13
48,Grn,SNP,Kevin ILLINGWORTH (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
49,Labour and Co-operative Party,Grn,SNP,SNP,Bonnie Prince BOB (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
50,Con,LD,Kevin ILLINGWORTH (Ind),Pete CARSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
51,Con,LD,Kevin ILLINGWORTH (Ind),Pete CARSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
52,LD,Maria PAKPAHAN-CAMPBELL (Ind),Bonnie Prince BOB (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
53,SNP,SNP,Grn,Labour and Co-operative Party,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
54,SNP,SNP,Grn,Labour and Co-operative Party,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
55,SNP,SNP,Grn,Labour and Co-operative Party,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
56,SNP,SNP,Grn,Labour and Co-operative Party,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
57,SNP,SNP,Grn,Labour and Co-operative Party,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
58,SNP,SNP,Grn,Labour and Co-operative Party,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
59,SNP,SNP,Grn,Labour and Co-operative Party,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
60,SNP,SNP,Grn,Labour and Co-operative Party,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
61,SNP,SNP,Grn,Labour and Co-operative Party,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
62,SNP,SNP,Grn,Labour and Co-operative Party,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
