voterId,rank1,rank2,rank3,rank4,numSeats,numCands
0,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
1,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
2,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
3,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
4,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
5,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
6,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
7,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
8,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
9,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
10,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
11,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
12,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
13,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
14,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
15,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
16,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
17,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
18,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
19,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
20,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
21,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
22,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
23,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
24,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
25,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
26,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
27,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
28,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
29,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
30,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
31,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
32,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
33,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
34,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
35,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
36,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
37,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
38,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
39,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
40,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
41,Stuart DUFFIN (UNKNOWN),skipped,skipped,skipped,1,4
42,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
43,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
44,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
45,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
46,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
47,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
48,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
49,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
50,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
51,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
52,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
53,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
54,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
55,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
56,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),skipped,skipped,1,4
57,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Sarah PATRICK (UNKNOWN),skipped,1,4
58,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Sarah PATRICK (UNKNOWN),skipped,1,4
59,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Sarah PATRICK (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),1,4
60,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Sarah PATRICK (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),1,4
61,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Sarah PATRICK (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),1,4
62,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Sarah PATRICK (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),1,4
63,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Sarah PATRICK (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),1,4
64,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Sarah PATRICK (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),1,4
65,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Sarah PATRICK (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),1,4
66,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
67,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
68,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
69,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
70,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
71,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
72,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
73,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
74,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
75,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
76,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
77,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),skipped,1,4
78,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
79,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
80,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
81,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
82,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
83,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
84,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
85,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
86,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
87,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
88,Stuart DUFFIN (UNKNOWN),James MARSHALL (UNKNOWN),Emma Lindsey RUSSELL (UNKNOWN),Sarah PATRICK (UNKNOWN),1,4
