ballotID,ward,rank1,rank2,rank3,rank4,Num cands,Num seats
845,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
848,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
874,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
946,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
960,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1040,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1041,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1067,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1096,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1189,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1193,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1257,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1284,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1294,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1326,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1409,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1419,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1457,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1493,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1521,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1564,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1593,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1612,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1637,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1645,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1663,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1668,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1745,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1759,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1760,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1824,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
1844,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2033,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2046,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2051,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2101,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2129,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2147,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2256,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2281,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2282,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2285,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2336,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2351,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2352,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2385,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2387,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2455,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2457,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2463,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2530,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2620,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2645,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2647,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2657,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2659,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2664,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2665,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2667,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2669,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2680,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2706,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2956,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
2962,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3196,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3262,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3523,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3570,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3572,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3604,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3616,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3699,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3732,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3741,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3799,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3800,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3847,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3917,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3955,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3963,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3968,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3979,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4179,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4206,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4273,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4279,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4333,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4356,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4383,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4449,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4463,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4481,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4492,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4578,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4617,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4677,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4708,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4759,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4762,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4873,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4958,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4988,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
4997,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5021,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5099,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5155,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5346,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5432,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5462,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5484,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5498,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5530,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5550,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5613,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5733,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5779,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5785,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5793,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
5830,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6012,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6032,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6066,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6087,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6208,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6271,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6306,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6327,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6328,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6357,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6360,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6364,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6366,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6386,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6408,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
6420,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,4,1
3390,300,Mimi Diez,skipped,skipped,skipped,4,1
127,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
159,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
161,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
162,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
222,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
282,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
469,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
514,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
558,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
591,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
611,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
618,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
626,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
656,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
682,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
757,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
766,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
804,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
822,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
972,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1072,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1094,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1101,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1147,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1213,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1303,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1343,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1354,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1371,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1381,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1388,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1401,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1413,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1418,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1458,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1459,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1471,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1495,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1550,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1642,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1675,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1717,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1730,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1731,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1732,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1787,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1845,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1936,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
1986,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2047,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2102,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2104,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2161,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2162,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2229,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2343,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2355,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2520,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2638,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2700,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2721,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2739,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2847,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2858,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2958,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
2984,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3026,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3114,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3146,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3202,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3206,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3264,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3385,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3521,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3586,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3683,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3753,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3762,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3774,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3828,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3863,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3916,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3931,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
3950,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4164,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4171,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4174,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4227,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4245,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4275,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4415,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4416,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4464,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4469,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4509,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4544,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4602,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4620,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4637,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4661,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4670,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4773,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4818,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4819,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4827,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4945,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4955,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
4996,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5106,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5111,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5127,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5166,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5205,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5216,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5285,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5313,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5345,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5399,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5400,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5463,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5471,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5472,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5509,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5512,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5514,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5515,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5595,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5620,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5639,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5751,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
5823,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6015,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6038,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6080,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6110,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6116,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6120,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6163,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6173,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6174,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6178,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6217,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6263,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6299,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6337,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6338,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6407,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6415,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
6434,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,4,1
24,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
39,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
96,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
256,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
273,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
295,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
324,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
454,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
498,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
557,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
588,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
625,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
641,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
645,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
648,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
930,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
956,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
990,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1069,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1216,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1280,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1299,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1302,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1395,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1410,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1420,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1507,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1551,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1555,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1628,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1641,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1693,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1764,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1767,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1782,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
1910,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2056,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2058,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2127,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2145,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2155,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2176,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2200,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2277,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2346,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2409,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
2992,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
3239,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
3243,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
3258,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
3331,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
3343,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,4,1
