id1,id2,id3,ward,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
001103-00-00340000576020,5,2,1103,Rachel B. Weinstein,Jose Luis Rojas Villarreal,David J. Weinstein,"Richard Harding, Jr.",Caroline M. Hunter,Andrew R. King,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000577061,4,2,1103,Caroline M. Hunter,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Andrew R. King,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000578901,6,2,1103,"Robert Vincent Travers, Jr.",Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000579124,5,2,1103,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Rachel B. Weinstein,Andrew R. King,David J. Weinstein,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000585252,10,2,1103,Rachel B. Weinstein,David J. Weinstein,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000587360,5,2,1103,Rachel B. Weinstein,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000588700,3,2,1103,David J. Weinstein,Rachel B. Weinstein,Eugenia Schraa Huh,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000593106,3,2,1103,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000595566,6,2,1103,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000596741,8,2,1103,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,David J. Weinstein,Caroline M. Hunter,Rachel B. Weinstein,Alborz Bejnood,skipped,skipped,skipped,skipped,6,13
001103-00-00340000598618,3,2,1103,"Robert Vincent Travers, Jr.",Andrew R. King,Caroline M. Hunter,"Richard Harding, Jr.",Rachel B. Weinstein,Eugenia Schraa Huh,David J. Weinstein,skipped,skipped,skipped,skipped,6,13
001103-00-00340000606662,2,2,1103,Frantz Pierre,Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Alborz Bejnood,Andrew R. King,"Robert Vincent Travers, Jr.",6,13
001103-00-00340000607617,4,2,1103,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000608035,6,2,1103,Eugenia Schraa Huh,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000608773,5,2,1103,David J. Weinstein,"Robert Vincent Travers, Jr.",Rachel B. Weinstein,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000609518,1,2,1103,Jose Luis Rojas Villarreal,Rachel B. Weinstein,David J. Weinstein,Caroline M. Hunter,Alborz Bejnood,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000610381,10,2,1103,"Richard Harding, Jr.",David J. Weinstein,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Caroline M. Hunter,Jose Luis Rojas Villarreal,Rachel B. Weinstein,Alborz Bejnood,Frantz Pierre,"Robert Vincent Travers, Jr.",skipped,6,13
001103-00-00340000611864,7,2,1103,Elizabeth Clark Polner Hudson,David J. Weinstein,"Richard Harding, Jr.",Andrew R. King,Rachel B. Weinstein,Caroline M. Hunter,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,6,13
001103-00-00340000612965,7,2,1103,Andrew R. King,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",skipped,skipped,skipped,6,13
001103-00-00340000613179,2,2,1103,Caroline M. Hunter,David J. Weinstein,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000614916,4,2,1103,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000615893,3,2,1103,Eugenia Schraa Huh,Frantz Pierre,"Richard Harding, Jr.",David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000620098,4,2,1103,Jose Luis Rojas Villarreal,Caroline M. Hunter,Eugenia Schraa Huh,Andrew R. King,Alborz Bejnood,"Richard Harding, Jr.",Frantz Pierre,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",Rachel B. Weinstein,David J. Weinstein,6,13
001103-00-00340000622671,2,2,1103,David J. Weinstein,Elizabeth Clark Polner Hudson,Andrew R. King,Eugenia Schraa Huh,"Richard Harding, Jr.",Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000622938,10,2,1103,Eugenia Schraa Huh,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Rachel B. Weinstein,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000625909,11,2,1103,Andrew R. King,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000627455,10,2,1103,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000629069,8,2,1103,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000631013,5,2,1103,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000633850,1,2,1103,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000636954,8,2,1103,"Robert Vincent Travers, Jr.",Andrew R. King,Caroline M. Hunter,Jose Luis Rojas Villarreal,Rachel B. Weinstein,David J. Weinstein,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,6,13
001103-00-00340000637649,11,2,1103,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Alborz Bejnood,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000638024,10,2,1103,Caroline M. Hunter,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000640322,10,2,1103,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000641208,11,2,1103,Andrew R. King,Rachel B. Weinstein,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000643460,10,2,1103,David J. Weinstein,Jose Luis Rojas Villarreal,Rachel B. Weinstein,Caroline M. Hunter,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000645870,10,2,1103,Frantz Pierre,Andrew R. King,Caroline M. Hunter,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",Alborz Bejnood,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",6,13
001103-00-00340000646367,11,2,1103,Jose Luis Rojas Villarreal,Frantz Pierre,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000648974,11,2,1103,"Robert Vincent Travers, Jr.",Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000653051,10,2,1103,"Robert Vincent Travers, Jr.",Caroline M. Hunter,Frantz Pierre,"Richard Harding, Jr.",Rachel B. Weinstein,Andrew R. King,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000655626,3,2,1103,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Alborz Bejnood,Eugenia Schraa Huh,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000656103,9,2,1103,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000657278,2,2,1103,David J. Weinstein,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000659742,1,2,1103,David J. Weinstein,"Richard Harding, Jr.",Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,Rachel B. Weinstein,Andrew R. King,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000660827,7,2,1103,Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,"Robert Vincent Travers, Jr.",Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000661040,9,2,1103,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",Elizabeth Clark Polner Hudson,Andrew R. King,Eugenia Schraa Huh,Frantz Pierre,Alborz Bejnood,"Richard Harding, Jr.",6,13
001103-00-00340000661309,2,2,1103,"Richard Harding, Jr.",Andrew R. King,"Robert Vincent Travers, Jr.",Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000664144,8,2,1103,"Richard Harding, Jr.",Alborz Bejnood,"Robert Vincent Travers, Jr.",Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000665071,7,2,1103,Frantz Pierre,Andrew R. King,Caroline M. Hunter,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000667920,5,2,1103,Caroline M. Hunter,Andrew R. King,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000670280,6,2,1103,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000674415,9,2,1103,David J. Weinstein,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000675314,5,2,1103,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000683082,11,2,1103,Rachel B. Weinstein,Jose Luis Rojas Villarreal,David J. Weinstein,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000686130,7,2,1103,Andrew R. King,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000691336,4,2,1103,David J. Weinstein,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,Alborz Bejnood,Frantz Pierre,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",Andrew R. King,skipped,skipped,6,13
001103-00-00340000693992,6,2,1103,Jose Luis Rojas Villarreal,Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000699947,5,2,1103,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Frantz Pierre,Andrew R. King,"Robert Vincent Travers, Jr.",David J. Weinstein,Rachel B. Weinstein,Alborz Bejnood,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Caroline M. Hunter,6,13
001103-00-00340000700590,4,2,1103,Rachel B. Weinstein,Andrew R. King,"Richard Harding, Jr.",Jose Luis Rojas Villarreal,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000702276,11,2,1103,"Richard Harding, Jr.",Caroline M. Hunter,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Frantz Pierre,Alborz Bejnood,Eugenia Schraa Huh,David J. Weinstein,"Robert Vincent Travers, Jr.",Andrew R. King,Elizabeth Clark Polner Hudson,6,13
001103-00-00340000704057,7,2,1103,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000706624,3,2,1103,Rachel B. Weinstein,Andrew R. King,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000707613,7,2,1103,Andrew R. King,Jose Luis Rojas Villarreal,Caroline M. Hunter,"Richard Harding, Jr.",Eugenia Schraa Huh,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,David J. Weinstein,Alborz Bejnood,skipped,skipped,6,13
001103-00-00340000708082,9,2,1103,David J. Weinstein,Rachel B. Weinstein,Andrew R. King,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000709561,2,2,1103,Andrew R. King,"Richard Harding, Jr.",Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000713489,3,2,1103,Eugenia Schraa Huh,David J. Weinstein,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000714967,11,2,1103,Caroline M. Hunter,Jose Luis Rojas Villarreal,Rachel B. Weinstein,Andrew R. King,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000715819,5,2,1103,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,David J. Weinstein,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000716077,4,2,1103,"Robert Vincent Travers, Jr.",Caroline M. Hunter,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000720011,10,2,1103,Caroline M. Hunter,Andrew R. King,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000723193,8,2,1103,Rachel B. Weinstein,Alborz Bejnood,Eugenia Schraa Huh,David J. Weinstein,Elizabeth Clark Polner Hudson,Caroline M. Hunter,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Andrew R. King,Frantz Pierre,Jose Luis Rojas Villarreal,6,13
001103-00-00340000726040,1,2,1103,Elizabeth Clark Polner Hudson,Caroline M. Hunter,Andrew R. King,David J. Weinstein,Jose Luis Rojas Villarreal,"Richard Harding, Jr.",Alborz Bejnood,Eugenia Schraa Huh,skipped,skipped,skipped,6,13
001103-00-00340000727164,8,2,1103,Caroline M. Hunter,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000730886,7,2,1103,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000737640,4,2,1103,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000737909,1,2,1103,Jose Luis Rojas Villarreal,Alborz Bejnood,Elizabeth Clark Polner Hudson,David J. Weinstein,Andrew R. King,"Richard Harding, Jr.",Caroline M. Hunter,skipped,skipped,skipped,skipped,6,13
001103-00-00340000738028,11,2,1103,Rachel B. Weinstein,David J. Weinstein,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000739805,3,2,1103,Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",Caroline M. Hunter,Rachel B. Weinstein,"Richard Harding, Jr.",David J. Weinstein,skipped,skipped,skipped,skipped,6,13
001103-00-00340000741251,9,2,1103,Frantz Pierre,Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,"Robert Vincent Travers, Jr.",Rachel B. Weinstein,Eugenia Schraa Huh,Alborz Bejnood,Andrew R. King,"Richard Harding, Jr.",skipped,6,13
001103-00-00340000743426,3,2,1103,Caroline M. Hunter,Elizabeth Clark Polner Hudson,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000744703,5,2,1103,Elizabeth Clark Polner Hudson,Andrew R. King,Caroline M. Hunter,Frantz Pierre,Jose Luis Rojas Villarreal,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000745846,7,2,1103,Eugenia Schraa Huh,David J. Weinstein,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000746363,8,2,1103,Eugenia Schraa Huh,Andrew R. King,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000748978,4,2,1103,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000749415,3,2,1103,David J. Weinstein,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Rachel B. Weinstein,Andrew R. King,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000752662,11,2,1103,Rachel B. Weinstein,Alborz Bejnood,David J. Weinstein,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",Eugenia Schraa Huh,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",Frantz Pierre,skipped,skipped,6,13
001103-00-00340000753055,4,2,1103,Caroline M. Hunter,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000754538,5,2,1103,Caroline M. Hunter,Andrew R. King,"Robert Vincent Travers, Jr.","Richard Harding, Jr.",Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,6,13
001103-00-00340000755637,10,2,1103,Rachel B. Weinstein,Jose Luis Rojas Villarreal,David J. Weinstein,"Richard Harding, Jr.",Andrew R. King,Elizabeth Clark Polner Hudson,Caroline M. Hunter,Eugenia Schraa Huh,Alborz Bejnood,Frantz Pierre,"Robert Vincent Travers, Jr.",6,13
001103-00-00340000756159,11,2,1103,Elizabeth Clark Polner Hudson,Frantz Pierre,"Robert Vincent Travers, Jr.",David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000758529,6,2,1103,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000760823,9,2,1103,Rachel B. Weinstein,Jose Luis Rojas Villarreal,David J. Weinstein,Caroline M. Hunter,"Robert Vincent Travers, Jr.",Alborz Bejnood,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Andrew R. King,Frantz Pierre,Eugenia Schraa Huh,6,13
001103-00-00340000761300,8,2,1103,"Robert Vincent Travers, Jr.",Caroline M. Hunter,Andrew R. King,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,6,13
001103-00-00340000762453,2,2,1103,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000768179,10,2,1103,"Richard Harding, Jr.",Jose Luis Rojas Villarreal,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000775318,5,2,1103,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000778417,2,2,1103,Rachel B. Weinstein,David J. Weinstein,Andrew R. King,Jose Luis Rojas Villarreal,Caroline M. Hunter,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000781545,8,2,1103,Eugenia Schraa Huh,David J. Weinstein,Elizabeth Clark Polner Hudson,Caroline M. Hunter,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000786186,8,2,1103,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000788516,10,2,1103,Caroline M. Hunter,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,David J. Weinstein,Jose Luis Rojas Villarreal,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000791387,10,2,1103,Eugenia Schraa Huh,Alborz Bejnood,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000793752,1,2,1103,Andrew R. King,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000796891,5,2,1103,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000800421,8,2,1103,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000801994,5,2,1103,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000804841,8,2,1103,"Robert Vincent Travers, Jr.",Andrew R. King,Caroline M. Hunter,Rachel B. Weinstein,"Richard Harding, Jr.",David J. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000807337,11,2,1103,Frantz Pierre,Andrew R. King,Jose Luis Rojas Villarreal,Rachel B. Weinstein,Caroline M. Hunter,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000811584,3,2,1103,Elizabeth Clark Polner Hudson,Andrew R. King,Caroline M. Hunter,Frantz Pierre,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",David J. Weinstein,Rachel B. Weinstein,Alborz Bejnood,"Richard Harding, Jr.",6,13
001103-00-00340000813153,2,2,1103,Rachel B. Weinstein,Eugenia Schraa Huh,Frantz Pierre,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000814636,7,2,1103,David J. Weinstein,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Andrew R. King,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000815523,3,2,1103,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000821505,3,2,1103,Caroline M. Hunter,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000822658,3,2,1103,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000824340,4,2,1103,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000825444,9,2,1103,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",Alborz Bejnood,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Andrew R. King,Frantz Pierre,Eugenia Schraa Huh,6,13
001103-00-00340000826761,7,2,1103,Jose Luis Rojas Villarreal,Caroline M. Hunter,David J. Weinstein,Rachel B. Weinstein,Alborz Bejnood,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000828371,10,2,1103,Eugenia Schraa Huh,David J. Weinstein,Jose Luis Rojas Villarreal,Andrew R. King,Caroline M. Hunter,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000830412,3,2,1103,Andrew R. King,Elizabeth Clark Polner Hudson,David J. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000832286,6,2,1103,Eugenia Schraa Huh,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000833398,7,2,1103,"Richard Harding, Jr.",Rachel B. Weinstein,Caroline M. Hunter,Andrew R. King,David J. Weinstein,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000842591,9,2,1103,"Richard Harding, Jr.",Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000843180,8,2,1103,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Andrew R. King,Elizabeth Clark Polner Hudson,Caroline M. Hunter,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000848952,5,2,1103,Jose Luis Rojas Villarreal,Andrew R. King,Eugenia Schraa Huh,Caroline M. Hunter,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000849131,7,2,1103,David J. Weinstein,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000851439,4,2,1103,Jose Luis Rojas Villarreal,Frantz Pierre,Andrew R. King,Caroline M. Hunter,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",David J. Weinstein,Rachel B. Weinstein,Alborz Bejnood,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,6,13
001103-00-00340000852335,2,2,1103,Caroline M. Hunter,Elizabeth Clark Polner Hudson,Alborz Bejnood,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000857818,4,2,1103,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001103-00-00340000859962,6,2,1103,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Andrew R. King,Eugenia Schraa Huh,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,6,13
