voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Dale NELSON Scottish Conservative and Unionist,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
1,Dale NELSON Scottish Conservative and Unionist,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
2,Dale NELSON Scottish Conservative and Unionist,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
3,Dale NELSON Scottish Conservative and Unionist,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
4,Dale NELSON Scottish Conservative and Unionist,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
5,Dale NELSON Scottish Conservative and Unionist,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
6,Dale NELSON Scottish Conservative and Unionist,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
7,Cathy MCEWAN Scottish National Party (SNP),Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),skipped,skipped,skipped,3
8,Cathy MCEWAN Scottish National Party (SNP),Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),skipped,skipped,skipped,3
9,Cathy MCEWAN Scottish National Party (SNP),Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),skipped,skipped,skipped,3
10,Cathy MCEWAN Scottish National Party (SNP),Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),skipped,skipped,skipped,3
11,Cathy MCEWAN Scottish National Party (SNP),Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),skipped,skipped,skipped,3
12,Cathy MCEWAN Scottish National Party (SNP),Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),skipped,skipped,skipped,3
13,Dale NELSON Scottish Conservative and Unionist,Kate HUGHES Scottish Labour Party,Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
14,Dale NELSON Scottish Conservative and Unionist,Kate HUGHES Scottish Labour Party,Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
15,Dale NELSON Scottish Conservative and Unionist,Kate HUGHES Scottish Labour Party,Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
16,Dale NELSON Scottish Conservative and Unionist,Kate HUGHES Scottish Labour Party,Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
17,Dale NELSON Scottish Conservative and Unionist,Kate HUGHES Scottish Labour Party,Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
18,Dale NELSON Scottish Conservative and Unionist,Kate HUGHES Scottish Labour Party,Edward GRADY Scottish Labour Party,Jim PATERSON Scottish National Party (SNP),Cathy MCEWAN Scottish National Party (SNP),skipped,3
19,Dale NELSON Scottish Conservative and Unionist,Cathy MCEWAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
20,Dale NELSON Scottish Conservative and Unionist,Cathy MCEWAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
21,Dale NELSON Scottish Conservative and Unionist,Cathy MCEWAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
22,Dale NELSON Scottish Conservative and Unionist,Cathy MCEWAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
23,Dale NELSON Scottish Conservative and Unionist,Cathy MCEWAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
24,Dale NELSON Scottish Conservative and Unionist,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),skipped,skipped,skipped,3
25,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
26,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
27,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
28,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
29,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
30,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
31,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
32,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
33,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
34,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
35,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
36,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
37,Edward GRADY Scottish Labour Party,Kate HUGHES Scottish Labour Party,Cathy MCEWAN Scottish National Party (SNP),Jim PATERSON Scottish National Party (SNP),Dale NELSON Scottish Conservative and Unionist,skipped,3
