voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,James ADAMS Scottish Conservative and Unionist,Paul GREENALL Independent,Doreen Anne Elizabeth MAIR Independent,Ann BELL Scottish Liberal Democrats,skipped,skipped,skipped,4
1,James ADAMS Scottish Conservative and Unionist,Paul GREENALL Independent,Doreen Anne Elizabeth MAIR Independent,Ann BELL Scottish Liberal Democrats,skipped,skipped,skipped,4
2,James ADAMS Scottish Conservative and Unionist,Paul GREENALL Independent,Doreen Anne Elizabeth MAIR Independent,Ann BELL Scottish Liberal Democrats,skipped,skipped,skipped,4
3,James ADAMS Scottish Conservative and Unionist,Paul GREENALL Independent,Doreen Anne Elizabeth MAIR Independent,Ann BELL Scottish Liberal Democrats,skipped,skipped,skipped,4
4,James ADAMS Scottish Conservative and Unionist,Paul GREENALL Independent,Doreen Anne Elizabeth MAIR Independent,Ann BELL Scottish Liberal Democrats,skipped,skipped,skipped,4
5,James ADAMS Scottish Conservative and Unionist,Paul GREENALL Independent,Doreen Anne Elizabeth MAIR Independent,Ann BELL Scottish Liberal Democrats,skipped,skipped,skipped,4
6,Doreen Anne Elizabeth MAIR Independent,Paul GREENALL Independent,Ann BELL Scottish Liberal Democrats,Brian TOPPING Alba Party for independence,Seamus LOGAN Scottish National Party (SNP),"John MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",James ADAMS Scottish Conservative and Unionist,4
7,Ann BELL Scottish Liberal Democrats,Brian TOPPING Alba Party for independence,James ADAMS Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
8,Ann BELL Scottish Liberal Democrats,Brian TOPPING Alba Party for independence,James ADAMS Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
9,Doreen Anne Elizabeth MAIR Independent,James ADAMS Scottish Conservative and Unionist,Ann BELL Scottish Liberal Democrats,Paul GREENALL Independent,Brian TOPPING Alba Party for independence,"John MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Seamus LOGAN Scottish National Party (SNP),4
10,James ADAMS Scottish Conservative and Unionist,Doreen Anne Elizabeth MAIR Independent,Paul GREENALL Independent,Brian TOPPING Alba Party for independence,"John MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Ann BELL Scottish Liberal Democrats,Seamus LOGAN Scottish National Party (SNP),4
11,James ADAMS Scottish Conservative and Unionist,Doreen Anne Elizabeth MAIR Independent,Paul GREENALL Independent,Brian TOPPING Alba Party for independence,"John MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Ann BELL Scottish Liberal Democrats,Seamus LOGAN Scottish National Party (SNP),4
12,Ann BELL Scottish Liberal Democrats,James ADAMS Scottish Conservative and Unionist,Brian TOPPING Alba Party for independence,Seamus LOGAN Scottish National Party (SNP),skipped,skipped,skipped,4
13,Doreen Anne Elizabeth MAIR Independent,Ann BELL Scottish Liberal Democrats,"John MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Brian TOPPING Alba Party for independence,Seamus LOGAN Scottish National Party (SNP),James ADAMS Scottish Conservative and Unionist,Paul GREENALL Independent,4
14,Ann BELL Scottish Liberal Democrats,James ADAMS Scottish Conservative and Unionist,Seamus LOGAN Scottish National Party (SNP),Brian TOPPING Alba Party for independence,skipped,skipped,skipped,4
15,Seamus LOGAN Scottish National Party (SNP),Brian TOPPING Alba Party for independence,James ADAMS Scottish Conservative and Unionist,Paul GREENALL Independent,Doreen Anne Elizabeth MAIR Independent,"John MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Ann BELL Scottish Liberal Democrats,4
16,James ADAMS Scottish Conservative and Unionist,Ann BELL Scottish Liberal Democrats,Brian TOPPING Alba Party for independence,Doreen Anne Elizabeth MAIR Independent,skipped,skipped,skipped,4
