voter_id,rank1,rank2,rank3,rank4,num_positions
22,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
23,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
24,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
25,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
26,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
27,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
28,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
29,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
30,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
31,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
32,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
33,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
34,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
35,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,2
36,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
37,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
38,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
39,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
40,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
41,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
42,Annie MACDONALD Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
43,Annie MACDONALD Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
44,Annie MACDONALD Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
45,Annie MACDONALD Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
46,Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),2
47,Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),2
48,Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),2
49,Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),2
50,Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),2
51,Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),2
52,Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),2
53,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
54,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
55,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
56,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
57,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
58,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
59,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
60,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
61,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
62,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
63,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
64,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
65,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
66,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
67,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
68,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
69,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
70,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
71,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
72,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
73,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
74,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
75,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
76,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
77,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
78,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
79,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
80,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
81,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
82,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
83,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
84,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
85,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
86,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
87,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
88,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
89,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
90,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
91,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
92,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
93,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
94,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
95,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
96,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
97,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
98,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
99,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
100,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
101,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
102,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
103,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
104,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
105,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
106,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
107,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
108,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
109,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
110,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
111,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
112,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
113,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
114,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
115,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
116,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
117,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
118,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
119,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
120,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
121,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
122,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
123,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
124,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
125,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
126,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
127,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
128,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
129,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
130,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
131,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
132,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
133,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
134,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
135,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
136,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
137,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
138,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
139,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
140,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
141,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
142,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
143,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
144,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
145,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
146,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
147,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
148,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
149,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
150,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
151,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
152,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
153,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
154,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
155,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
156,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
157,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
158,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
159,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
160,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
161,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
162,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
163,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
164,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
165,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
166,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
167,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
168,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
169,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
170,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
171,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
172,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
173,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
174,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
175,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
176,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
177,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
178,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
179,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
180,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
181,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
182,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
183,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
184,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
185,Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,skipped,2
186,Annie MACDONALD Independent,skipped,skipped,skipped,2
187,Annie MACDONALD Independent,skipped,skipped,skipped,2
188,Annie MACDONALD Independent,skipped,skipped,skipped,2
189,Annie MACDONALD Independent,skipped,skipped,skipped,2
190,Annie MACDONALD Independent,skipped,skipped,skipped,2
191,Annie MACDONALD Independent,skipped,skipped,skipped,2
192,Annie MACDONALD Independent,skipped,skipped,skipped,2
193,Annie MACDONALD Independent,skipped,skipped,skipped,2
194,Annie MACDONALD Independent,skipped,skipped,skipped,2
195,Annie MACDONALD Independent,skipped,skipped,skipped,2
196,Annie MACDONALD Independent,skipped,skipped,skipped,2
197,Annie MACDONALD Independent,skipped,skipped,skipped,2
198,Annie MACDONALD Independent,skipped,skipped,skipped,2
199,Annie MACDONALD Independent,skipped,skipped,skipped,2
200,Annie MACDONALD Independent,skipped,skipped,skipped,2
201,Annie MACDONALD Independent,skipped,skipped,skipped,2
202,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
203,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
204,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
205,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
206,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
207,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
208,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
209,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
210,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
211,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
212,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
213,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
214,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
215,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
216,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
217,Robert MACKENZIE Independent,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),2
218,Norman SMITH Scottish National Party (SNP),Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,2
219,Norman SMITH Scottish National Party (SNP),Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,2
220,Norman SMITH Scottish National Party (SNP),Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,2
221,Norman SMITH Scottish National Party (SNP),Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,2
222,Norman SMITH Scottish National Party (SNP),Annie MACDONALD Independent,Angus MORRISON Independent,Robert MACKENZIE Independent,2
223,Robert MACKENZIE Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
224,Robert MACKENZIE Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
225,Robert MACKENZIE Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
226,Robert MACKENZIE Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
227,Robert MACKENZIE Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
228,Robert MACKENZIE Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
229,Robert MACKENZIE Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
230,Robert MACKENZIE Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,2
231,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
232,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
233,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
234,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
235,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
236,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
237,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
238,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
239,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
240,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
241,Robert MACKENZIE Independent,Norman SMITH Scottish National Party (SNP),skipped,skipped,2
242,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
243,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
244,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
245,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
246,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
247,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
248,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
249,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
250,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
251,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
252,Annie MACDONALD Independent,Robert MACKENZIE Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
253,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,2
254,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,2
255,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,2
256,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,2
257,Norman SMITH Scottish National Party (SNP),Angus MORRISON Independent,Robert MACKENZIE Independent,skipped,2
258,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Robert MACKENZIE Independent,2
259,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Robert MACKENZIE Independent,2
260,Angus MORRISON Independent,Annie MACDONALD Independent,Norman SMITH Scottish National Party (SNP),Robert MACKENZIE Independent,2
261,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
262,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
263,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
264,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
265,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
266,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
267,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
268,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
269,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
270,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
271,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
272,Robert MACKENZIE Independent,Annie MACDONALD Independent,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),2
273,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),Robert MACKENZIE Independent,skipped,2
274,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),Robert MACKENZIE Independent,skipped,2
275,Angus MORRISON Independent,Norman SMITH Scottish National Party (SNP),Robert MACKENZIE Independent,skipped,2
276,Robert MACKENZIE Independent,skipped,skipped,skipped,2
277,Robert MACKENZIE Independent,skipped,skipped,skipped,2
278,Robert MACKENZIE Independent,skipped,skipped,skipped,2
279,Robert MACKENZIE Independent,skipped,skipped,skipped,2
280,Robert MACKENZIE Independent,skipped,skipped,skipped,2
281,Robert MACKENZIE Independent,skipped,skipped,skipped,2
282,Robert MACKENZIE Independent,skipped,skipped,skipped,2
283,Robert MACKENZIE Independent,skipped,skipped,skipped,2
284,Robert MACKENZIE Independent,skipped,skipped,skipped,2
285,Robert MACKENZIE Independent,skipped,skipped,skipped,2
286,Robert MACKENZIE Independent,skipped,skipped,skipped,2
287,Robert MACKENZIE Independent,skipped,skipped,skipped,2
288,Robert MACKENZIE Independent,skipped,skipped,skipped,2
289,Robert MACKENZIE Independent,skipped,skipped,skipped,2
290,Robert MACKENZIE Independent,skipped,skipped,skipped,2
291,Robert MACKENZIE Independent,skipped,skipped,skipped,2
292,Robert MACKENZIE Independent,skipped,skipped,skipped,2
293,Robert MACKENZIE Independent,skipped,skipped,skipped,2
294,Robert MACKENZIE Independent,skipped,skipped,skipped,2
295,Robert MACKENZIE Independent,skipped,skipped,skipped,2
296,Robert MACKENZIE Independent,skipped,skipped,skipped,2
297,Robert MACKENZIE Independent,skipped,skipped,skipped,2
298,Robert MACKENZIE Independent,skipped,skipped,skipped,2
299,Robert MACKENZIE Independent,skipped,skipped,skipped,2
300,Robert MACKENZIE Independent,skipped,skipped,skipped,2
301,Robert MACKENZIE Independent,skipped,skipped,skipped,2
302,Robert MACKENZIE Independent,skipped,skipped,skipped,2
303,Robert MACKENZIE Independent,skipped,skipped,skipped,2
304,Robert MACKENZIE Independent,skipped,skipped,skipped,2
305,Robert MACKENZIE Independent,skipped,skipped,skipped,2
306,Robert MACKENZIE Independent,skipped,skipped,skipped,2
307,Robert MACKENZIE Independent,skipped,skipped,skipped,2
308,Robert MACKENZIE Independent,skipped,skipped,skipped,2
309,Robert MACKENZIE Independent,skipped,skipped,skipped,2
310,Robert MACKENZIE Independent,skipped,skipped,skipped,2
311,Robert MACKENZIE Independent,skipped,skipped,skipped,2
312,Robert MACKENZIE Independent,skipped,skipped,skipped,2
313,Robert MACKENZIE Independent,skipped,skipped,skipped,2
314,Robert MACKENZIE Independent,skipped,skipped,skipped,2
315,Robert MACKENZIE Independent,skipped,skipped,skipped,2
316,Robert MACKENZIE Independent,skipped,skipped,skipped,2
317,Robert MACKENZIE Independent,skipped,skipped,skipped,2
318,Robert MACKENZIE Independent,skipped,skipped,skipped,2
319,Robert MACKENZIE Independent,skipped,skipped,skipped,2
