voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
33,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
37,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
40,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
41,David BALFOUR (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
42,David BALFOUR (SNP),Allyson BLACK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
43,David BALFOUR (SNP),Allyson BLACK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
44,David BALFOUR (SNP),Allyson BLACK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
45,David BALFOUR (SNP),Allyson BLACK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
46,David BALFOUR (SNP),Allyson BLACK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
47,David BALFOUR (SNP),Allyson BLACK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
48,David BALFOUR (SNP),Allyson BLACK (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
49,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,4
50,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,4
51,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,4
52,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,4
53,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,4
54,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,4
55,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,4
56,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,4
57,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Amanda NICOL (Con),Joan PATERSON (Lab),skipped,skipped,skipped,4
58,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Amanda NICOL (Con),Joan PATERSON (Lab),skipped,skipped,skipped,4
59,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Amanda NICOL (Con),Joan PATERSON (Lab),David SHARP (Ind),skipped,skipped,4
60,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Amanda NICOL (Con),Joan PATERSON (Lab),David SHARP (Ind),Robert SPEARS (Ind),Jim WAUGH (Ind),4
61,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Amanda NICOL (Con),Joan PATERSON (Lab),David SHARP (Ind),Robert SPEARS (Ind),Jim WAUGH (Ind),4
62,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Amanda NICOL (Con),Joan PATERSON (Lab),David SHARP (Ind),Robert SPEARS (Ind),Jim WAUGH (Ind),4
63,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,4
64,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,4
65,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,4
66,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,4
67,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,4
68,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,4
69,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),Amanda NICOL (Con),David SHARP (Ind),Robert SPEARS (Ind),Jim WAUGH (Ind),4
70,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),Amanda NICOL (Con),David SHARP (Ind),Jim WAUGH (Ind),Robert SPEARS (Ind),4
71,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),David SHARP (Ind),Robert SPEARS (Ind),Jim WAUGH (Ind),skipped,4
72,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),Robert SPEARS (Ind),David SHARP (Ind),Amanda NICOL (Con),Jim WAUGH (Ind),4
73,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),Robert SPEARS (Ind),David SHARP (Ind),Jim WAUGH (Ind),Amanda NICOL (Con),4
74,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Joan PATERSON (Lab),Jim WAUGH (Ind),David SHARP (Ind),Robert SPEARS (Ind),Amanda NICOL (Con),4
75,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Robert SPEARS (Ind),skipped,skipped,skipped,skipped,4
76,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Robert SPEARS (Ind),skipped,skipped,skipped,skipped,4
77,David BALFOUR (SNP),Allyson BLACK (Lab),Andrew COWIE (SNP),Robert SPEARS (Ind),Joan PATERSON (Lab),David SHARP (Ind),Jim WAUGH (Ind),Amanda NICOL (Con),4
78,David BALFOUR (SNP),Allyson BLACK (Lab),Amanda NICOL (Con),skipped,skipped,skipped,skipped,skipped,4
79,David BALFOUR (SNP),Allyson BLACK (Lab),Amanda NICOL (Con),skipped,skipped,skipped,skipped,skipped,4
80,David BALFOUR (SNP),Allyson BLACK (Lab),Amanda NICOL (Con),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,4
81,David BALFOUR (SNP),Allyson BLACK (Lab),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,skipped,4
82,David BALFOUR (SNP),Allyson BLACK (Lab),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,skipped,4
83,David BALFOUR (SNP),Allyson BLACK (Lab),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,skipped,4
84,David BALFOUR (SNP),Allyson BLACK (Lab),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,skipped,4
85,David BALFOUR (SNP),Allyson BLACK (Lab),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,skipped,4
86,David BALFOUR (SNP),Allyson BLACK (Lab),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,skipped,4
87,David BALFOUR (SNP),Allyson BLACK (Lab),Joan PATERSON (Lab),skipped,skipped,skipped,skipped,skipped,4
88,David BALFOUR (SNP),Allyson BLACK (Lab),Joan PATERSON (Lab),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,4
89,David BALFOUR (SNP),Allyson BLACK (Lab),Joan PATERSON (Lab),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,4
90,David BALFOUR (SNP),Allyson BLACK (Lab),Joan PATERSON (Lab),Andrew COWIE (SNP),David SHARP (Ind),Robert SPEARS (Ind),Jim WAUGH (Ind),Amanda NICOL (Con),4
91,David BALFOUR (SNP),Allyson BLACK (Lab),David SHARP (Ind),Andrew COWIE (SNP),Robert SPEARS (Ind),Jim WAUGH (Ind),Amanda NICOL (Con),Joan PATERSON (Lab),4
92,David BALFOUR (SNP),Allyson BLACK (Lab),Robert SPEARS (Ind),skipped,skipped,skipped,skipped,skipped,4
93,David BALFOUR (SNP),Allyson BLACK (Lab),Robert SPEARS (Ind),Andrew COWIE (SNP),Joan PATERSON (Lab),David SHARP (Ind),Jim WAUGH (Ind),Amanda NICOL (Con),4
94,David BALFOUR (SNP),Allyson BLACK (Lab),Robert SPEARS (Ind),Jim WAUGH (Ind),David SHARP (Ind),skipped,skipped,skipped,4
95,David BALFOUR (SNP),Allyson BLACK (Lab),Jim WAUGH (Ind),skipped,skipped,skipped,skipped,skipped,4
96,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
97,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
98,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
99,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
100,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
101,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
102,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
103,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
104,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
105,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
106,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
107,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
108,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
109,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
110,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
111,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
112,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
113,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
114,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
115,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
116,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
117,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
118,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
119,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
120,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
121,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
122,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
123,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
124,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
125,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
126,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
127,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
128,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
129,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
130,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
131,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
132,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
133,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
134,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
135,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
136,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
137,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
138,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
139,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
140,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
141,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
142,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
143,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
144,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
145,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
146,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
147,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
148,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
149,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
150,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
151,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
152,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
153,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
154,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
155,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
156,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
157,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
158,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
159,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
160,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
161,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
162,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
163,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
164,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
165,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
166,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
167,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
168,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
169,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
170,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
171,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
172,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
173,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
174,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
175,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
176,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
177,David BALFOUR (SNP),Andrew COWIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
