voter_id,rank1,rank2,rank3,rank4,num_positions
0,Bill BINKS (Con),skipped,skipped,skipped,3
1,Bill BINKS (Con),skipped,skipped,skipped,3
2,Bill BINKS (Con),skipped,skipped,skipped,3
3,Bill BINKS (Con),skipped,skipped,skipped,3
4,Bill BINKS (Con),skipped,skipped,skipped,3
5,Bill BINKS (Con),skipped,skipped,skipped,3
6,Bill BINKS (Con),skipped,skipped,skipped,3
7,Bill BINKS (Con),skipped,skipped,skipped,3
8,Bill BINKS (Con),skipped,skipped,skipped,3
9,Bill BINKS (Con),skipped,skipped,skipped,3
10,Bill BINKS (Con),skipped,skipped,skipped,3
11,Bill BINKS (Con),skipped,skipped,skipped,3
12,Bill BINKS (Con),skipped,skipped,skipped,3
13,Bill BINKS (Con),skipped,skipped,skipped,3
14,Bill BINKS (Con),skipped,skipped,skipped,3
15,Bill BINKS (Con),skipped,skipped,skipped,3
16,Bill BINKS (Con),skipped,skipped,skipped,3
17,Bill BINKS (Con),skipped,skipped,skipped,3
18,Bill BINKS (Con),skipped,skipped,skipped,3
19,Bill BINKS (Con),skipped,skipped,skipped,3
20,Bill BINKS (Con),skipped,skipped,skipped,3
21,Bill BINKS (Con),skipped,skipped,skipped,3
22,Bill BINKS (Con),skipped,skipped,skipped,3
23,Bill BINKS (Con),skipped,skipped,skipped,3
24,Bill BINKS (Con),skipped,skipped,skipped,3
25,Bill BINKS (Con),skipped,skipped,skipped,3
26,Bill BINKS (Con),skipped,skipped,skipped,3
27,Bill BINKS (Con),skipped,skipped,skipped,3
28,Bill BINKS (Con),skipped,skipped,skipped,3
29,Bill BINKS (Con),skipped,skipped,skipped,3
30,Bill BINKS (Con),skipped,skipped,skipped,3
31,Bill BINKS (Con),skipped,skipped,skipped,3
32,Bill BINKS (Con),skipped,skipped,skipped,3
33,Bill BINKS (Con),skipped,skipped,skipped,3
34,Bill BINKS (Con),skipped,skipped,skipped,3
35,Bill BINKS (Con),skipped,skipped,skipped,3
36,Bill BINKS (Con),skipped,skipped,skipped,3
37,Bill BINKS (Con),skipped,skipped,skipped,3
38,Bill BINKS (Con),skipped,skipped,skipped,3
39,Bill BINKS (Con),skipped,skipped,skipped,3
40,Bill BINKS (Con),skipped,skipped,skipped,3
41,Bill BINKS (Con),skipped,skipped,skipped,3
42,Bill BINKS (Con),skipped,skipped,skipped,3
43,Bill BINKS (Con),skipped,skipped,skipped,3
44,Bill BINKS (Con),skipped,skipped,skipped,3
45,Bill BINKS (Con),skipped,skipped,skipped,3
46,Bill BINKS (Con),skipped,skipped,skipped,3
47,Bill BINKS (Con),skipped,skipped,skipped,3
48,Bill BINKS (Con),skipped,skipped,skipped,3
49,Bill BINKS (Con),skipped,skipped,skipped,3
50,Bill BINKS (Con),skipped,skipped,skipped,3
51,Bill BINKS (Con),skipped,skipped,skipped,3
52,Bill BINKS (Con),skipped,skipped,skipped,3
53,Bill BINKS (Con),skipped,skipped,skipped,3
54,Bill BINKS (Con),skipped,skipped,skipped,3
55,Bill BINKS (Con),skipped,skipped,skipped,3
56,Bill BINKS (Con),skipped,skipped,skipped,3
57,Bill BINKS (Con),skipped,skipped,skipped,3
58,Bill BINKS (Con),skipped,skipped,skipped,3
59,Bill BINKS (Con),skipped,skipped,skipped,3
60,Bill BINKS (Con),skipped,skipped,skipped,3
61,Bill BINKS (Con),skipped,skipped,skipped,3
62,Bill BINKS (Con),skipped,skipped,skipped,3
63,Bill BINKS (Con),skipped,skipped,skipped,3
64,Bill BINKS (Con),skipped,skipped,skipped,3
65,Bill BINKS (Con),skipped,skipped,skipped,3
66,Bill BINKS (Con),skipped,skipped,skipped,3
67,Bill BINKS (Con),skipped,skipped,skipped,3
68,Bill BINKS (Con),skipped,skipped,skipped,3
69,Bill BINKS (Con),skipped,skipped,skipped,3
70,Bill BINKS (Con),skipped,skipped,skipped,3
71,Bill BINKS (Con),skipped,skipped,skipped,3
72,Bill BINKS (Con),skipped,skipped,skipped,3
73,Bill BINKS (Con),skipped,skipped,skipped,3
74,Bill BINKS (Con),skipped,skipped,skipped,3
75,Bill BINKS (Con),skipped,skipped,skipped,3
76,Bill BINKS (Con),skipped,skipped,skipped,3
77,Bill BINKS (Con),skipped,skipped,skipped,3
78,Bill BINKS (Con),skipped,skipped,skipped,3
79,Bill BINKS (Con),skipped,skipped,skipped,3
80,Bill BINKS (Con),skipped,skipped,skipped,3
81,Bill BINKS (Con),skipped,skipped,skipped,3
82,Bill BINKS (Con),skipped,skipped,skipped,3
83,Bill BINKS (Con),skipped,skipped,skipped,3
84,Bill BINKS (Con),skipped,skipped,skipped,3
85,Bill BINKS (Con),skipped,skipped,skipped,3
86,Bill BINKS (Con),skipped,skipped,skipped,3
87,Bill BINKS (Con),skipped,skipped,skipped,3
88,Bill BINKS (Con),skipped,skipped,skipped,3
89,Bill BINKS (Con),skipped,skipped,skipped,3
90,Bill BINKS (Con),skipped,skipped,skipped,3
91,Bill BINKS (Con),skipped,skipped,skipped,3
92,Bill BINKS (Con),skipped,skipped,skipped,3
93,Bill BINKS (Con),skipped,skipped,skipped,3
94,Bill BINKS (Con),skipped,skipped,skipped,3
95,Bill BINKS (Con),skipped,skipped,skipped,3
96,Bill BINKS (Con),skipped,skipped,skipped,3
97,Bill BINKS (Con),skipped,skipped,skipped,3
98,Bill BINKS (Con),skipped,skipped,skipped,3
99,Bill BINKS (Con),skipped,skipped,skipped,3
100,Bill BINKS (Con),skipped,skipped,skipped,3
101,Bill BINKS (Con),skipped,skipped,skipped,3
102,Bill BINKS (Con),skipped,skipped,skipped,3
103,Bill BINKS (Con),skipped,skipped,skipped,3
104,Bill BINKS (Con),skipped,skipped,skipped,3
105,Bill BINKS (Con),skipped,skipped,skipped,3
106,Bill BINKS (Con),skipped,skipped,skipped,3
107,Bill BINKS (Con),skipped,skipped,skipped,3
108,Bill BINKS (Con),skipped,skipped,skipped,3
109,Bill BINKS (Con),skipped,skipped,skipped,3
110,Bill BINKS (Con),skipped,skipped,skipped,3
111,Bill BINKS (Con),skipped,skipped,skipped,3
112,Bill BINKS (Con),skipped,skipped,skipped,3
113,Bill BINKS (Con),skipped,skipped,skipped,3
114,Bill BINKS (Con),skipped,skipped,skipped,3
115,Bill BINKS (Con),skipped,skipped,skipped,3
116,Bill BINKS (Con),skipped,skipped,skipped,3
117,Bill BINKS (Con),skipped,skipped,skipped,3
118,Bill BINKS (Con),skipped,skipped,skipped,3
119,Bill BINKS (Con),skipped,skipped,skipped,3
120,Bill BINKS (Con),skipped,skipped,skipped,3
121,Bill BINKS (Con),skipped,skipped,skipped,3
122,Bill BINKS (Con),skipped,skipped,skipped,3
123,Bill BINKS (Con),skipped,skipped,skipped,3
124,Bill BINKS (Con),skipped,skipped,skipped,3
125,Bill BINKS (Con),skipped,skipped,skipped,3
126,Bill BINKS (Con),skipped,skipped,skipped,3
127,Bill BINKS (Con),skipped,skipped,skipped,3
128,Bill BINKS (Con),skipped,skipped,skipped,3
129,Bill BINKS (Con),skipped,skipped,skipped,3
130,Bill BINKS (Con),skipped,skipped,skipped,3
131,Bill BINKS (Con),skipped,skipped,skipped,3
132,Bill BINKS (Con),skipped,skipped,skipped,3
133,Bill BINKS (Con),skipped,skipped,skipped,3
134,Bill BINKS (Con),skipped,skipped,skipped,3
135,Bill BINKS (Con),skipped,skipped,skipped,3
136,Bill BINKS (Con),skipped,skipped,skipped,3
137,Bill BINKS (Con),skipped,skipped,skipped,3
138,Bill BINKS (Con),skipped,skipped,skipped,3
139,Bill BINKS (Con),skipped,skipped,skipped,3
140,Bill BINKS (Con),skipped,skipped,skipped,3
141,Bill BINKS (Con),skipped,skipped,skipped,3
142,Bill BINKS (Con),skipped,skipped,skipped,3
143,Bill BINKS (Con),skipped,skipped,skipped,3
