voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Karen CONAGHAN Scottish National Party (SNP),David MCBRIDE Scottish Labour Party,Chris POLLOCK Scottish National Party (SNP),"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,4
1,David MCBRIDE Scottish Labour Party,Gurpreet Singh JOHAL Scottish Labour Party,Brian WALKER Scottish Conservative and Unionist,"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jonathan RAINEY Scottish Libertarian Party,Kelly WILSON Sovereignty,Lynda MCEWAN Scottish Trade Unionist and Socialist Coalition,Karen CONAGHAN Scottish National Party (SNP),Chris POLLOCK Scottish National Party (SNP),4
2,Karen CONAGHAN Scottish National Party (SNP),David MCBRIDE Scottish Labour Party,"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Gurpreet Singh JOHAL Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
3,Gurpreet Singh JOHAL Scottish Labour Party,David MCBRIDE Scottish Labour Party,"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Chris POLLOCK Scottish National Party (SNP),Karen CONAGHAN Scottish National Party (SNP),Lynda MCEWAN Scottish Trade Unionist and Socialist Coalition,Jonathan RAINEY Scottish Libertarian Party,Brian WALKER Scottish Conservative and Unionist,Kelly WILSON Sovereignty,4
4,David MCBRIDE Scottish Labour Party,Gurpreet Singh JOHAL Scottish Labour Party,"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Lynda MCEWAN Scottish Trade Unionist and Socialist Coalition,Karen CONAGHAN Scottish National Party (SNP),Chris POLLOCK Scottish National Party (SNP),skipped,skipped,skipped,4
5,Karen CONAGHAN Scottish National Party (SNP),Chris POLLOCK Scottish National Party (SNP),David MCBRIDE Scottish Labour Party,Gurpreet Singh JOHAL Scottish Labour Party,"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Lynda MCEWAN Scottish Trade Unionist and Socialist Coalition,Jonathan RAINEY Scottish Libertarian Party,Brian WALKER Scottish Conservative and Unionist,Kelly WILSON Sovereignty,4
6,David MCBRIDE Scottish Labour Party,Karen CONAGHAN Scottish National Party (SNP),"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,4
7,David MCBRIDE Scottish Labour Party,Karen CONAGHAN Scottish National Party (SNP),"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,4
8,David MCBRIDE Scottish Labour Party,Karen CONAGHAN Scottish National Party (SNP),"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,4
9,David MCBRIDE Scottish Labour Party,Gurpreet Singh JOHAL Scottish Labour Party,Kelly WILSON Sovereignty,"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Lynda MCEWAN Scottish Trade Unionist and Socialist Coalition,Jonathan RAINEY Scottish Libertarian Party,Brian WALKER Scottish Conservative and Unionist,Chris POLLOCK Scottish National Party (SNP),Karen CONAGHAN Scottish National Party (SNP),4
10,Brian WALKER Scottish Conservative and Unionist,David MCBRIDE Scottish Labour Party,Karen CONAGHAN Scottish National Party (SNP),Gurpreet Singh JOHAL Scottish Labour Party,Chris POLLOCK Scottish National Party (SNP),Lynda MCEWAN Scottish Trade Unionist and Socialist Coalition,Jonathan RAINEY Scottish Libertarian Party,"Andrew Joseph MUIR Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Kelly WILSON Sovereignty,4
