voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,num_positions
0,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
33,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
37,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
40,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
41,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
42,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
43,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
44,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
45,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
46,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
47,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
48,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
49,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
50,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
51,Richard BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
52,Richard BELL (SNP),Allan YOUNG (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
53,Richard BELL (SNP),Allan YOUNG (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
54,Richard BELL (SNP),Allan YOUNG (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
55,Richard BELL (SNP),Allan YOUNG (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
56,Richard BELL (SNP),Allan YOUNG (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
57,Richard BELL (SNP),Allan YOUNG (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
58,Richard BELL (SNP),Allan YOUNG (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
59,Richard BELL (SNP),Allan YOUNG (Grn),Ben DENTON-CARDEW (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
60,Richard BELL (SNP),Allan YOUNG (Grn),Ben DENTON-CARDEW (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
61,Richard BELL (SNP),Allan YOUNG (Grn),Ben DENTON-CARDEW (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
62,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
63,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
64,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
65,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
66,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),William BONNAR (SSP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
67,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),Ben DENTON-CARDEW (LD),Pamela WILSON (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
68,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),John KANE (Lab),Pamela WILSON (SNP),Muhammad SHOAIB (Lab),Liza FARRELL (Sol),William BONNAR (SSP),Ben DENTON-CARDEW (LD),Susan MCCOURT (C),skipped,4
69,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),Pamela WILSON (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
70,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),Pamela WILSON (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
71,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),Pamela WILSON (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
72,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),Pamela WILSON (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
73,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),Pamela WILSON (SNP),William BONNAR (SSP),skipped,skipped,skipped,skipped,skipped,skipped,4
74,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),Pamela WILSON (SNP),Ben DENTON-CARDEW (LD),William BONNAR (SSP),Liza FARRELL (Sol),Muhammad SHOAIB (Lab),John KANE (Lab),Susan MCCOURT (C),skipped,4
75,Richard BELL (SNP),Allan YOUNG (Grn),Stephen DORNAN (SNP),Pamela WILSON (SNP),John KANE (Lab),Muhammad SHOAIB (Lab),skipped,skipped,skipped,skipped,skipped,4
