voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Adam SMITH Scottish National Party (SNP),Claire BARCLAY Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
1,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Adam SMITH Scottish National Party (SNP),Claire BARCLAY Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
2,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Adam SMITH Scottish National Party (SNP),Claire BARCLAY Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
3,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Barry MCCULLOCH Scottish Labour Party,Tom JOHNSTON Scottish National Party (SNP),Susan TAYLOR Scottish Labour Party,Adam SMITH Scottish National Party (SNP),skipped,skipped,4
4,Claire BARCLAY Scottish National Party (SNP),Kyle DAVIDSON Scottish Greens - Think Global Act Local,Tom JOHNSTON Scottish National Party (SNP),Paddy HOGG Independent,Adam SMITH Scottish National Party (SNP),Barry MCCULLOCH Scottish Labour Party,Susan TAYLOR Scottish Labour Party,David MACPHEE Scottish Conservative and Unionist,4
5,Claire BARCLAY Scottish National Party (SNP),Kyle DAVIDSON Scottish Greens - Think Global Act Local,Tom JOHNSTON Scottish National Party (SNP),Paddy HOGG Independent,Adam SMITH Scottish National Party (SNP),Barry MCCULLOCH Scottish Labour Party,Susan TAYLOR Scottish Labour Party,David MACPHEE Scottish Conservative and Unionist,4
6,Tom JOHNSTON Scottish National Party (SNP),Claire BARCLAY Scottish National Party (SNP),David MACPHEE Scottish Conservative and Unionist,Adam SMITH Scottish National Party (SNP),Kyle DAVIDSON Scottish Greens - Think Global Act Local,Paddy HOGG Independent,Susan TAYLOR Scottish Labour Party,Barry MCCULLOCH Scottish Labour Party,4
7,Claire BARCLAY Scottish National Party (SNP),Paddy HOGG Independent,Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),Kyle DAVIDSON Scottish Greens - Think Global Act Local,skipped,skipped,skipped,4
8,Susan TAYLOR Scottish Labour Party,Barry MCCULLOCH Scottish Labour Party,Adam SMITH Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Claire BARCLAY Scottish National Party (SNP),Kyle DAVIDSON Scottish Greens - Think Global Act Local,Paddy HOGG Independent,skipped,4
9,Barry MCCULLOCH Scottish Labour Party,Susan TAYLOR Scottish Labour Party,Tom JOHNSTON Scottish National Party (SNP),Claire BARCLAY Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),Kyle DAVIDSON Scottish Greens - Think Global Act Local,Paddy HOGG Independent,David MACPHEE Scottish Conservative and Unionist,4
10,Barry MCCULLOCH Scottish Labour Party,Susan TAYLOR Scottish Labour Party,David MACPHEE Scottish Conservative and Unionist,Adam SMITH Scottish National Party (SNP),Paddy HOGG Independent,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),4
11,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
12,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
13,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
14,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
15,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
16,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
17,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
18,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
19,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
20,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
21,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
22,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
23,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
24,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
25,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
26,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Claire BARCLAY Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
27,Adam SMITH Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Claire BARCLAY Scottish National Party (SNP),Paddy HOGG Independent,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Barry MCCULLOCH Scottish Labour Party,Susan TAYLOR Scottish Labour Party,David MACPHEE Scottish Conservative and Unionist,4
28,Adam SMITH Scottish National Party (SNP),Tom JOHNSTON Scottish National Party (SNP),Claire BARCLAY Scottish National Party (SNP),Paddy HOGG Independent,Kyle DAVIDSON Scottish Greens - Think Global Act Local,Barry MCCULLOCH Scottish Labour Party,Susan TAYLOR Scottish Labour Party,David MACPHEE Scottish Conservative and Unionist,4
29,Tom JOHNSTON Scottish National Party (SNP),Adam SMITH Scottish National Party (SNP),Claire BARCLAY Scottish National Party (SNP),Barry MCCULLOCH Scottish Labour Party,Susan TAYLOR Scottish Labour Party,Kyle DAVIDSON Scottish Greens - Think Global Act Local,skipped,skipped,4
30,Paddy HOGG Independent,Claire BARCLAY Scottish National Party (SNP),David MACPHEE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,4
31,Paddy HOGG Independent,Claire BARCLAY Scottish National Party (SNP),David MACPHEE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,4
