voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Danny GIBSON Labour and Co-operative Party,Jim THOMSON Scottish National Party (SNP),Oliver FRANKLIN Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
1,Danny GIBSON Labour and Co-operative Party,Jim THOMSON Scottish National Party (SNP),Oliver FRANKLIN Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
2,Danny GIBSON Labour and Co-operative Party,Jim THOMSON Scottish National Party (SNP),Oliver FRANKLIN Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
3,Danny GIBSON Labour and Co-operative Party,Jim THOMSON Scottish National Party (SNP),Oliver FRANKLIN Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
4,Danny GIBSON Labour and Co-operative Party,Jim THOMSON Scottish National Party (SNP),Oliver FRANKLIN Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
5,Rachel NUNN Scottish Conservative and Unionist,Oliver FRANKLIN Scottish Liberal Democrats,Danny GIBSON Labour and Co-operative Party,Susan MCGILL Scottish National Party (SNP),Jim THOMSON Scottish National Party (SNP),Amy SMITH Scottish Greens - Think Global Act Local,"Shena MCLELLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
6,Rachel NUNN Scottish Conservative and Unionist,Oliver FRANKLIN Scottish Liberal Democrats,Danny GIBSON Labour and Co-operative Party,Susan MCGILL Scottish National Party (SNP),Jim THOMSON Scottish National Party (SNP),Amy SMITH Scottish Greens - Think Global Act Local,"Shena MCLELLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
7,Danny GIBSON Labour and Co-operative Party,Rachel NUNN Scottish Conservative and Unionist,Susan MCGILL Scottish National Party (SNP),"Shena MCLELLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jim THOMSON Scottish National Party (SNP),Amy SMITH Scottish Greens - Think Global Act Local,Oliver FRANKLIN Scottish Liberal Democrats,4
8,Amy SMITH Scottish Greens - Think Global Act Local,Danny GIBSON Labour and Co-operative Party,Oliver FRANKLIN Scottish Liberal Democrats,Rachel NUNN Scottish Conservative and Unionist,Susan MCGILL Scottish National Party (SNP),Jim THOMSON Scottish National Party (SNP),skipped,4
9,Susan MCGILL Scottish National Party (SNP),Oliver FRANKLIN Scottish Liberal Democrats,Rachel NUNN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
10,Danny GIBSON Labour and Co-operative Party,Amy SMITH Scottish Greens - Think Global Act Local,Susan MCGILL Scottish National Party (SNP),Rachel NUNN Scottish Conservative and Unionist,Jim THOMSON Scottish National Party (SNP),Oliver FRANKLIN Scottish Liberal Democrats,"Shena MCLELLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
11,Danny GIBSON Labour and Co-operative Party,Jim THOMSON Scottish National Party (SNP),Rachel NUNN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
12,Danny GIBSON Labour and Co-operative Party,Jim THOMSON Scottish National Party (SNP),Rachel NUNN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
13,Susan MCGILL Scottish National Party (SNP),Jim THOMSON Scottish National Party (SNP),"Shena MCLELLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Danny GIBSON Labour and Co-operative Party,Amy SMITH Scottish Greens - Think Global Act Local,Oliver FRANKLIN Scottish Liberal Democrats,Rachel NUNN Scottish Conservative and Unionist,4
14,Rachel NUNN Scottish Conservative and Unionist,Danny GIBSON Labour and Co-operative Party,Oliver FRANKLIN Scottish Liberal Democrats,"Shena MCLELLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Amy SMITH Scottish Greens - Think Global Act Local,skipped,skipped,4
15,Amy SMITH Scottish Greens - Think Global Act Local,Danny GIBSON Labour and Co-operative Party,Rachel NUNN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
16,Amy SMITH Scottish Greens - Think Global Act Local,Danny GIBSON Labour and Co-operative Party,Rachel NUNN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
17,Amy SMITH Scottish Greens - Think Global Act Local,Danny GIBSON Labour and Co-operative Party,Rachel NUNN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
18,Amy SMITH Scottish Greens - Think Global Act Local,Danny GIBSON Labour and Co-operative Party,Rachel NUNN Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
19,Amy SMITH Scottish Greens - Think Global Act Local,Danny GIBSON Labour and Co-operative Party,Susan MCGILL Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
20,Amy SMITH Scottish Greens - Think Global Act Local,Danny GIBSON Labour and Co-operative Party,Susan MCGILL Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
21,Amy SMITH Scottish Greens - Think Global Act Local,Danny GIBSON Labour and Co-operative Party,Susan MCGILL Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
22,Amy SMITH Scottish Greens - Think Global Act Local,Danny GIBSON Labour and Co-operative Party,Susan MCGILL Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
23,Amy SMITH Scottish Greens - Think Global Act Local,Danny GIBSON Labour and Co-operative Party,Susan MCGILL Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
