voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Jane COX Scottish Conservative and Unionist,Watson MCATEER Independent,Cameron KNOX Independent,Kevin FERGUSON Scottish Green Party,Robert LEACH Scottish Labour Party,Annette SMART Scottish National Party (SNP),Rosemary WEBSTER Scottish Liberal Democrats,3
1,Watson MCATEER Independent,Cameron KNOX Independent,Kevin FERGUSON Scottish Green Party,Rosemary WEBSTER Scottish Liberal Democrats,Robert LEACH Scottish Labour Party,Annette SMART Scottish National Party (SNP),Jane COX Scottish Conservative and Unionist,3
2,Watson MCATEER Independent,Robert LEACH Scottish Labour Party,Rosemary WEBSTER Scottish Liberal Democrats,Jane COX Scottish Conservative and Unionist,Cameron KNOX Independent,Kevin FERGUSON Scottish Green Party,Annette SMART Scottish National Party (SNP),3
3,Robert LEACH Scottish Labour Party,Rosemary WEBSTER Scottish Liberal Democrats,Kevin FERGUSON Scottish Green Party,Cameron KNOX Independent,Watson MCATEER Independent,Jane COX Scottish Conservative and Unionist,Annette SMART Scottish National Party (SNP),3
4,Cameron KNOX Independent,Jane COX Scottish Conservative and Unionist,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
5,Cameron KNOX Independent,Jane COX Scottish Conservative and Unionist,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
6,Cameron KNOX Independent,Jane COX Scottish Conservative and Unionist,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
7,Cameron KNOX Independent,Jane COX Scottish Conservative and Unionist,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
8,Cameron KNOX Independent,Jane COX Scottish Conservative and Unionist,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
9,Cameron KNOX Independent,Jane COX Scottish Conservative and Unionist,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
10,Cameron KNOX Independent,Jane COX Scottish Conservative and Unionist,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
11,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Robert LEACH Scottish Labour Party,Cameron KNOX Independent,Rosemary WEBSTER Scottish Liberal Democrats,Watson MCATEER Independent,Jane COX Scottish Conservative and Unionist,3
12,Kevin FERGUSON Scottish Green Party,Rosemary WEBSTER Scottish Liberal Democrats,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
13,Kevin FERGUSON Scottish Green Party,Robert LEACH Scottish Labour Party,Rosemary WEBSTER Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
14,Kevin FERGUSON Scottish Green Party,Robert LEACH Scottish Labour Party,Rosemary WEBSTER Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
15,Kevin FERGUSON Scottish Green Party,Robert LEACH Scottish Labour Party,Rosemary WEBSTER Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
16,Kevin FERGUSON Scottish Green Party,Robert LEACH Scottish Labour Party,Rosemary WEBSTER Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
17,Watson MCATEER Independent,Jane COX Scottish Conservative and Unionist,Robert LEACH Scottish Labour Party,Rosemary WEBSTER Scottish Liberal Democrats,skipped,skipped,skipped,3
18,Watson MCATEER Independent,Jane COX Scottish Conservative and Unionist,Cameron KNOX Independent,Kevin FERGUSON Scottish Green Party,Rosemary WEBSTER Scottish Liberal Democrats,Robert LEACH Scottish Labour Party,Annette SMART Scottish National Party (SNP),3
19,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
20,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
21,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
22,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
23,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
24,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
25,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
26,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
27,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
28,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
29,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
30,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
31,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
32,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
33,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
34,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
35,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
36,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
37,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
38,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
39,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
40,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
41,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
42,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Watson MCATEER Independent,skipped,skipped,skipped,skipped,3
43,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Cameron KNOX Independent,skipped,skipped,skipped,skipped,3
44,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Cameron KNOX Independent,skipped,skipped,skipped,skipped,3
45,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Cameron KNOX Independent,skipped,skipped,skipped,skipped,3
46,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Cameron KNOX Independent,skipped,skipped,skipped,skipped,3
47,Annette SMART Scottish National Party (SNP),Kevin FERGUSON Scottish Green Party,Cameron KNOX Independent,skipped,skipped,skipped,skipped,3
