voter_id,rank1,rank2,rank3,rank4,num_positions
0,Archie GIGGIE (Con),skipped,skipped,skipped,3
1,Archie GIGGIE (Con),skipped,skipped,skipped,3
2,Archie GIGGIE (Con),skipped,skipped,skipped,3
3,Archie GIGGIE (Con),skipped,skipped,skipped,3
4,Archie GIGGIE (Con),skipped,skipped,skipped,3
5,Archie GIGGIE (Con),skipped,skipped,skipped,3
6,Archie GIGGIE (Con),skipped,skipped,skipped,3
7,Archie GIGGIE (Con),skipped,skipped,skipped,3
8,Archie GIGGIE (Con),skipped,skipped,skipped,3
9,Archie GIGGIE (Con),skipped,skipped,skipped,3
10,Archie GIGGIE (Con),skipped,skipped,skipped,3
11,Archie GIGGIE (Con),skipped,skipped,skipped,3
12,Archie GIGGIE (Con),skipped,skipped,skipped,3
13,Archie GIGGIE (Con),skipped,skipped,skipped,3
14,Archie GIGGIE (Con),skipped,skipped,skipped,3
15,Archie GIGGIE (Con),skipped,skipped,skipped,3
16,Archie GIGGIE (Con),skipped,skipped,skipped,3
17,Archie GIGGIE (Con),skipped,skipped,skipped,3
18,Archie GIGGIE (Con),skipped,skipped,skipped,3
19,Archie GIGGIE (Con),skipped,skipped,skipped,3
20,Archie GIGGIE (Con),skipped,skipped,skipped,3
21,Archie GIGGIE (Con),skipped,skipped,skipped,3
22,Archie GIGGIE (Con),skipped,skipped,skipped,3
23,Archie GIGGIE (Con),skipped,skipped,skipped,3
24,Archie GIGGIE (Con),skipped,skipped,skipped,3
25,Archie GIGGIE (Con),skipped,skipped,skipped,3
26,Archie GIGGIE (Con),skipped,skipped,skipped,3
27,Archie GIGGIE (Con),skipped,skipped,skipped,3
28,Archie GIGGIE (Con),skipped,skipped,skipped,3
29,Archie GIGGIE (Con),skipped,skipped,skipped,3
30,Archie GIGGIE (Con),skipped,skipped,skipped,3
31,Archie GIGGIE (Con),skipped,skipped,skipped,3
32,Archie GIGGIE (Con),skipped,skipped,skipped,3
33,Archie GIGGIE (Con),skipped,skipped,skipped,3
34,Archie GIGGIE (Con),Tom MAGINNIS (Lab),skipped,skipped,3
35,Archie GIGGIE (Con),Tom MAGINNIS (Lab),skipped,skipped,3
36,Archie GIGGIE (Con),Tom MAGINNIS (Lab),skipped,skipped,3
37,Archie GIGGIE (Con),Tom MAGINNIS (Lab),skipped,skipped,3
38,Archie GIGGIE (Con),Tom MAGINNIS (Lab),skipped,skipped,3
39,Archie GIGGIE (Con),Tom MAGINNIS (Lab),Jim SMITH (Lab),skipped,3
40,Archie GIGGIE (Con),Tom MAGINNIS (Lab),Jim SMITH (Lab),skipped,3
41,Archie GIGGIE (Con),Tom MAGINNIS (Lab),Jim SMITH (Lab),skipped,3
42,Archie GIGGIE (Con),Tom MAGINNIS (Lab),Jim SMITH (Lab),skipped,3
43,Archie GIGGIE (Con),Tom MAGINNIS (Lab),Jim SMITH (Lab),skipped,3
44,Archie GIGGIE (Con),Tom MAGINNIS (Lab),Jim SMITH (Lab),skipped,3
45,Archie GIGGIE (Con),Tom MAGINNIS (Lab),Jim SMITH (Lab),skipped,3
46,Archie GIGGIE (Con),Tom MAGINNIS (Lab),Jim SMITH (Lab),skipped,3
