voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
1,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
2,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
3,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
4,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
5,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
6,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
7,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
8,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
9,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
10,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
11,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
12,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
13,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
14,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
15,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
16,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
17,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
18,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
19,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
20,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
21,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
22,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
23,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
24,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
25,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
26,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
27,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
28,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
29,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
30,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
31,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
32,Alan BROWN (Ind),skipped,skipped,skipped,skipped,3
