voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,John ANDERSON Scottish National Party (SNP),Elaine MCDOUGALL Scottish National Party (SNP),Rita BAILLIE Alba Party for independence,Gerry CONVERY Scottish Labour Party,Lisa QUARRELL Scottish Labour Party,Alan James CRESSWELL Scottish Greens - Think Global Act Local,Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,3
1,John ANDERSON Scottish National Party (SNP),Alan James CRESSWELL Scottish Greens - Think Global Act Local,Elaine MCDOUGALL Scottish National Party (SNP),Lisa QUARRELL Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,3
2,John ANDERSON Scottish National Party (SNP),Alan James CRESSWELL Scottish Greens - Think Global Act Local,Elaine MCDOUGALL Scottish National Party (SNP),Lisa QUARRELL Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,3
3,John ANDERSON Scottish National Party (SNP),Alan James CRESSWELL Scottish Greens - Think Global Act Local,Elaine MCDOUGALL Scottish National Party (SNP),Lisa QUARRELL Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,3
4,Gerry CONVERY Scottish Labour Party,David MACKAY UKIP,Alan FRASER Scottish Conservative and Unionist,Lorna CAMMOCK Scottish Liberal Democrats,Lisa QUARRELL Scottish Labour Party,skipped,skipped,skipped,skipped,3
5,Lorna CAMMOCK Scottish Liberal Democrats,John ANDERSON Scottish National Party (SNP),Alan James CRESSWELL Scottish Greens - Think Global Act Local,skipped,skipped,skipped,skipped,skipped,skipped,3
6,Lorna CAMMOCK Scottish Liberal Democrats,John ANDERSON Scottish National Party (SNP),Alan James CRESSWELL Scottish Greens - Think Global Act Local,skipped,skipped,skipped,skipped,skipped,skipped,3
7,Gerry CONVERY Scottish Labour Party,Lorna CAMMOCK Scottish Liberal Democrats,Rita BAILLIE Alba Party for independence,Lisa QUARRELL Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,3
8,Alan James CRESSWELL Scottish Greens - Think Global Act Local,Rita BAILLIE Alba Party for independence,John ANDERSON Scottish National Party (SNP),Elaine MCDOUGALL Scottish National Party (SNP),David MACKAY UKIP,Lorna CAMMOCK Scottish Liberal Democrats,Alan FRASER Scottish Conservative and Unionist,Gerry CONVERY Scottish Labour Party,skipped,3
9,Lisa QUARRELL Scottish Labour Party,Gerry CONVERY Scottish Labour Party,Alan James CRESSWELL Scottish Greens - Think Global Act Local,Elaine MCDOUGALL Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
10,Gerry CONVERY Scottish Labour Party,Lisa QUARRELL Scottish Labour Party,John ANDERSON Scottish National Party (SNP),Elaine MCDOUGALL Scottish National Party (SNP),Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
11,Gerry CONVERY Scottish Labour Party,Lisa QUARRELL Scottish Labour Party,John ANDERSON Scottish National Party (SNP),Elaine MCDOUGALL Scottish National Party (SNP),Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
12,Gerry CONVERY Scottish Labour Party,Lisa QUARRELL Scottish Labour Party,John ANDERSON Scottish National Party (SNP),Elaine MCDOUGALL Scottish National Party (SNP),Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
13,Rita BAILLIE Alba Party for independence,David MACKAY UKIP,Alan James CRESSWELL Scottish Greens - Think Global Act Local,skipped,skipped,skipped,skipped,skipped,skipped,3
14,David MACKAY UKIP,Lisa QUARRELL Scottish Labour Party,Alan FRASER Scottish Conservative and Unionist,Elaine MCDOUGALL Scottish National Party (SNP),Alan James CRESSWELL Scottish Greens - Think Global Act Local,Gerry CONVERY Scottish Labour Party,Lorna CAMMOCK Scottish Liberal Democrats,John ANDERSON Scottish National Party (SNP),Rita BAILLIE Alba Party for independence,3
15,Lisa QUARRELL Scottish Labour Party,John ANDERSON Scottish National Party (SNP),Elaine MCDOUGALL Scottish National Party (SNP),Gerry CONVERY Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,3
16,John ANDERSON Scottish National Party (SNP),Elaine MCDOUGALL Scottish National Party (SNP),Rita BAILLIE Alba Party for independence,Alan James CRESSWELL Scottish Greens - Think Global Act Local,Lorna CAMMOCK Scottish Liberal Democrats,Gerry CONVERY Scottish Labour Party,Lisa QUARRELL Scottish Labour Party,skipped,skipped,3
17,Gerry CONVERY Scottish Labour Party,Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
18,Gerry CONVERY Scottish Labour Party,Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
19,Gerry CONVERY Scottish Labour Party,Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
20,Gerry CONVERY Scottish Labour Party,Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
21,Gerry CONVERY Scottish Labour Party,Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
22,Gerry CONVERY Scottish Labour Party,Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
23,Gerry CONVERY Scottish Labour Party,Lorna CAMMOCK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
