voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Alastair BEWS Independent,Colin PIKE Independent,Louise Claire ROSS Scottish Green Party,Mel SULLIVAN Scottish Liberal Democrats,Catherine Mary VICTOR Scottish National Party (SNP),David AITCHISON Scottish National Party (SNP),Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,"Elizabeth Wilson LESLIE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
1,Alastair BEWS Independent,Louise Claire ROSS Scottish Green Party,David AITCHISON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
2,Alastair BEWS Independent,Louise Claire ROSS Scottish Green Party,David AITCHISON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
3,Mel SULLIVAN Scottish Liberal Democrats,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,"Elizabeth Wilson LESLIE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Louise Claire ROSS Scottish Green Party,Colin PIKE Independent,Alastair BEWS Independent,Catherine Mary VICTOR Scottish National Party (SNP),David AITCHISON Scottish National Party (SNP),4
4,Alastair BEWS Independent,Colin PIKE Independent,Louise Claire ROSS Scottish Green Party,David AITCHISON Scottish National Party (SNP),"Elizabeth Wilson LESLIE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,4
5,David AITCHISON Scottish National Party (SNP),Catherine Mary VICTOR Scottish National Party (SNP),Louise Claire ROSS Scottish Green Party,Colin PIKE Independent,Alastair BEWS Independent,Mel SULLIVAN Scottish Liberal Democrats,Jeff HUTCHISON Scottish Conservative and Unionist,Shirley BURNETT Scottish Conservative and Unionist,"Elizabeth Wilson LESLIE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
6,Mel SULLIVAN Scottish Liberal Democrats,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Louise Claire ROSS Scottish Green Party,Colin PIKE Independent,Alastair BEWS Independent,Catherine Mary VICTOR Scottish National Party (SNP),David AITCHISON Scottish National Party (SNP),"Elizabeth Wilson LESLIE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
7,Louise Claire ROSS Scottish Green Party,Mel SULLIVAN Scottish Liberal Democrats,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Alastair BEWS Independent,Colin PIKE Independent,Catherine Mary VICTOR Scottish National Party (SNP),David AITCHISON Scottish National Party (SNP),"Elizabeth Wilson LESLIE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
8,Colin PIKE Independent,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,David AITCHISON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
9,Catherine Mary VICTOR Scottish National Party (SNP),David AITCHISON Scottish National Party (SNP),Mel SULLIVAN Scottish Liberal Democrats,"Elizabeth Wilson LESLIE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,4
10,Jeff HUTCHISON Scottish Conservative and Unionist,Shirley BURNETT Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Colin PIKE Independent,Alastair BEWS Independent,Catherine Mary VICTOR Scottish National Party (SNP),David AITCHISON Scottish National Party (SNP),Louise Claire ROSS Scottish Green Party,"Elizabeth Wilson LESLIE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
11,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
12,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
13,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
14,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
15,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
16,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
17,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
18,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
19,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
20,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
21,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
22,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
23,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
24,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
25,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
26,Shirley BURNETT Scottish Conservative and Unionist,Jeff HUTCHISON Scottish Conservative and Unionist,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,skipped,skipped,skipped,skipped,skipped,4
27,Catherine Mary VICTOR Scottish National Party (SNP),David AITCHISON Scottish National Party (SNP),Alastair BEWS Independent,Louise Claire ROSS Scottish Green Party,Colin PIKE Independent,Mel SULLIVAN Scottish Liberal Democrats,skipped,skipped,skipped,4
28,Catherine Mary VICTOR Scottish National Party (SNP),David AITCHISON Scottish National Party (SNP),Louise Claire ROSS Scottish Green Party,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,Colin PIKE Independent,"Elizabeth Wilson LESLIE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jeff HUTCHISON Scottish Conservative and Unionist,Shirley BURNETT Scottish Conservative and Unionist,4
29,Catherine Mary VICTOR Scottish National Party (SNP),David AITCHISON Scottish National Party (SNP),Louise Claire ROSS Scottish Green Party,Mel SULLIVAN Scottish Liberal Democrats,Alastair BEWS Independent,Colin PIKE Independent,"Elizabeth Wilson LESLIE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jeff HUTCHISON Scottish Conservative and Unionist,Shirley BURNETT Scottish Conservative and Unionist,4
