voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Andrew ADAM Scottish Greens,John WATSON Scottish National Party (SNP),Dick MOERMAN Scottish Liberal Democrats,Alastair George MAJURY Independent,David WILSON Scottish Labour Party,skipped,1
1,Andrew ADAM Scottish Greens,Alastair George MAJURY Independent,Dick MOERMAN Scottish Liberal Democrats,David WILSON Scottish Labour Party,John WATSON Scottish National Party (SNP),Stuart MCLUCKIE Scottish Conservative and Unionist,1
2,Dick MOERMAN Scottish Liberal Democrats,Andrew ADAM Scottish Greens,Stuart MCLUCKIE Scottish Conservative and Unionist,David WILSON Scottish Labour Party,Alastair George MAJURY Independent,skipped,1
3,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
4,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
5,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
6,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
7,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
8,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
9,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
10,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
11,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
12,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
13,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
14,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
15,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
16,Dick MOERMAN Scottish Liberal Democrats,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
17,John WATSON Scottish National Party (SNP),Andrew ADAM Scottish Greens,Dick MOERMAN Scottish Liberal Democrats,Alastair George MAJURY Independent,David WILSON Scottish Labour Party,Stuart MCLUCKIE Scottish Conservative and Unionist,1
18,John WATSON Scottish National Party (SNP),Andrew ADAM Scottish Greens,Dick MOERMAN Scottish Liberal Democrats,Alastair George MAJURY Independent,David WILSON Scottish Labour Party,Stuart MCLUCKIE Scottish Conservative and Unionist,1
19,Dick MOERMAN Scottish Liberal Democrats,Alastair George MAJURY Independent,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,1
20,Dick MOERMAN Scottish Liberal Democrats,Alastair George MAJURY Independent,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,1
21,David WILSON Scottish Labour Party,Alastair George MAJURY Independent,Stuart MCLUCKIE Scottish Conservative and Unionist,skipped,skipped,skipped,1
22,David WILSON Scottish Labour Party,Dick MOERMAN Scottish Liberal Democrats,Alastair George MAJURY Independent,Andrew ADAM Scottish Greens,Stuart MCLUCKIE Scottish Conservative and Unionist,John WATSON Scottish National Party (SNP),1
23,David WILSON Scottish Labour Party,Dick MOERMAN Scottish Liberal Democrats,Alastair George MAJURY Independent,Andrew ADAM Scottish Greens,Stuart MCLUCKIE Scottish Conservative and Unionist,John WATSON Scottish National Party (SNP),1
24,Alastair George MAJURY Independent,Dick MOERMAN Scottish Liberal Democrats,David WILSON Scottish Labour Party,Stuart MCLUCKIE Scottish Conservative and Unionist,Andrew ADAM Scottish Greens,skipped,1
