voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
1,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
2,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
3,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
4,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
5,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
6,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
7,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
8,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
9,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
10,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
11,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
12,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
13,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
14,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
15,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
16,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
17,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
18,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
19,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
20,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
21,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
22,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
23,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
24,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
25,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
26,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
27,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
28,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
29,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
30,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
31,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
32,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
33,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
34,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
35,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
36,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
37,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
38,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
39,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
40,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
41,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
42,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
43,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
44,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
45,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
46,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
47,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
48,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
49,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
50,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
51,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
52,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
53,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
54,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
55,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
56,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
57,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
58,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
59,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
60,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
61,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
62,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
63,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
64,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
65,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
66,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
67,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
68,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
69,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
70,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
71,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
72,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
73,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
74,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
75,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
76,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
77,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
78,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
79,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
80,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
81,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
82,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
83,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
84,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
85,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
86,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
87,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
88,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
89,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
90,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
91,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
92,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
93,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
94,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
95,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
96,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
97,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
98,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
99,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
100,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
101,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
102,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
103,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
104,Robert BROWN (LD),skipped,skipped,skipped,skipped,skipped,3
