voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Raymond BREMNER Scottish National Party (SNP),A.I. Willie MACKAY Independent,Neil MACDONALD Scottish Labour Party,Jan MCEWAN Scottish Liberal Democrats,Bill FERNIE Independent,skipped,4
1,Raymond BREMNER Scottish National Party (SNP),Andrew JARVIE Scottish Conservative and Unionist,Neil MACDONALD Scottish Labour Party,Jan MCEWAN Scottish Liberal Democrats,Bill FERNIE Independent,A.I. Willie MACKAY Independent,4
2,A.I. Willie MACKAY Independent,Bill FERNIE Independent,Jan MCEWAN Scottish Liberal Democrats,Raymond BREMNER Scottish National Party (SNP),Neil MACDONALD Scottish Labour Party,Andrew JARVIE Scottish Conservative and Unionist,4
3,Andrew JARVIE Scottish Conservative and Unionist,A.I. Willie MACKAY Independent,Neil MACDONALD Scottish Labour Party,Jan MCEWAN Scottish Liberal Democrats,Bill FERNIE Independent,skipped,4
4,Andrew JARVIE Scottish Conservative and Unionist,A.I. Willie MACKAY Independent,Neil MACDONALD Scottish Labour Party,Jan MCEWAN Scottish Liberal Democrats,Bill FERNIE Independent,skipped,4
5,Jan MCEWAN Scottish Liberal Democrats,Andrew JARVIE Scottish Conservative and Unionist,Bill FERNIE Independent,A.I. Willie MACKAY Independent,skipped,skipped,4
6,Jan MCEWAN Scottish Liberal Democrats,Andrew JARVIE Scottish Conservative and Unionist,Bill FERNIE Independent,A.I. Willie MACKAY Independent,skipped,skipped,4
7,Jan MCEWAN Scottish Liberal Democrats,Andrew JARVIE Scottish Conservative and Unionist,Bill FERNIE Independent,A.I. Willie MACKAY Independent,skipped,skipped,4
8,Jan MCEWAN Scottish Liberal Democrats,Andrew JARVIE Scottish Conservative and Unionist,Bill FERNIE Independent,A.I. Willie MACKAY Independent,skipped,skipped,4
9,Jan MCEWAN Scottish Liberal Democrats,Andrew JARVIE Scottish Conservative and Unionist,Bill FERNIE Independent,A.I. Willie MACKAY Independent,skipped,skipped,4
10,Jan MCEWAN Scottish Liberal Democrats,Andrew JARVIE Scottish Conservative and Unionist,Bill FERNIE Independent,A.I. Willie MACKAY Independent,skipped,skipped,4
11,Jan MCEWAN Scottish Liberal Democrats,Andrew JARVIE Scottish Conservative and Unionist,Bill FERNIE Independent,A.I. Willie MACKAY Independent,skipped,skipped,4
12,Jan MCEWAN Scottish Liberal Democrats,Andrew JARVIE Scottish Conservative and Unionist,Bill FERNIE Independent,A.I. Willie MACKAY Independent,skipped,skipped,4
13,Jan MCEWAN Scottish Liberal Democrats,Andrew JARVIE Scottish Conservative and Unionist,Bill FERNIE Independent,A.I. Willie MACKAY Independent,skipped,skipped,4
14,Andrew JARVIE Scottish Conservative and Unionist,Raymond BREMNER Scottish National Party (SNP),A.I. Willie MACKAY Independent,skipped,skipped,skipped,4
15,Andrew JARVIE Scottish Conservative and Unionist,Raymond BREMNER Scottish National Party (SNP),A.I. Willie MACKAY Independent,skipped,skipped,skipped,4
16,Andrew JARVIE Scottish Conservative and Unionist,Raymond BREMNER Scottish National Party (SNP),A.I. Willie MACKAY Independent,skipped,skipped,skipped,4
17,Andrew JARVIE Scottish Conservative and Unionist,Raymond BREMNER Scottish National Party (SNP),A.I. Willie MACKAY Independent,skipped,skipped,skipped,4
18,Andrew JARVIE Scottish Conservative and Unionist,Raymond BREMNER Scottish National Party (SNP),A.I. Willie MACKAY Independent,skipped,skipped,skipped,4
