voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Barbara COHEN Scottish Liberal Democrats,Laura DUNDAS Independent,Andrew BARNETT Scottish Green Party,Gordon ALLISON Scottish National Party (SNP),John SHEARER Independent,Harry CHRISTIAN Scottish Libertarian Party,Eva SHORT Scottish Conservative and Unionist,1
1,Harry CHRISTIAN Scottish Libertarian Party,Gordon ALLISON Scottish National Party (SNP),Laura DUNDAS Independent,skipped,skipped,skipped,skipped,1
2,Harry CHRISTIAN Scottish Libertarian Party,Gordon ALLISON Scottish National Party (SNP),Laura DUNDAS Independent,skipped,skipped,skipped,skipped,1
3,Barbara COHEN Scottish Liberal Democrats,Laura DUNDAS Independent,Andrew BARNETT Scottish Green Party,Harry CHRISTIAN Scottish Libertarian Party,Gordon ALLISON Scottish National Party (SNP),John SHEARER Independent,Eva SHORT Scottish Conservative and Unionist,1
4,Andrew BARNETT Scottish Green Party,Barbara COHEN Scottish Liberal Democrats,Eva SHORT Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,1
5,Barbara COHEN Scottish Liberal Democrats,Harry CHRISTIAN Scottish Libertarian Party,skipped,skipped,skipped,skipped,skipped,1
6,Gordon ALLISON Scottish National Party (SNP),Andrew BARNETT Scottish Green Party,Eva SHORT Scottish Conservative and Unionist,Barbara COHEN Scottish Liberal Democrats,Harry CHRISTIAN Scottish Libertarian Party,Laura DUNDAS Independent,John SHEARER Independent,1
7,Barbara COHEN Scottish Liberal Democrats,Andrew BARNETT Scottish Green Party,Harry CHRISTIAN Scottish Libertarian Party,skipped,skipped,skipped,skipped,1
8,Laura DUNDAS Independent,John SHEARER Independent,Eva SHORT Scottish Conservative and Unionist,Barbara COHEN Scottish Liberal Democrats,Andrew BARNETT Scottish Green Party,Harry CHRISTIAN Scottish Libertarian Party,Gordon ALLISON Scottish National Party (SNP),1
9,Laura DUNDAS Independent,John SHEARER Independent,Eva SHORT Scottish Conservative and Unionist,Barbara COHEN Scottish Liberal Democrats,Andrew BARNETT Scottish Green Party,Harry CHRISTIAN Scottish Libertarian Party,Gordon ALLISON Scottish National Party (SNP),1
10,Gordon ALLISON Scottish National Party (SNP),Barbara COHEN Scottish Liberal Democrats,Andrew BARNETT Scottish Green Party,Harry CHRISTIAN Scottish Libertarian Party,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,1
11,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,skipped,1
12,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,skipped,1
13,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,skipped,1
14,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,skipped,1
15,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,skipped,1
16,John SHEARER Independent,Laura DUNDAS Independent,Harry CHRISTIAN Scottish Libertarian Party,skipped,skipped,skipped,skipped,1
17,Barbara COHEN Scottish Liberal Democrats,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,1
18,Barbara COHEN Scottish Liberal Democrats,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,1
19,Barbara COHEN Scottish Liberal Democrats,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,1
20,Barbara COHEN Scottish Liberal Democrats,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,1
21,Barbara COHEN Scottish Liberal Democrats,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,1
22,Barbara COHEN Scottish Liberal Democrats,Eva SHORT Scottish Conservative and Unionist,John SHEARER Independent,Laura DUNDAS Independent,skipped,skipped,skipped,1
23,Andrew BARNETT Scottish Green Party,Laura DUNDAS Independent,John SHEARER Independent,Barbara COHEN Scottish Liberal Democrats,Eva SHORT Scottish Conservative and Unionist,Harry CHRISTIAN Scottish Libertarian Party,Gordon ALLISON Scottish National Party (SNP),1
24,Andrew BARNETT Scottish Green Party,Harry CHRISTIAN Scottish Libertarian Party,Barbara COHEN Scottish Liberal Democrats,skipped,skipped,skipped,skipped,1
25,Gordon ALLISON Scottish National Party (SNP),Andrew BARNETT Scottish Green Party,Barbara COHEN Scottish Liberal Democrats,Laura DUNDAS Independent,skipped,skipped,skipped,1
26,Gordon ALLISON Scottish National Party (SNP),Andrew BARNETT Scottish Green Party,Barbara COHEN Scottish Liberal Democrats,Laura DUNDAS Independent,skipped,skipped,skipped,1
27,Gordon ALLISON Scottish National Party (SNP),Andrew BARNETT Scottish Green Party,Barbara COHEN Scottish Liberal Democrats,Laura DUNDAS Independent,skipped,skipped,skipped,1
28,Gordon ALLISON Scottish National Party (SNP),Andrew BARNETT Scottish Green Party,Barbara COHEN Scottish Liberal Democrats,Laura DUNDAS Independent,skipped,skipped,skipped,1
