voter_id,rank1,rank2,rank3,rank4,num_positions
0,Watson MCATEER (Ind),skipped,skipped,skipped,3
1,Watson MCATEER (Ind),skipped,skipped,skipped,3
2,Watson MCATEER (Ind),skipped,skipped,skipped,3
3,Watson MCATEER (Ind),skipped,skipped,skipped,3
4,Watson MCATEER (Ind),skipped,skipped,skipped,3
5,Watson MCATEER (Ind),skipped,skipped,skipped,3
6,Watson MCATEER (Ind),skipped,skipped,skipped,3
7,Watson MCATEER (Ind),skipped,skipped,skipped,3
8,Watson MCATEER (Ind),skipped,skipped,skipped,3
9,Watson MCATEER (Ind),skipped,skipped,skipped,3
10,Watson MCATEER (Ind),skipped,skipped,skipped,3
11,Watson MCATEER (Ind),skipped,skipped,skipped,3
12,Watson MCATEER (Ind),skipped,skipped,skipped,3
13,Watson MCATEER (Ind),skipped,skipped,skipped,3
14,Watson MCATEER (Ind),skipped,skipped,skipped,3
15,Watson MCATEER (Ind),skipped,skipped,skipped,3
16,Watson MCATEER (Ind),skipped,skipped,skipped,3
17,Watson MCATEER (Ind),skipped,skipped,skipped,3
18,Watson MCATEER (Ind),skipped,skipped,skipped,3
19,Watson MCATEER (Ind),skipped,skipped,skipped,3
20,Watson MCATEER (Ind),skipped,skipped,skipped,3
21,Watson MCATEER (Ind),skipped,skipped,skipped,3
22,Watson MCATEER (Ind),skipped,skipped,skipped,3
23,Watson MCATEER (Ind),skipped,skipped,skipped,3
24,Watson MCATEER (Ind),skipped,skipped,skipped,3
25,Watson MCATEER (Ind),skipped,skipped,skipped,3
26,Watson MCATEER (Ind),skipped,skipped,skipped,3
27,Watson MCATEER (Ind),skipped,skipped,skipped,3
28,Watson MCATEER (Ind),skipped,skipped,skipped,3
29,Watson MCATEER (Ind),skipped,skipped,skipped,3
30,Watson MCATEER (Ind),skipped,skipped,skipped,3
31,Watson MCATEER (Ind),skipped,skipped,skipped,3
32,Watson MCATEER (Ind),skipped,skipped,skipped,3
33,Watson MCATEER (Ind),skipped,skipped,skipped,3
34,Watson MCATEER (Ind),skipped,skipped,skipped,3
35,Watson MCATEER (Ind),skipped,skipped,skipped,3
36,Watson MCATEER (Ind),skipped,skipped,skipped,3
37,Watson MCATEER (Ind),skipped,skipped,skipped,3
38,Watson MCATEER (Ind),skipped,skipped,skipped,3
39,Watson MCATEER (Ind),skipped,skipped,skipped,3
40,Watson MCATEER (Ind),skipped,skipped,skipped,3
41,Watson MCATEER (Ind),skipped,skipped,skipped,3
42,Watson MCATEER (Ind),skipped,skipped,skipped,3
43,Watson MCATEER (Ind),skipped,skipped,skipped,3
44,Watson MCATEER (Ind),skipped,skipped,skipped,3
45,Watson MCATEER (Ind),skipped,skipped,skipped,3
46,Watson MCATEER (Ind),skipped,skipped,skipped,3
47,Watson MCATEER (Ind),skipped,skipped,skipped,3
48,Watson MCATEER (Ind),skipped,skipped,skipped,3
49,Watson MCATEER (Ind),skipped,skipped,skipped,3
