voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,num_positions
0,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
33,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
37,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
40,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
41,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
42,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
43,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
44,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
45,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
46,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
47,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
48,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
49,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
50,# ALTERNATIVE NAME 7: David Ritchie (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
