voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Iain CAMERON (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Iain CAMERON (UKIP),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Iain CAMERON (UKIP),Ewan HOYLE (LD),Norman MACLEOD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
23,Iain CAMERON (UKIP),Ewan HOYLE (LD),Norman MACLEOD (SNP),David MEIKLE (C),Jon MOLYNEUX (Grn),Hanif RAJA (Lab),Nighet RIAZ (SNP),Fariha THOMAS (Lab),skipped,4
24,Iain CAMERON (UKIP),Ewan HOYLE (LD),Norman MACLEOD (SNP),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,4
25,Iain CAMERON (UKIP),Ewan HOYLE (LD),David MEIKLE (C),Norman MACLEOD (SNP),Hanif RAJA (Lab),Jon MOLYNEUX (Grn),Nighet RIAZ (SNP),Fariha THOMAS (Lab),skipped,4
26,Iain CAMERON (UKIP),Ewan HOYLE (LD),David MEIKLE (C),Jon MOLYNEUX (Grn),Norman MACLEOD (SNP),Hanif RAJA (Lab),Fariha THOMAS (Lab),Nighet RIAZ (SNP),skipped,4
27,Iain CAMERON (UKIP),Ewan HOYLE (LD),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,skipped,4
28,Iain CAMERON (UKIP),Ewan HOYLE (LD),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,skipped,4
29,Iain CAMERON (UKIP),Ewan HOYLE (LD),Jon MOLYNEUX (Grn),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,4
30,Iain CAMERON (UKIP),Ewan HOYLE (LD),Jon MOLYNEUX (Grn),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,4
31,Iain CAMERON (UKIP),Ewan HOYLE (LD),Jon MOLYNEUX (Grn),Hanif RAJA (Lab),Fariha THOMAS (Lab),David MEIKLE (C),Norman MACLEOD (SNP),Nighet RIAZ (SNP),skipped,4
32,Iain CAMERON (UKIP),Ewan HOYLE (LD),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
33,Iain CAMERON (UKIP),Norman MACLEOD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,Iain CAMERON (UKIP),Norman MACLEOD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,Iain CAMERON (UKIP),Norman MACLEOD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Ewan HOYLE (LD),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,4
37,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Jon MOLYNEUX (Grn),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,4
38,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
39,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
40,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Nighet RIAZ (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
41,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Nighet RIAZ (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
42,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Nighet RIAZ (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
43,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Nighet RIAZ (SNP),Fariha THOMAS (Lab),Jon MOLYNEUX (Grn),Hanif RAJA (Lab),David MEIKLE (C),Ewan HOYLE (LD),skipped,4
44,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
45,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
46,Iain CAMERON (UKIP),Norman MACLEOD (SNP),Fariha THOMAS (Lab),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,4
47,Iain CAMERON (UKIP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
48,Iain CAMERON (UKIP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
49,Iain CAMERON (UKIP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
50,Iain CAMERON (UKIP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
51,Iain CAMERON (UKIP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
52,Iain CAMERON (UKIP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
53,Iain CAMERON (UKIP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
54,Iain CAMERON (UKIP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
55,Iain CAMERON (UKIP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
56,Iain CAMERON (UKIP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
57,Iain CAMERON (UKIP),David MEIKLE (C),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,4
58,Iain CAMERON (UKIP),David MEIKLE (C),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,4
59,Iain CAMERON (UKIP),David MEIKLE (C),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,4
60,Iain CAMERON (UKIP),David MEIKLE (C),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,4
61,Iain CAMERON (UKIP),David MEIKLE (C),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,4
62,Iain CAMERON (UKIP),David MEIKLE (C),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,4
63,Iain CAMERON (UKIP),David MEIKLE (C),Ewan HOYLE (LD),Jon MOLYNEUX (Grn),Norman MACLEOD (SNP),Hanif RAJA (Lab),Fariha THOMAS (Lab),Nighet RIAZ (SNP),skipped,4
64,Iain CAMERON (UKIP),David MEIKLE (C),Ewan HOYLE (LD),Jon MOLYNEUX (Grn),Norman MACLEOD (SNP),Fariha THOMAS (Lab),Nighet RIAZ (SNP),Hanif RAJA (Lab),skipped,4
65,Iain CAMERON (UKIP),David MEIKLE (C),Ewan HOYLE (LD),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,4
66,Iain CAMERON (UKIP),David MEIKLE (C),Norman MACLEOD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
67,Iain CAMERON (UKIP),David MEIKLE (C),Norman MACLEOD (SNP),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,4
68,Iain CAMERON (UKIP),David MEIKLE (C),Norman MACLEOD (SNP),Jon MOLYNEUX (Grn),Nighet RIAZ (SNP),Fariha THOMAS (Lab),Hanif RAJA (Lab),Ewan HOYLE (LD),skipped,4
69,Iain CAMERON (UKIP),David MEIKLE (C),Jon MOLYNEUX (Grn),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,4
70,Iain CAMERON (UKIP),David MEIKLE (C),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
71,Iain CAMERON (UKIP),David MEIKLE (C),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
72,Iain CAMERON (UKIP),David MEIKLE (C),Hanif RAJA (Lab),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,4
73,Iain CAMERON (UKIP),David MEIKLE (C),Hanif RAJA (Lab),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,4
74,Iain CAMERON (UKIP),David MEIKLE (C),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
75,Iain CAMERON (UKIP),David MEIKLE (C),Fariha THOMAS (Lab),Hanif RAJA (Lab),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,4
76,Iain CAMERON (UKIP),David MEIKLE (C),Fariha THOMAS (Lab),Hanif RAJA (Lab),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,4
77,Iain CAMERON (UKIP),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
78,Iain CAMERON (UKIP),Jon MOLYNEUX (Grn),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,4
79,Iain CAMERON (UKIP),Jon MOLYNEUX (Grn),Ewan HOYLE (LD),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,4
80,Iain CAMERON (UKIP),Jon MOLYNEUX (Grn),Ewan HOYLE (LD),Fariha THOMAS (Lab),Hanif RAJA (Lab),David MEIKLE (C),Norman MACLEOD (SNP),Nighet RIAZ (SNP),skipped,4
81,Iain CAMERON (UKIP),Jon MOLYNEUX (Grn),Norman MACLEOD (SNP),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,4
82,Iain CAMERON (UKIP),Jon MOLYNEUX (Grn),David MEIKLE (C),Ewan HOYLE (LD),Hanif RAJA (Lab),Fariha THOMAS (Lab),Nighet RIAZ (SNP),Norman MACLEOD (SNP),skipped,4
83,Iain CAMERON (UKIP),Jon MOLYNEUX (Grn),Hanif RAJA (Lab),Fariha THOMAS (Lab),Nighet RIAZ (SNP),Ewan HOYLE (LD),Norman MACLEOD (SNP),David MEIKLE (C),skipped,4
84,Iain CAMERON (UKIP),Jon MOLYNEUX (Grn),Nighet RIAZ (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
85,Iain CAMERON (UKIP),Jon MOLYNEUX (Grn),Nighet RIAZ (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
86,Iain CAMERON (UKIP),Hanif RAJA (Lab),Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,4
87,Iain CAMERON (UKIP),Hanif RAJA (Lab),Norman MACLEOD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
88,Iain CAMERON (UKIP),Hanif RAJA (Lab),Nighet RIAZ (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
89,Iain CAMERON (UKIP),Hanif RAJA (Lab),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
90,Iain CAMERON (UKIP),Hanif RAJA (Lab),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
91,Iain CAMERON (UKIP),Hanif RAJA (Lab),Fariha THOMAS (Lab),David MEIKLE (C),Jon MOLYNEUX (Grn),Ewan HOYLE (LD),skipped,skipped,skipped,4
92,Iain CAMERON (UKIP),Nighet RIAZ (SNP),Norman MACLEOD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
93,Iain CAMERON (UKIP),Nighet RIAZ (SNP),Norman MACLEOD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
94,Iain CAMERON (UKIP),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
95,Iain CAMERON (UKIP),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
96,Iain CAMERON (UKIP),Fariha THOMAS (Lab),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
97,Iain CAMERON (UKIP),Fariha THOMAS (Lab),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
98,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
99,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
100,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
101,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
102,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
103,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
104,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
105,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
106,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
107,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
108,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
109,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
110,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
111,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
112,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
113,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
114,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
115,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
116,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
117,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
118,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
119,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
120,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
121,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
122,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
123,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
124,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
125,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
126,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
127,Ewan HOYLE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
128,Ewan HOYLE (LD),Iain CAMERON (UKIP),Norman MACLEOD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
129,Ewan HOYLE (LD),Iain CAMERON (UKIP),Norman MACLEOD (SNP),David MEIKLE (C),Jon MOLYNEUX (Grn),Nighet RIAZ (SNP),Hanif RAJA (Lab),Fariha THOMAS (Lab),skipped,4
130,Ewan HOYLE (LD),Iain CAMERON (UKIP),Norman MACLEOD (SNP),David MEIKLE (C),Hanif RAJA (Lab),Jon MOLYNEUX (Grn),Nighet RIAZ (SNP),Fariha THOMAS (Lab),skipped,4
131,Ewan HOYLE (LD),Iain CAMERON (UKIP),Norman MACLEOD (SNP),Jon MOLYNEUX (Grn),Hanif RAJA (Lab),David MEIKLE (C),Fariha THOMAS (Lab),Nighet RIAZ (SNP),skipped,4
132,Ewan HOYLE (LD),Iain CAMERON (UKIP),Norman MACLEOD (SNP),Jon MOLYNEUX (Grn),Hanif RAJA (Lab),David MEIKLE (C),Fariha THOMAS (Lab),Nighet RIAZ (SNP),skipped,4
133,Ewan HOYLE (LD),Iain CAMERON (UKIP),Norman MACLEOD (SNP),Hanif RAJA (Lab),Nighet RIAZ (SNP),Fariha THOMAS (Lab),Jon MOLYNEUX (Grn),David MEIKLE (C),skipped,4
134,Ewan HOYLE (LD),Iain CAMERON (UKIP),David MEIKLE (C),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,4
135,Ewan HOYLE (LD),Norman MACLEOD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
136,Ewan HOYLE (LD),Norman MACLEOD (SNP),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,4
137,Ewan HOYLE (LD),Norman MACLEOD (SNP),David MEIKLE (C),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,4
138,Ewan HOYLE (LD),Norman MACLEOD (SNP),David MEIKLE (C),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,4
139,Ewan HOYLE (LD),Norman MACLEOD (SNP),David MEIKLE (C),Nighet RIAZ (SNP),Hanif RAJA (Lab),Fariha THOMAS (Lab),Jon MOLYNEUX (Grn),Iain CAMERON (UKIP),skipped,4
140,Ewan HOYLE (LD),Norman MACLEOD (SNP),David MEIKLE (C),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,4
141,Ewan HOYLE (LD),Norman MACLEOD (SNP),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,skipped,4
142,Ewan HOYLE (LD),Norman MACLEOD (SNP),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,skipped,4
143,Ewan HOYLE (LD),Norman MACLEOD (SNP),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,skipped,4
144,Ewan HOYLE (LD),Norman MACLEOD (SNP),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,skipped,4
145,Ewan HOYLE (LD),Norman MACLEOD (SNP),Jon MOLYNEUX (Grn),Nighet RIAZ (SNP),David MEIKLE (C),skipped,skipped,skipped,skipped,4
146,Ewan HOYLE (LD),Norman MACLEOD (SNP),Jon MOLYNEUX (Grn),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,4
147,Ewan HOYLE (LD),Norman MACLEOD (SNP),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
148,Ewan HOYLE (LD),Norman MACLEOD (SNP),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
149,Ewan HOYLE (LD),Norman MACLEOD (SNP),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
150,Ewan HOYLE (LD),Norman MACLEOD (SNP),Hanif RAJA (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
151,Ewan HOYLE (LD),Norman MACLEOD (SNP),Hanif RAJA (Lab),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,4
152,Ewan HOYLE (LD),Norman MACLEOD (SNP),Hanif RAJA (Lab),Nighet RIAZ (SNP),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,4
153,Ewan HOYLE (LD),Norman MACLEOD (SNP),Nighet RIAZ (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
154,Ewan HOYLE (LD),Norman MACLEOD (SNP),Nighet RIAZ (SNP),Jon MOLYNEUX (Grn),skipped,skipped,skipped,skipped,skipped,4
155,Ewan HOYLE (LD),Norman MACLEOD (SNP),Nighet RIAZ (SNP),Jon MOLYNEUX (Grn),David MEIKLE (C),Hanif RAJA (Lab),Fariha THOMAS (Lab),skipped,skipped,4
156,Ewan HOYLE (LD),Norman MACLEOD (SNP),Fariha THOMAS (Lab),Jon MOLYNEUX (Grn),David MEIKLE (C),skipped,skipped,skipped,skipped,4
157,Ewan HOYLE (LD),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
158,Ewan HOYLE (LD),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
159,Ewan HOYLE (LD),David MEIKLE (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
