voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Gerry MCLAUGHLAN Scottish National Party (SNP),Grant THOMS Scottish National Party (SNP),Gary MCGROW Independent,Linda HENDRY Scottish Greens - Think Global Act Local,Gordon MURPHY Scottish Liberal Democrats,Chris KANE Scottish Labour Party,Bryan FLANNAGAN Scottish Conservative and Unionist,"David TORTOLANO Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",3
1,Chris KANE Scottish Labour Party,Gerry MCLAUGHLAN Scottish National Party (SNP),Grant THOMS Scottish National Party (SNP),Gary MCGROW Independent,Linda HENDRY Scottish Greens - Think Global Act Local,"David TORTOLANO Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Gordon MURPHY Scottish Liberal Democrats,skipped,3
2,Gerry MCLAUGHLAN Scottish National Party (SNP),Chris KANE Scottish Labour Party,Linda HENDRY Scottish Greens - Think Global Act Local,Grant THOMS Scottish National Party (SNP),Gordon MURPHY Scottish Liberal Democrats,Gary MCGROW Independent,skipped,skipped,3
3,Chris KANE Scottish Labour Party,Bryan FLANNAGAN Scottish Conservative and Unionist,Gerry MCLAUGHLAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
4,Chris KANE Scottish Labour Party,Bryan FLANNAGAN Scottish Conservative and Unionist,Gerry MCLAUGHLAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
5,Chris KANE Scottish Labour Party,Bryan FLANNAGAN Scottish Conservative and Unionist,Gerry MCLAUGHLAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
6,Chris KANE Scottish Labour Party,Bryan FLANNAGAN Scottish Conservative and Unionist,Gerry MCLAUGHLAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
7,Gary MCGROW Independent,Linda HENDRY Scottish Greens - Think Global Act Local,Gerry MCLAUGHLAN Scottish National Party (SNP),Grant THOMS Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
8,Gary MCGROW Independent,Linda HENDRY Scottish Greens - Think Global Act Local,Gerry MCLAUGHLAN Scottish National Party (SNP),Grant THOMS Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
9,Linda HENDRY Scottish Greens - Think Global Act Local,Grant THOMS Scottish National Party (SNP),Gerry MCLAUGHLAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
