voter_id,rank1,rank2,rank3,rank4,num_positions
0,John DUNCAN (LD),skipped,skipped,skipped,3
1,John DUNCAN (LD),skipped,skipped,skipped,3
2,John DUNCAN (LD),skipped,skipped,skipped,3
3,John DUNCAN (LD),skipped,skipped,skipped,3
4,John DUNCAN (LD),skipped,skipped,skipped,3
5,John DUNCAN (LD),skipped,skipped,skipped,3
6,John DUNCAN (LD),skipped,skipped,skipped,3
7,John DUNCAN (LD),skipped,skipped,skipped,3
8,John DUNCAN (LD),skipped,skipped,skipped,3
9,John DUNCAN (LD),skipped,skipped,skipped,3
10,John DUNCAN (LD),skipped,skipped,skipped,3
11,John DUNCAN (LD),skipped,skipped,skipped,3
12,John DUNCAN (LD),skipped,skipped,skipped,3
13,John DUNCAN (LD),skipped,skipped,skipped,3
14,John DUNCAN (LD),skipped,skipped,skipped,3
15,John DUNCAN (LD),skipped,skipped,skipped,3
16,John DUNCAN (LD),skipped,skipped,skipped,3
17,John DUNCAN (LD),skipped,skipped,skipped,3
18,John DUNCAN (LD),skipped,skipped,skipped,3
19,John DUNCAN (LD),skipped,skipped,skipped,3
20,John DUNCAN (LD),skipped,skipped,skipped,3
21,John DUNCAN (LD),skipped,skipped,skipped,3
22,John DUNCAN (LD),skipped,skipped,skipped,3
23,John DUNCAN (LD),skipped,skipped,skipped,3
24,John DUNCAN (LD),skipped,skipped,skipped,3
25,John DUNCAN (LD),skipped,skipped,skipped,3
26,John DUNCAN (LD),skipped,skipped,skipped,3
27,John DUNCAN (LD),skipped,skipped,skipped,3
28,John DUNCAN (LD),skipped,skipped,skipped,3
29,John DUNCAN (LD),skipped,skipped,skipped,3
30,John DUNCAN (LD),skipped,skipped,skipped,3
31,John DUNCAN (LD),skipped,skipped,skipped,3
32,John DUNCAN (LD),skipped,skipped,skipped,3
33,John DUNCAN (LD),skipped,skipped,skipped,3
34,John DUNCAN (LD),skipped,skipped,skipped,3
35,John DUNCAN (LD),skipped,skipped,skipped,3
36,John DUNCAN (LD),skipped,skipped,skipped,3
37,John DUNCAN (LD),skipped,skipped,skipped,3
38,John DUNCAN (LD),skipped,skipped,skipped,3
39,John DUNCAN (LD),skipped,skipped,skipped,3
40,John DUNCAN (LD),skipped,skipped,skipped,3
41,John DUNCAN (LD),skipped,skipped,skipped,3
42,John DUNCAN (LD),skipped,skipped,skipped,3
43,John DUNCAN (LD),skipped,skipped,skipped,3
44,John DUNCAN (LD),skipped,skipped,skipped,3
45,John DUNCAN (LD),skipped,skipped,skipped,3
46,John DUNCAN (LD),skipped,skipped,skipped,3
47,John DUNCAN (LD),skipped,skipped,skipped,3
48,John DUNCAN (LD),skipped,skipped,skipped,3
49,John DUNCAN (LD),skipped,skipped,skipped,3
50,John DUNCAN (LD),skipped,skipped,skipped,3
51,John DUNCAN (LD),skipped,skipped,skipped,3
52,John DUNCAN (LD),skipped,skipped,skipped,3
53,John DUNCAN (LD),skipped,skipped,skipped,3
54,John DUNCAN (LD),skipped,skipped,skipped,3
55,John DUNCAN (LD),skipped,skipped,skipped,3
56,John DUNCAN (LD),skipped,skipped,skipped,3
57,John DUNCAN (LD),skipped,skipped,skipped,3
58,John DUNCAN (LD),skipped,skipped,skipped,3
59,John DUNCAN (LD),skipped,skipped,skipped,3
60,John DUNCAN (LD),skipped,skipped,skipped,3
61,John DUNCAN (LD),skipped,skipped,skipped,3
62,John DUNCAN (LD),skipped,skipped,skipped,3
63,John DUNCAN (LD),skipped,skipped,skipped,3
64,John DUNCAN (LD),skipped,skipped,skipped,3
65,John DUNCAN (LD),skipped,skipped,skipped,3
66,John DUNCAN (LD),skipped,skipped,skipped,3
67,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
68,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
69,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
70,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
71,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
72,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
73,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
74,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
75,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
76,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
77,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
78,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
79,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
80,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
81,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
82,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
83,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
84,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
85,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
86,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
87,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
88,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
89,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
90,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
91,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
92,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
93,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
94,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
95,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
96,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
97,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
98,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
99,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
100,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
101,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
102,John DUNCAN (LD),Rhondda GEEKIE (Lab),skipped,skipped,3
103,John DUNCAN (LD),Rhondda GEEKIE (Lab),Anne JARVIS (Con),skipped,3
104,John DUNCAN (LD),Rhondda GEEKIE (Lab),Anne JARVIS (Con),skipped,3
105,John DUNCAN (LD),Rhondda GEEKIE (Lab),Anne JARVIS (Con),skipped,3
106,John DUNCAN (LD),Rhondda GEEKIE (Lab),Anne JARVIS (Con),skipped,3
107,John DUNCAN (LD),Rhondda GEEKIE (Lab),Anne JARVIS (Con),skipped,3
108,John DUNCAN (LD),Rhondda GEEKIE (Lab),Anne JARVIS (Con),skipped,3
109,John DUNCAN (LD),Rhondda GEEKIE (Lab),Anne JARVIS (Con),skipped,3
110,John DUNCAN (LD),Rhondda GEEKIE (Lab),Anne JARVIS (Con),skipped,3
