voter_id,rank1,rank2,rank3,rank4,num_positions
0,Bob BURROWS (Lab),skipped,skipped,skipped,3
1,Bob BURROWS (Lab),skipped,skipped,skipped,3
2,Bob BURROWS (Lab),skipped,skipped,skipped,3
3,Bob BURROWS (Lab),skipped,skipped,skipped,3
4,Bob BURROWS (Lab),skipped,skipped,skipped,3
5,Bob BURROWS (Lab),skipped,skipped,skipped,3
6,Bob BURROWS (Lab),skipped,skipped,skipped,3
7,Bob BURROWS (Lab),skipped,skipped,skipped,3
8,Bob BURROWS (Lab),skipped,skipped,skipped,3
9,Bob BURROWS (Lab),skipped,skipped,skipped,3
10,Bob BURROWS (Lab),skipped,skipped,skipped,3
11,Bob BURROWS (Lab),skipped,skipped,skipped,3
12,Bob BURROWS (Lab),skipped,skipped,skipped,3
13,Bob BURROWS (Lab),skipped,skipped,skipped,3
14,Bob BURROWS (Lab),skipped,skipped,skipped,3
15,Bob BURROWS (Lab),skipped,skipped,skipped,3
16,Bob BURROWS (Lab),skipped,skipped,skipped,3
17,Bob BURROWS (Lab),skipped,skipped,skipped,3
18,Bob BURROWS (Lab),skipped,skipped,skipped,3
19,Bob BURROWS (Lab),skipped,skipped,skipped,3
20,Bob BURROWS (Lab),skipped,skipped,skipped,3
21,Bob BURROWS (Lab),skipped,skipped,skipped,3
22,Bob BURROWS (Lab),skipped,skipped,skipped,3
23,Bob BURROWS (Lab),skipped,skipped,skipped,3
24,Bob BURROWS (Lab),skipped,skipped,skipped,3
25,Bob BURROWS (Lab),skipped,skipped,skipped,3
26,Bob BURROWS (Lab),skipped,skipped,skipped,3
27,Bob BURROWS (Lab),skipped,skipped,skipped,3
28,Bob BURROWS (Lab),skipped,skipped,skipped,3
29,Bob BURROWS (Lab),skipped,skipped,skipped,3
30,Bob BURROWS (Lab),skipped,skipped,skipped,3
31,Bob BURROWS (Lab),skipped,skipped,skipped,3
32,Bob BURROWS (Lab),skipped,skipped,skipped,3
33,Bob BURROWS (Lab),skipped,skipped,skipped,3
34,Bob BURROWS (Lab),skipped,skipped,skipped,3
35,Bob BURROWS (Lab),skipped,skipped,skipped,3
36,Bob BURROWS (Lab),skipped,skipped,skipped,3
37,Bob BURROWS (Lab),skipped,skipped,skipped,3
38,Bob BURROWS (Lab),skipped,skipped,skipped,3
39,Bob BURROWS (Lab),skipped,skipped,skipped,3
40,Bob BURROWS (Lab),skipped,skipped,skipped,3
41,Bob BURROWS (Lab),skipped,skipped,skipped,3
42,Bob BURROWS (Lab),skipped,skipped,skipped,3
43,Bob BURROWS (Lab),skipped,skipped,skipped,3
44,Bob BURROWS (Lab),skipped,skipped,skipped,3
45,Bob BURROWS (Lab),skipped,skipped,skipped,3
46,Bob BURROWS (Lab),skipped,skipped,skipped,3
47,Bob BURROWS (Lab),skipped,skipped,skipped,3
48,Bob BURROWS (Lab),skipped,skipped,skipped,3
49,Bob BURROWS (Lab),skipped,skipped,skipped,3
50,Bob BURROWS (Lab),skipped,skipped,skipped,3
51,Bob BURROWS (Lab),skipped,skipped,skipped,3
52,Bob BURROWS (Lab),skipped,skipped,skipped,3
53,Bob BURROWS (Lab),skipped,skipped,skipped,3
54,Bob BURROWS (Lab),skipped,skipped,skipped,3
55,Bob BURROWS (Lab),skipped,skipped,skipped,3
56,Bob BURROWS (Lab),skipped,skipped,skipped,3
57,Bob BURROWS (Lab),skipped,skipped,skipped,3
58,Bob BURROWS (Lab),skipped,skipped,skipped,3
59,Bob BURROWS (Lab),skipped,skipped,skipped,3
60,Bob BURROWS (Lab),skipped,skipped,skipped,3
61,Bob BURROWS (Lab),skipped,skipped,skipped,3
62,Bob BURROWS (Lab),skipped,skipped,skipped,3
63,Bob BURROWS (Lab),skipped,skipped,skipped,3
64,Bob BURROWS (Lab),skipped,skipped,skipped,3
65,Bob BURROWS (Lab),skipped,skipped,skipped,3
66,Bob BURROWS (Lab),skipped,skipped,skipped,3
67,Bob BURROWS (Lab),skipped,skipped,skipped,3
68,Bob BURROWS (Lab),skipped,skipped,skipped,3
69,Bob BURROWS (Lab),skipped,skipped,skipped,3
70,Bob BURROWS (Lab),skipped,skipped,skipped,3
71,Bob BURROWS (Lab),skipped,skipped,skipped,3
72,Bob BURROWS (Lab),skipped,skipped,skipped,3
73,Bob BURROWS (Lab),skipped,skipped,skipped,3
74,Bob BURROWS (Lab),skipped,skipped,skipped,3
75,Bob BURROWS (Lab),skipped,skipped,skipped,3
76,Bob BURROWS (Lab),skipped,skipped,skipped,3
77,Bob BURROWS (Lab),skipped,skipped,skipped,3
78,Bob BURROWS (Lab),skipped,skipped,skipped,3
79,Bob BURROWS (Lab),skipped,skipped,skipped,3
80,Bob BURROWS (Lab),skipped,skipped,skipped,3
81,Bob BURROWS (Lab),skipped,skipped,skipped,3
82,Bob BURROWS (Lab),skipped,skipped,skipped,3
83,Bob BURROWS (Lab),skipped,skipped,skipped,3
84,Bob BURROWS (Lab),skipped,skipped,skipped,3
85,Bob BURROWS (Lab),skipped,skipped,skipped,3
86,Bob BURROWS (Lab),skipped,skipped,skipped,3
87,Bob BURROWS (Lab),skipped,skipped,skipped,3
88,Bob BURROWS (Lab),skipped,skipped,skipped,3
89,Bob BURROWS (Lab),skipped,skipped,skipped,3
90,Bob BURROWS (Lab),skipped,skipped,skipped,3
91,Bob BURROWS (Lab),skipped,skipped,skipped,3
92,Bob BURROWS (Lab),skipped,skipped,skipped,3
93,Bob BURROWS (Lab),skipped,skipped,skipped,3
94,Bob BURROWS (Lab),skipped,skipped,skipped,3
95,Bob BURROWS (Lab),skipped,skipped,skipped,3
96,Bob BURROWS (Lab),skipped,skipped,skipped,3
97,Bob BURROWS (Lab),skipped,skipped,skipped,3
98,Bob BURROWS (Lab),skipped,skipped,skipped,3
99,Bob BURROWS (Lab),skipped,skipped,skipped,3
100,Bob BURROWS (Lab),skipped,skipped,skipped,3
101,Bob BURROWS (Lab),skipped,skipped,skipped,3
102,Bob BURROWS (Lab),skipped,skipped,skipped,3
103,Bob BURROWS (Lab),skipped,skipped,skipped,3
104,Bob BURROWS (Lab),skipped,skipped,skipped,3
105,Bob BURROWS (Lab),skipped,skipped,skipped,3
106,Bob BURROWS (Lab),skipped,skipped,skipped,3
107,Bob BURROWS (Lab),skipped,skipped,skipped,3
108,Bob BURROWS (Lab),skipped,skipped,skipped,3
109,Bob BURROWS (Lab),skipped,skipped,skipped,3
110,Bob BURROWS (Lab),skipped,skipped,skipped,3
111,Bob BURROWS (Lab),skipped,skipped,skipped,3
112,Bob BURROWS (Lab),skipped,skipped,skipped,3
113,Bob BURROWS (Lab),skipped,skipped,skipped,3
114,Bob BURROWS (Lab),skipped,skipped,skipped,3
115,Bob BURROWS (Lab),skipped,skipped,skipped,3
116,Bob BURROWS (Lab),skipped,skipped,skipped,3
117,Bob BURROWS (Lab),skipped,skipped,skipped,3
118,Bob BURROWS (Lab),skipped,skipped,skipped,3
119,Bob BURROWS (Lab),skipped,skipped,skipped,3
120,Bob BURROWS (Lab),skipped,skipped,skipped,3
121,Bob BURROWS (Lab),skipped,skipped,skipped,3
122,Bob BURROWS (Lab),skipped,skipped,skipped,3
123,Bob BURROWS (Lab),skipped,skipped,skipped,3
124,Bob BURROWS (Lab),skipped,skipped,skipped,3
125,Bob BURROWS (Lab),skipped,skipped,skipped,3
126,Bob BURROWS (Lab),skipped,skipped,skipped,3
127,Bob BURROWS (Lab),skipped,skipped,skipped,3
128,Bob BURROWS (Lab),skipped,skipped,skipped,3
129,Bob BURROWS (Lab),skipped,skipped,skipped,3
130,Bob BURROWS (Lab),skipped,skipped,skipped,3
131,Bob BURROWS (Lab),skipped,skipped,skipped,3
132,Bob BURROWS (Lab),skipped,skipped,skipped,3
133,Bob BURROWS (Lab),skipped,skipped,skipped,3
134,Bob BURROWS (Lab),skipped,skipped,skipped,3
135,Bob BURROWS (Lab),skipped,skipped,skipped,3
136,Bob BURROWS (Lab),skipped,skipped,skipped,3
137,Bob BURROWS (Lab),skipped,skipped,skipped,3
138,Bob BURROWS (Lab),skipped,skipped,skipped,3
139,Bob BURROWS (Lab),skipped,skipped,skipped,3
140,Bob BURROWS (Lab),skipped,skipped,skipped,3
141,Bob BURROWS (Lab),skipped,skipped,skipped,3
142,Bob BURROWS (Lab),skipped,skipped,skipped,3
143,Bob BURROWS (Lab),skipped,skipped,skipped,3
144,Bob BURROWS (Lab),skipped,skipped,skipped,3
145,Bob BURROWS (Lab),skipped,skipped,skipped,3
146,Bob BURROWS (Lab),skipped,skipped,skipped,3
147,Bob BURROWS (Lab),skipped,skipped,skipped,3
148,Bob BURROWS (Lab),skipped,skipped,skipped,3
149,Bob BURROWS (Lab),skipped,skipped,skipped,3
150,Bob BURROWS (Lab),skipped,skipped,skipped,3
151,Bob BURROWS (Lab),skipped,skipped,skipped,3
152,Bob BURROWS (Lab),skipped,skipped,skipped,3
153,Bob BURROWS (Lab),skipped,skipped,skipped,3
154,Bob BURROWS (Lab),skipped,skipped,skipped,3
155,Bob BURROWS (Lab),skipped,skipped,skipped,3
156,Bob BURROWS (Lab),skipped,skipped,skipped,3
157,Bob BURROWS (Lab),skipped,skipped,skipped,3
158,Bob BURROWS (Lab),skipped,skipped,skipped,3
159,Bob BURROWS (Lab),skipped,skipped,skipped,3
160,Bob BURROWS (Lab),skipped,skipped,skipped,3
161,Bob BURROWS (Lab),skipped,skipped,skipped,3
162,Bob BURROWS (Lab),skipped,skipped,skipped,3
163,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
164,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
165,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
166,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
167,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
168,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
169,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
170,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
171,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
172,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
173,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
174,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
175,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
176,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
177,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
178,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
179,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
180,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
181,Bob BURROWS (Lab),Alan HENDERSON (Con),skipped,skipped,3
