voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Judith GODDEN Scottish Liberal Democrats,Bob POLLOCK Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,4
1,Judith GODDEN Scottish Liberal Democrats,Bob POLLOCK Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,4
2,Bob POLLOCK Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,Judith GODDEN Scottish Liberal Democrats,Linda LUNAN Independent,Philip SAXTON Scottish Labour Party,skipped,skipped,4
3,Philip SAXTON Scottish Labour Party,Rose HALL Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,Judith GODDEN Scottish Liberal Democrats,Bob POLLOCK Scottish Conservative and Unionist,Linda LUNAN Independent,Craig MACKAY Scottish National Party (SNP),Annie McINDOE Scottish National Party (SNP),4
4,Annie McINDOE Scottish National Party (SNP),Craig MACKAY Scottish National Party (SNP),Philip SAXTON Scottish Labour Party,Judith GODDEN Scottish Liberal Democrats,Rose HALL Scottish Conservative and Unionist,skipped,skipped,skipped,4
5,Annie McINDOE Scottish National Party (SNP),Craig MACKAY Scottish National Party (SNP),Philip SAXTON Scottish Labour Party,Judith GODDEN Scottish Liberal Democrats,Rose HALL Scottish Conservative and Unionist,skipped,skipped,skipped,4
6,Bob POLLOCK Scottish Conservative and Unionist,Philip SAXTON Scottish Labour Party,Craig MACKAY Scottish National Party (SNP),Kenneth BELL Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Judith GODDEN Scottish Liberal Democrats,skipped,skipped,4
7,Craig MACKAY Scottish National Party (SNP),Annie McINDOE Scottish National Party (SNP),Philip SAXTON Scottish Labour Party,Judith GODDEN Scottish Liberal Democrats,Kenneth BELL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,Linda LUNAN Independent,Rose HALL Scottish Conservative and Unionist,4
8,Bob POLLOCK Scottish Conservative and Unionist,Philip SAXTON Scottish Labour Party,Judith GODDEN Scottish Liberal Democrats,Rose HALL Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,skipped,skipped,skipped,4
9,Bob POLLOCK Scottish Conservative and Unionist,Philip SAXTON Scottish Labour Party,Judith GODDEN Scottish Liberal Democrats,Rose HALL Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,skipped,skipped,skipped,4
10,Rose HALL Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,Craig MACKAY Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
11,Kenneth BELL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Judith GODDEN Scottish Liberal Democrats,Philip SAXTON Scottish Labour Party,Craig MACKAY Scottish National Party (SNP),Annie McINDOE Scottish National Party (SNP),Linda LUNAN Independent,4
12,Bob POLLOCK Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,Philip SAXTON Scottish Labour Party,Linda LUNAN Independent,Judith GODDEN Scottish Liberal Democrats,Craig MACKAY Scottish National Party (SNP),Annie McINDOE Scottish National Party (SNP),4
13,Craig MACKAY Scottish National Party (SNP),Kenneth BELL Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Judith GODDEN Scottish Liberal Democrats,Annie McINDOE Scottish National Party (SNP),Bob POLLOCK Scottish Conservative and Unionist,Philip SAXTON Scottish Labour Party,Linda LUNAN Independent,4
14,Kenneth BELL Scottish Conservative and Unionist,Judith GODDEN Scottish Liberal Democrats,Bob POLLOCK Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
15,Philip SAXTON Scottish Labour Party,Kenneth BELL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,Annie McINDOE Scottish National Party (SNP),Craig MACKAY Scottish National Party (SNP),Rose HALL Scottish Conservative and Unionist,Judith GODDEN Scottish Liberal Democrats,Linda LUNAN Independent,4
16,Rose HALL Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,Judith GODDEN Scottish Liberal Democrats,Linda LUNAN Independent,Bob POLLOCK Scottish Conservative and Unionist,Philip SAXTON Scottish Labour Party,skipped,skipped,4
17,Rose HALL Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,Judith GODDEN Scottish Liberal Democrats,Linda LUNAN Independent,Bob POLLOCK Scottish Conservative and Unionist,Philip SAXTON Scottish Labour Party,skipped,skipped,4
18,Philip SAXTON Scottish Labour Party,Craig MACKAY Scottish National Party (SNP),Annie McINDOE Scottish National Party (SNP),Judith GODDEN Scottish Liberal Democrats,Kenneth BELL Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,Linda LUNAN Independent,4
19,Kenneth BELL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Philip SAXTON Scottish Labour Party,Linda LUNAN Independent,Judith GODDEN Scottish Liberal Democrats,Craig MACKAY Scottish National Party (SNP),Annie McINDOE Scottish National Party (SNP),4
20,Judith GODDEN Scottish Liberal Democrats,Bob POLLOCK Scottish Conservative and Unionist,Craig MACKAY Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
21,Judith GODDEN Scottish Liberal Democrats,Rose HALL Scottish Conservative and Unionist,Philip SAXTON Scottish Labour Party,Bob POLLOCK Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,skipped,skipped,skipped,4
22,Linda LUNAN Independent,Philip SAXTON Scottish Labour Party,Bob POLLOCK Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Kenneth BELL Scottish Conservative and Unionist,Judith GODDEN Scottish Liberal Democrats,Annie McINDOE Scottish National Party (SNP),Craig MACKAY Scottish National Party (SNP),4
23,Philip SAXTON Scottish Labour Party,Kenneth BELL Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
24,Philip SAXTON Scottish Labour Party,Kenneth BELL Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
25,Philip SAXTON Scottish Labour Party,Kenneth BELL Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
26,Philip SAXTON Scottish Labour Party,Kenneth BELL Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
27,Philip SAXTON Scottish Labour Party,Kenneth BELL Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
28,Philip SAXTON Scottish Labour Party,Kenneth BELL Scottish Conservative and Unionist,Rose HALL Scottish Conservative and Unionist,Bob POLLOCK Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
