voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Isobel DAVIDSON Scottish Liberal Democrats,Louise MCALLISTER Scottish National Party (SNP),Josh GALL Scottish National Party (SNP),Mark LAPPIN Scottish Labour Party,Craig William STEWART Scottish Green Party,Gillian OWEN Scottish Conservative and Unionist,John CRAWLEY Scottish Conservative and Unionist,4
1,Isobel DAVIDSON Scottish Liberal Democrats,Louise MCALLISTER Scottish National Party (SNP),Josh GALL Scottish National Party (SNP),Mark LAPPIN Scottish Labour Party,Craig William STEWART Scottish Green Party,Gillian OWEN Scottish Conservative and Unionist,John CRAWLEY Scottish Conservative and Unionist,4
2,Isobel DAVIDSON Scottish Liberal Democrats,Louise MCALLISTER Scottish National Party (SNP),Josh GALL Scottish National Party (SNP),Mark LAPPIN Scottish Labour Party,Craig William STEWART Scottish Green Party,Gillian OWEN Scottish Conservative and Unionist,John CRAWLEY Scottish Conservative and Unionist,4
3,Isobel DAVIDSON Scottish Liberal Democrats,Louise MCALLISTER Scottish National Party (SNP),Josh GALL Scottish National Party (SNP),Mark LAPPIN Scottish Labour Party,Craig William STEWART Scottish Green Party,Gillian OWEN Scottish Conservative and Unionist,John CRAWLEY Scottish Conservative and Unionist,4
4,Louise MCALLISTER Scottish National Party (SNP),Josh GALL Scottish National Party (SNP),Isobel DAVIDSON Scottish Liberal Democrats,Craig William STEWART Scottish Green Party,Mark LAPPIN Scottish Labour Party,Gillian OWEN Scottish Conservative and Unionist,John CRAWLEY Scottish Conservative and Unionist,4
5,Louise MCALLISTER Scottish National Party (SNP),Josh GALL Scottish National Party (SNP),Isobel DAVIDSON Scottish Liberal Democrats,Craig William STEWART Scottish Green Party,Mark LAPPIN Scottish Labour Party,Gillian OWEN Scottish Conservative and Unionist,John CRAWLEY Scottish Conservative and Unionist,4
6,Louise MCALLISTER Scottish National Party (SNP),Josh GALL Scottish National Party (SNP),Isobel DAVIDSON Scottish Liberal Democrats,Craig William STEWART Scottish Green Party,Mark LAPPIN Scottish Labour Party,Gillian OWEN Scottish Conservative and Unionist,John CRAWLEY Scottish Conservative and Unionist,4
7,Louise MCALLISTER Scottish National Party (SNP),Josh GALL Scottish National Party (SNP),Isobel DAVIDSON Scottish Liberal Democrats,Craig William STEWART Scottish Green Party,Mark LAPPIN Scottish Labour Party,Gillian OWEN Scottish Conservative and Unionist,John CRAWLEY Scottish Conservative and Unionist,4
8,Louise MCALLISTER Scottish National Party (SNP),Josh GALL Scottish National Party (SNP),Isobel DAVIDSON Scottish Liberal Democrats,Craig William STEWART Scottish Green Party,Mark LAPPIN Scottish Labour Party,Gillian OWEN Scottish Conservative and Unionist,John CRAWLEY Scottish Conservative and Unionist,4
9,Louise MCALLISTER Scottish National Party (SNP),Josh GALL Scottish National Party (SNP),Isobel DAVIDSON Scottish Liberal Democrats,Craig William STEWART Scottish Green Party,Mark LAPPIN Scottish Labour Party,Gillian OWEN Scottish Conservative and Unionist,John CRAWLEY Scottish Conservative and Unionist,4
