voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Geoff CROWSON Scottish National Party (SNP),Arif MAHMOOD Scottish Labour Party,Hannah POWELL Scottish Conservative and Unionist,Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Charlotte Diana CROSS Alba Party for independence,Steve OWEN Scottish Conservative and Unionist,Jamie COLE-HAMILTON Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Hannah POWELL Scottish Conservative and Unionist,Steve OWEN Scottish Conservative and Unionist,Norman John SMITH Independent,Anne Margaret SIMPSON Scottish Liberal Democrats,"Joanna MOORE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Arif MAHMOOD Scottish Labour Party,Charlotte Diana CROSS Alba Party for independence,Jamie COLE-HAMILTON Scottish Green Party,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),4
3,Jamie COLE-HAMILTON Scottish Green Party,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Charlotte Diana CROSS Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Jamie COLE-HAMILTON Scottish Green Party,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Charlotte Diana CROSS Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Jamie COLE-HAMILTON Scottish Green Party,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Charlotte Diana CROSS Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Steve OWEN Scottish Conservative and Unionist,Hannah POWELL Scottish Conservative and Unionist,Norman John SMITH Independent,Jamie COLE-HAMILTON Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Jamie COLE-HAMILTON Scottish Green Party,Anne Margaret SIMPSON Scottish Liberal Democrats,David MAIR Scottish National Party (SNP),Geoff CROWSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
8,Jamie COLE-HAMILTON Scottish Green Party,Anne Margaret SIMPSON Scottish Liberal Democrats,David MAIR Scottish National Party (SNP),Geoff CROWSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
9,Jamie COLE-HAMILTON Scottish Green Party,Geoff CROWSON Scottish National Party (SNP),Anne Margaret SIMPSON Scottish Liberal Democrats,Arif MAHMOOD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
33,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
37,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,Geoff CROWSON Scottish National Party (SNP),Jamie COLE-HAMILTON Scottish Green Party,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
40,Geoff CROWSON Scottish National Party (SNP),Jamie COLE-HAMILTON Scottish Green Party,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
41,Geoff CROWSON Scottish National Party (SNP),Jamie COLE-HAMILTON Scottish Green Party,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
42,Geoff CROWSON Scottish National Party (SNP),Jamie COLE-HAMILTON Scottish Green Party,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
43,Geoff CROWSON Scottish National Party (SNP),Jamie COLE-HAMILTON Scottish Green Party,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
44,Geoff CROWSON Scottish National Party (SNP),Jamie COLE-HAMILTON Scottish Green Party,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
45,Geoff CROWSON Scottish National Party (SNP),Jamie COLE-HAMILTON Scottish Green Party,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
46,Geoff CROWSON Scottish National Party (SNP),Anne Margaret SIMPSON Scottish Liberal Democrats,"Joanna MOORE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Arif MAHMOOD Scottish Labour Party,Hannah POWELL Scottish Conservative and Unionist,Jamie COLE-HAMILTON Scottish Green Party,David MAIR Scottish National Party (SNP),Norman John SMITH Independent,Steve OWEN Scottish Conservative and Unionist,Charlotte Diana CROSS Alba Party for independence,4
47,Steve OWEN Scottish Conservative and Unionist,Hannah POWELL Scottish Conservative and Unionist,Norman John SMITH Independent,Arif MAHMOOD Scottish Labour Party,Anne Margaret SIMPSON Scottish Liberal Democrats,Jamie COLE-HAMILTON Scottish Green Party,skipped,skipped,skipped,skipped,4
48,Norman John SMITH Independent,Anne Margaret SIMPSON Scottish Liberal Democrats,"Joanna MOORE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Steve OWEN Scottish Conservative and Unionist,Arif MAHMOOD Scottish Labour Party,Hannah POWELL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
49,Hannah POWELL Scottish Conservative and Unionist,Steve OWEN Scottish Conservative and Unionist,"Joanna MOORE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Arif MAHMOOD Scottish Labour Party,Geoff CROWSON Scottish National Party (SNP),Charlotte Diana CROSS Alba Party for independence,Jamie COLE-HAMILTON Scottish Green Party,Anne Margaret SIMPSON Scottish Liberal Democrats,Norman John SMITH Independent,skipped,4
50,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,Anne Margaret SIMPSON Scottish Liberal Democrats,Jamie COLE-HAMILTON Scottish Green Party,skipped,skipped,skipped,skipped,skipped,4
51,Charlotte Diana CROSS Alba Party for independence,Geoff CROWSON Scottish National Party (SNP),"Joanna MOORE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Hannah POWELL Scottish Conservative and Unionist,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
52,Norman John SMITH Independent,Hannah POWELL Scottish Conservative and Unionist,Steve OWEN Scottish Conservative and Unionist,"Joanna MOORE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Arif MAHMOOD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
53,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,Anne Margaret SIMPSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
54,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,Anne Margaret SIMPSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
55,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Norman John SMITH Independent,Anne Margaret SIMPSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
56,Norman John SMITH Independent,"Joanna MOORE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Steve OWEN Scottish Conservative and Unionist,Hannah POWELL Scottish Conservative and Unionist,Anne Margaret SIMPSON Scottish Liberal Democrats,Jamie COLE-HAMILTON Scottish Green Party,Charlotte Diana CROSS Alba Party for independence,Arif MAHMOOD Scottish Labour Party,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),4
57,Geoff CROWSON Scottish National Party (SNP),David MAIR Scottish National Party (SNP),Charlotte Diana CROSS Alba Party for independence,Jamie COLE-HAMILTON Scottish Green Party,Arif MAHMOOD Scottish Labour Party,Hannah POWELL Scottish Conservative and Unionist,Norman John SMITH Independent,Anne Margaret SIMPSON Scottish Liberal Democrats,"Joanna MOORE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Steve OWEN Scottish Conservative and Unionist,4
58,David MAIR Scottish National Party (SNP),Anne Margaret SIMPSON Scottish Liberal Democrats,Geoff CROWSON Scottish National Party (SNP),Jamie COLE-HAMILTON Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
59,David MAIR Scottish National Party (SNP),Anne Margaret SIMPSON Scottish Liberal Democrats,Geoff CROWSON Scottish National Party (SNP),Jamie COLE-HAMILTON Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
60,Anne Margaret SIMPSON Scottish Liberal Democrats,Norman John SMITH Independent,Steve OWEN Scottish Conservative and Unionist,Arif MAHMOOD Scottish Labour Party,Hannah POWELL Scottish Conservative and Unionist,"Joanna MOORE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,4
61,Charlotte Diana CROSS Alba Party for independence,Norman John SMITH Independent,Anne Margaret SIMPSON Scottish Liberal Democrats,David MAIR Scottish National Party (SNP),Geoff CROWSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
62,Anne Margaret SIMPSON Scottish Liberal Democrats,David MAIR Scottish National Party (SNP),Norman John SMITH Independent,Geoff CROWSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
63,Anne Margaret SIMPSON Scottish Liberal Democrats,David MAIR Scottish National Party (SNP),Norman John SMITH Independent,Geoff CROWSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
64,Anne Margaret SIMPSON Scottish Liberal Democrats,David MAIR Scottish National Party (SNP),Norman John SMITH Independent,Geoff CROWSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
65,Anne Margaret SIMPSON Scottish Liberal Democrats,David MAIR Scottish National Party (SNP),Norman John SMITH Independent,Geoff CROWSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
66,Geoff CROWSON Scottish National Party (SNP),Norman John SMITH Independent,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
67,Geoff CROWSON Scottish National Party (SNP),Norman John SMITH Independent,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
68,Geoff CROWSON Scottish National Party (SNP),Norman John SMITH Independent,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
69,Geoff CROWSON Scottish National Party (SNP),Norman John SMITH Independent,David MAIR Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
70,Arif MAHMOOD Scottish Labour Party,Geoff CROWSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
71,Arif MAHMOOD Scottish Labour Party,Geoff CROWSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
