voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
1,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
2,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
3,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
4,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
5,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
6,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
7,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
8,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
9,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
10,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
11,Mark CALLAGHAN (Soc),skipped,skipped,skipped,skipped,skipped,3
12,Mark CALLAGHAN (Soc),Gordan LOW (SNP),skipped,skipped,skipped,skipped,3
13,Mark CALLAGHAN (Soc),Gordan LOW (SNP),skipped,skipped,skipped,skipped,3
14,Mark CALLAGHAN (Soc),Gordan LOW (SNP),skipped,skipped,skipped,skipped,3
15,Mark CALLAGHAN (Soc),Gordan LOW (SNP),skipped,skipped,skipped,skipped,3
16,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Alan MOIR (Lab),skipped,skipped,skipped,3
17,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Alan MOIR (Lab),skipped,skipped,skipped,3
18,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Alan MOIR (Lab),skipped,skipped,skipped,3
19,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Alan MOIR (Lab),Michael O'DONNELL (Lab),skipped,skipped,3
20,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Alan MOIR (Lab),Michael O'DONNELL (Lab),skipped,skipped,3
21,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Alan MOIR (Lab),Michael O'DONNELL (Lab),skipped,skipped,3
22,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Alan MOIR (Lab),Michael O'DONNELL (Lab),Gary PEWS (LD),Alisdair SINCLAIR (Con),3
23,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Michael O'DONNELL (Lab),skipped,skipped,skipped,3
24,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Michael O'DONNELL (Lab),Alan MOIR (Lab),Gary PEWS (LD),Alisdair SINCLAIR (Con),3
25,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Gary PEWS (LD),skipped,skipped,skipped,3
26,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Gary PEWS (LD),skipped,skipped,skipped,3
27,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Gary PEWS (LD),skipped,skipped,skipped,3
28,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Gary PEWS (LD),skipped,skipped,skipped,3
29,Mark CALLAGHAN (Soc),Gordan LOW (SNP),Gary PEWS (LD),Alan MOIR (Lab),Michael O'DONNELL (Lab),Alisdair SINCLAIR (Con),3
30,Mark CALLAGHAN (Soc),Alan MOIR (Lab),skipped,skipped,skipped,skipped,3
31,Mark CALLAGHAN (Soc),Alan MOIR (Lab),skipped,skipped,skipped,skipped,3
32,Mark CALLAGHAN (Soc),Alan MOIR (Lab),skipped,skipped,skipped,skipped,3
33,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Gordan LOW (SNP),skipped,skipped,skipped,3
34,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Gordan LOW (SNP),skipped,skipped,skipped,3
35,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Gordan LOW (SNP),Michael O'DONNELL (Lab),Gary PEWS (LD),Alisdair SINCLAIR (Con),3
36,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),skipped,skipped,skipped,3
37,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),skipped,skipped,skipped,3
38,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),skipped,skipped,skipped,3
39,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),skipped,skipped,skipped,3
40,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),skipped,skipped,skipped,3
41,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),skipped,skipped,skipped,3
42,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),skipped,skipped,skipped,3
43,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),Gordan LOW (SNP),Gary PEWS (LD),Alisdair SINCLAIR (Con),3
44,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),Gordan LOW (SNP),Gary PEWS (LD),Alisdair SINCLAIR (Con),3
45,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),Gary PEWS (LD),Gordan LOW (SNP),skipped,3
46,Mark CALLAGHAN (Soc),Alan MOIR (Lab),Michael O'DONNELL (Lab),Gary PEWS (LD),Gordan LOW (SNP),Alisdair SINCLAIR (Con),3
47,Mark CALLAGHAN (Soc),Michael O'DONNELL (Lab),Alan MOIR (Lab),skipped,skipped,skipped,3
48,Mark CALLAGHAN (Soc),Michael O'DONNELL (Lab),Alan MOIR (Lab),skipped,skipped,skipped,3
49,Mark CALLAGHAN (Soc),Michael O'DONNELL (Lab),Alan MOIR (Lab),skipped,skipped,skipped,3
50,Mark CALLAGHAN (Soc),Michael O'DONNELL (Lab),Alan MOIR (Lab),Gordan LOW (SNP),skipped,skipped,3
51,Mark CALLAGHAN (Soc),Michael O'DONNELL (Lab),Alan MOIR (Lab),Gordan LOW (SNP),skipped,skipped,3
52,Mark CALLAGHAN (Soc),Michael O'DONNELL (Lab),Alisdair SINCLAIR (Con),skipped,skipped,skipped,3
53,Mark CALLAGHAN (Soc),Gary PEWS (LD),skipped,skipped,skipped,skipped,3
54,Mark CALLAGHAN (Soc),Gary PEWS (LD),Michael O'DONNELL (Lab),Alan MOIR (Lab),skipped,skipped,3
55,Mark CALLAGHAN (Soc),Gary PEWS (LD),Alisdair SINCLAIR (Con),skipped,skipped,skipped,3
56,Mark CALLAGHAN (Soc),Alisdair SINCLAIR (Con),skipped,skipped,skipped,skipped,3
57,Mark CALLAGHAN (Soc),Alisdair SINCLAIR (Con),Gary PEWS (LD),Gordan LOW (SNP),skipped,skipped,3
58,Mark CALLAGHAN (Soc),Alisdair SINCLAIR (Con),Gary PEWS (LD),Michael O'DONNELL (Lab),Alan MOIR (Lab),Gordan LOW (SNP),3
59,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
60,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
61,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
62,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
63,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
64,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
65,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
66,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
67,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
68,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
69,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
70,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
71,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
72,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
73,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
74,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
75,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
76,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
77,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
78,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
79,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
80,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
81,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
82,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
83,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
84,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
85,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
86,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
87,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
88,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
89,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
90,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
91,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
92,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
93,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
94,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
95,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
96,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
97,Gordan LOW (SNP),skipped,skipped,skipped,skipped,skipped,3
