voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Martin MCCLUSKEY Scottish Labour Party,Sandra REYNOLDS Scottish National Party (SNP),Christopher William MCELENY Alba Party for independence,Lynne QUINN Independent,William WILSON Independent,Ted RUNCIMAN Scottish Conservative and Unionist,John BURLEIGH Scottish Liberal Democrats,3
1,Martin MCCLUSKEY Scottish Labour Party,William WILSON Independent,John BURLEIGH Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
2,Martin MCCLUSKEY Scottish Labour Party,William WILSON Independent,John BURLEIGH Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
3,Sandra REYNOLDS Scottish National Party (SNP),John BURLEIGH Scottish Liberal Democrats,Martin MCCLUSKEY Scottish Labour Party,Lynne QUINN Independent,Christopher William MCELENY Alba Party for independence,William WILSON Independent,Ted RUNCIMAN Scottish Conservative and Unionist,3
4,Sandra REYNOLDS Scottish National Party (SNP),Lynne QUINN Independent,Christopher William MCELENY Alba Party for independence,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,William WILSON Independent,Ted RUNCIMAN Scottish Conservative and Unionist,3
5,Sandra REYNOLDS Scottish National Party (SNP),Lynne QUINN Independent,William WILSON Independent,John BURLEIGH Scottish Liberal Democrats,Christopher William MCELENY Alba Party for independence,Martin MCCLUSKEY Scottish Labour Party,Ted RUNCIMAN Scottish Conservative and Unionist,3
6,Lynne QUINN Independent,Martin MCCLUSKEY Scottish Labour Party,Sandra REYNOLDS Scottish National Party (SNP),William WILSON Independent,skipped,skipped,skipped,3
7,Lynne QUINN Independent,Martin MCCLUSKEY Scottish Labour Party,Sandra REYNOLDS Scottish National Party (SNP),William WILSON Independent,skipped,skipped,skipped,3
8,Lynne QUINN Independent,Martin MCCLUSKEY Scottish Labour Party,Sandra REYNOLDS Scottish National Party (SNP),William WILSON Independent,skipped,skipped,skipped,3
9,Lynne QUINN Independent,Martin MCCLUSKEY Scottish Labour Party,Sandra REYNOLDS Scottish National Party (SNP),William WILSON Independent,skipped,skipped,skipped,3
10,Lynne QUINN Independent,Martin MCCLUSKEY Scottish Labour Party,Sandra REYNOLDS Scottish National Party (SNP),William WILSON Independent,skipped,skipped,skipped,3
11,Lynne QUINN Independent,Martin MCCLUSKEY Scottish Labour Party,Sandra REYNOLDS Scottish National Party (SNP),William WILSON Independent,skipped,skipped,skipped,3
12,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,Lynne QUINN Independent,William WILSON Independent,skipped,skipped,skipped,3
13,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,Lynne QUINN Independent,William WILSON Independent,skipped,skipped,skipped,3
14,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,Lynne QUINN Independent,William WILSON Independent,skipped,skipped,skipped,3
15,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,Lynne QUINN Independent,William WILSON Independent,skipped,skipped,skipped,3
16,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,Lynne QUINN Independent,William WILSON Independent,skipped,skipped,skipped,3
17,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,Lynne QUINN Independent,William WILSON Independent,skipped,skipped,skipped,3
18,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,Lynne QUINN Independent,William WILSON Independent,skipped,skipped,skipped,3
19,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,Lynne QUINN Independent,William WILSON Independent,skipped,skipped,skipped,3
20,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,Lynne QUINN Independent,William WILSON Independent,skipped,skipped,skipped,3
21,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,Lynne QUINN Independent,William WILSON Independent,skipped,skipped,skipped,3
22,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,William WILSON Independent,Lynne QUINN Independent,skipped,skipped,skipped,3
23,Martin MCCLUSKEY Scottish Labour Party,John BURLEIGH Scottish Liberal Democrats,William WILSON Independent,Lynne QUINN Independent,skipped,skipped,skipped,3
24,Sandra REYNOLDS Scottish National Party (SNP),Martin MCCLUSKEY Scottish Labour Party,Ted RUNCIMAN Scottish Conservative and Unionist,William WILSON Independent,Lynne QUINN Independent,John BURLEIGH Scottish Liberal Democrats,Christopher William MCELENY Alba Party for independence,3
25,Sandra REYNOLDS Scottish National Party (SNP),Lynne QUINN Independent,William WILSON Independent,Christopher William MCELENY Alba Party for independence,Martin MCCLUSKEY Scottish Labour Party,skipped,skipped,3
26,Martin MCCLUSKEY Scottish Labour Party,William WILSON Independent,Sandra REYNOLDS Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
27,Martin MCCLUSKEY Scottish Labour Party,William WILSON Independent,Sandra REYNOLDS Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
