voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Jim HUME Scottish National Party (SNP),Bob BURGESS Scottish Conservative and Unionist,Martine NOLAN Scottish Labour Party,skipped,skipped,4
1,Frank MCKAY Scottish Labour Party,Fiona FOTHERINGHAM Scottish National Party (SNP),Jim HUME Scottish National Party (SNP),skipped,skipped,4
2,Frank MCKAY Scottish Labour Party,Fiona FOTHERINGHAM Scottish National Party (SNP),Jim HUME Scottish National Party (SNP),skipped,skipped,4
3,Frank MCKAY Scottish Labour Party,Fiona FOTHERINGHAM Scottish National Party (SNP),Jim HUME Scottish National Party (SNP),skipped,skipped,4
4,Frank MCKAY Scottish Labour Party,Fiona FOTHERINGHAM Scottish National Party (SNP),Jim HUME Scottish National Party (SNP),skipped,skipped,4
5,Frank MCKAY Scottish Labour Party,Fiona FOTHERINGHAM Scottish National Party (SNP),Jim HUME Scottish National Party (SNP),skipped,skipped,4
6,Frank MCKAY Scottish Labour Party,Fiona FOTHERINGHAM Scottish National Party (SNP),Jim HUME Scottish National Party (SNP),skipped,skipped,4
7,Frank MCKAY Scottish Labour Party,Jim HUME Scottish National Party (SNP),skipped,skipped,skipped,4
8,Frank MCKAY Scottish Labour Party,Jim HUME Scottish National Party (SNP),skipped,skipped,skipped,4
9,Frank MCKAY Scottish Labour Party,Jim HUME Scottish National Party (SNP),skipped,skipped,skipped,4
10,Frank MCKAY Scottish Labour Party,Jim HUME Scottish National Party (SNP),skipped,skipped,skipped,4
11,Frank MCKAY Scottish Labour Party,Jim HUME Scottish National Party (SNP),skipped,skipped,skipped,4
12,Frank MCKAY Scottish Labour Party,Fiona FOTHERINGHAM Scottish National Party (SNP),Bob BURGESS Scottish Conservative and Unionist,Martine NOLAN Scottish Labour Party,Jim HUME Scottish National Party (SNP),4
13,Bob BURGESS Scottish Conservative and Unionist,Fiona FOTHERINGHAM Scottish National Party (SNP),Jim HUME Scottish National Party (SNP),Martine NOLAN Scottish Labour Party,Frank MCKAY Scottish Labour Party,4
14,Bob BURGESS Scottish Conservative and Unionist,Fiona FOTHERINGHAM Scottish National Party (SNP),Jim HUME Scottish National Party (SNP),Martine NOLAN Scottish Labour Party,Frank MCKAY Scottish Labour Party,4
15,Bob BURGESS Scottish Conservative and Unionist,Fiona FOTHERINGHAM Scottish National Party (SNP),Jim HUME Scottish National Party (SNP),Martine NOLAN Scottish Labour Party,Frank MCKAY Scottish Labour Party,4
