voter_id,rank1,rank2,rank3,rank4,num_positions
0,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
1,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
2,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
3,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
4,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
5,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
6,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
7,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
8,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
9,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
10,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
11,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
12,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
13,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
14,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
15,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
16,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
17,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
18,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
19,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
20,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
21,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
22,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
23,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
24,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
25,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
26,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
27,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
28,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
29,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
30,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
31,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
32,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
33,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
34,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
35,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
36,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
37,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
38,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
39,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
40,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
41,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
42,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
43,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
44,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
45,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
46,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
47,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
48,David VIRGO Scottish Conservative and Unionist,Derek MILLIGAN Scottish Labour Party,skipped,skipped,3
