voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Lesley BERRY,skipped,skipped,skipped,skipped,1
1,Lesley BERRY,skipped,skipped,skipped,skipped,1
2,Lesley BERRY,skipped,skipped,skipped,skipped,1
3,Lesley BERRY,skipped,skipped,skipped,skipped,1
4,Lesley BERRY,skipped,skipped,skipped,skipped,1
5,Lesley BERRY,skipped,skipped,skipped,skipped,1
6,Lesley BERRY,skipped,skipped,skipped,skipped,1
7,Lesley BERRY,skipped,skipped,skipped,skipped,1
8,Lesley BERRY,skipped,skipped,skipped,skipped,1
9,Lesley BERRY,skipped,skipped,skipped,skipped,1
10,Lesley BERRY,skipped,skipped,skipped,skipped,1
11,Lesley BERRY,skipped,skipped,skipped,skipped,1
12,Lesley BERRY,skipped,skipped,skipped,skipped,1
13,Lesley BERRY,skipped,skipped,skipped,skipped,1
14,Lesley BERRY,skipped,skipped,skipped,skipped,1
15,Lesley BERRY,skipped,skipped,skipped,skipped,1
16,Lesley BERRY,skipped,skipped,skipped,skipped,1
17,Lesley BERRY,skipped,skipped,skipped,skipped,1
18,Lesley BERRY,skipped,skipped,skipped,skipped,1
19,Lesley BERRY,skipped,skipped,skipped,skipped,1
20,Lesley BERRY,skipped,skipped,skipped,skipped,1
21,Lesley BERRY,skipped,skipped,skipped,skipped,1
22,Lesley BERRY,skipped,skipped,skipped,skipped,1
23,Lesley BERRY,skipped,skipped,skipped,skipped,1
24,Lesley BERRY,skipped,skipped,skipped,skipped,1
25,Lesley BERRY,skipped,skipped,skipped,skipped,1
26,Lesley BERRY,skipped,skipped,skipped,skipped,1
27,Lesley BERRY,skipped,skipped,skipped,skipped,1
28,Lesley BERRY,skipped,skipped,skipped,skipped,1
29,Lesley BERRY,skipped,skipped,skipped,skipped,1
30,Lesley BERRY,skipped,skipped,skipped,skipped,1
31,Lesley BERRY,skipped,skipped,skipped,skipped,1
32,Lesley BERRY,skipped,skipped,skipped,skipped,1
33,Lesley BERRY,skipped,skipped,skipped,skipped,1
34,Lesley BERRY,skipped,skipped,skipped,skipped,1
35,Lesley BERRY,skipped,skipped,skipped,skipped,1
36,Lesley BERRY,skipped,skipped,skipped,skipped,1
37,Lesley BERRY,skipped,skipped,skipped,skipped,1
38,Lesley BERRY,skipped,skipped,skipped,skipped,1
39,Lesley BERRY,skipped,skipped,skipped,skipped,1
40,Lesley BERRY,skipped,skipped,skipped,skipped,1
41,Lesley BERRY,skipped,skipped,skipped,skipped,1
42,Lesley BERRY,skipped,skipped,skipped,skipped,1
43,Lesley BERRY,skipped,skipped,skipped,skipped,1
44,Lesley BERRY,skipped,skipped,skipped,skipped,1
45,Lesley BERRY,skipped,skipped,skipped,skipped,1
46,Lesley BERRY,skipped,skipped,skipped,skipped,1
47,Lesley BERRY,skipped,skipped,skipped,skipped,1
48,Lesley BERRY,skipped,skipped,skipped,skipped,1
49,Lesley BERRY,skipped,skipped,skipped,skipped,1
50,Lesley BERRY,skipped,skipped,skipped,skipped,1
51,Lesley BERRY,skipped,skipped,skipped,skipped,1
52,Lesley BERRY,skipped,skipped,skipped,skipped,1
53,Lesley BERRY,skipped,skipped,skipped,skipped,1
54,Lesley BERRY,skipped,skipped,skipped,skipped,1
55,Lesley BERRY,skipped,skipped,skipped,skipped,1
56,Lesley BERRY,skipped,skipped,skipped,skipped,1
57,Lesley BERRY,skipped,skipped,skipped,skipped,1
58,Lesley BERRY,skipped,skipped,skipped,skipped,1
59,Lesley BERRY,skipped,skipped,skipped,skipped,1
60,Lesley BERRY,skipped,skipped,skipped,skipped,1
61,Lesley BERRY,skipped,skipped,skipped,skipped,1
62,Lesley BERRY,skipped,skipped,skipped,skipped,1
63,Lesley BERRY,skipped,skipped,skipped,skipped,1
64,Lesley BERRY,skipped,skipped,skipped,skipped,1
65,Lesley BERRY,skipped,skipped,skipped,skipped,1
66,Lesley BERRY,skipped,skipped,skipped,skipped,1
67,Lesley BERRY,skipped,skipped,skipped,skipped,1
68,Lesley BERRY,skipped,skipped,skipped,skipped,1
69,Lesley BERRY,skipped,skipped,skipped,skipped,1
70,Lesley BERRY,skipped,skipped,skipped,skipped,1
71,Lesley BERRY,skipped,skipped,skipped,skipped,1
72,Lesley BERRY,skipped,skipped,skipped,skipped,1
73,Lesley BERRY,skipped,skipped,skipped,skipped,1
74,Lesley BERRY,skipped,skipped,skipped,skipped,1
75,Lesley BERRY,skipped,skipped,skipped,skipped,1
76,Lesley BERRY,skipped,skipped,skipped,skipped,1
77,Lesley BERRY,skipped,skipped,skipped,skipped,1
78,Lesley BERRY,skipped,skipped,skipped,skipped,1
79,Lesley BERRY,skipped,skipped,skipped,skipped,1
80,Lesley BERRY,skipped,skipped,skipped,skipped,1
81,Lesley BERRY,skipped,skipped,skipped,skipped,1
82,Lesley BERRY,skipped,skipped,skipped,skipped,1
83,Lesley BERRY,skipped,skipped,skipped,skipped,1
84,Lesley BERRY,skipped,skipped,skipped,skipped,1
85,Lesley BERRY,skipped,skipped,skipped,skipped,1
86,Lesley BERRY,skipped,skipped,skipped,skipped,1
87,Lesley BERRY,skipped,skipped,skipped,skipped,1
88,Lesley BERRY,skipped,skipped,skipped,skipped,1
89,Lesley BERRY,skipped,skipped,skipped,skipped,1
90,Lesley BERRY,skipped,skipped,skipped,skipped,1
91,Lesley BERRY,skipped,skipped,skipped,skipped,1
92,Lesley BERRY,skipped,skipped,skipped,skipped,1
93,Lesley BERRY,skipped,skipped,skipped,skipped,1
94,Lesley BERRY,skipped,skipped,skipped,skipped,1
