voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Tom FREEMAN Scottish Greens - Think Global Act Local,Lynn BALLANTYNE WARDLAW Scottish National Party (SNP),Cara HILTON Scottish Labour Party,Martin John WILLCOCKS ,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Martin John WILLCOCKS ,James CALDER Scottish Liberal Democrats,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Martin John WILLCOCKS ,James CALDER Scottish Liberal Democrats,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Martin John WILLCOCKS ,James CALDER Scottish Liberal Democrats,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Martin John WILLCOCKS ,James CALDER Scottish Liberal Democrats,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Martin John WILLCOCKS ,James CALDER Scottish Liberal Democrats,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Martin John WILLCOCKS ,James CALDER Scottish Liberal Democrats,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
7,James CALDER Scottish Liberal Democrats,David ROSS Scottish Conservative and Unionist,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
8,James CALDER Scottish Liberal Democrats,David ROSS Scottish Conservative and Unionist,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
9,James CALDER Scottish Liberal Democrats,David ROSS Scottish Conservative and Unionist,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
10,James CALDER Scottish Liberal Democrats,David ROSS Scottish Conservative and Unionist,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
11,James CALDER Scottish Liberal Democrats,David ROSS Scottish Conservative and Unionist,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
12,James CALDER Scottish Liberal Democrats,David ROSS Scottish Conservative and Unionist,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
13,James CALDER Scottish Liberal Democrats,David ROSS Scottish Conservative and Unionist,Cara HILTON Scottish Labour Party,Ross PATERSON Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
