voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Gillian COGHILL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Gillian COGHILL (Ind),Tommy FARMER (Ind),Alexander GLASGOW (LD),Donnie MACKAY (Ind),Struan MACKIE (C),Sandra OWSNETT (Grn),Matthew REISS (Ind),Karl ROSIE (SNP),Roger SAXON (Lab),skipped,4
27,Gillian COGHILL (Ind),Tommy FARMER (Ind),Alexander GLASGOW (LD),Sandra OWSNETT (Grn),Roger SAXON (Lab),skipped,skipped,skipped,skipped,skipped,4
28,Gillian COGHILL (Ind),Tommy FARMER (Ind),Alexander GLASGOW (LD),Karl ROSIE (SNP),Matthew REISS (Ind),Donnie MACKAY (Ind),Struan MACKIE (C),Sandra OWSNETT (Grn),Roger SAXON (Lab),skipped,4
29,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
33,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Struan MACKIE (C),skipped,skipped,skipped,skipped,skipped,skipped,4
34,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
35,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
36,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
37,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
38,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
39,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
40,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
41,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
42,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
43,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),Alexander GLASGOW (LD),Struan MACKIE (C),Roger SAXON (Lab),Sandra OWSNETT (Grn),Karl ROSIE (SNP),skipped,4
44,Gillian COGHILL (Ind),Tommy FARMER (Ind),Donnie MACKAY (Ind),Matthew REISS (Ind),Alexander GLASGOW (LD),Struan MACKIE (C),Roger SAXON (Lab),Sandra OWSNETT (Grn),Karl ROSIE (SNP),skipped,4
45,Gillian COGHILL (Ind),Tommy FARMER (Ind),Struan MACKIE (C),Roger SAXON (Lab),Alexander GLASGOW (LD),Donnie MACKAY (Ind),Sandra OWSNETT (Grn),Matthew REISS (Ind),Karl ROSIE (SNP),skipped,4
