voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Danny DEVLIN Independent,Chris LUNDAY Scottish National Party (SNP),Angela CONVERY Scottish National Party (SNP),Paul AITKEN Independent,Frank WILSON Scottish Green Party,skipped,skipped,skipped,skipped,4
1,Danny DEVLIN Independent,Chris LUNDAY Scottish National Party (SNP),Angela CONVERY Scottish National Party (SNP),Paul AITKEN Independent,Frank WILSON Scottish Green Party,skipped,skipped,skipped,skipped,4
2,Danny DEVLIN Independent,Chris LUNDAY Scottish National Party (SNP),Angela CONVERY Scottish National Party (SNP),Paul AITKEN Independent,Frank WILSON Scottish Green Party,skipped,skipped,skipped,skipped,4
3,Paul AITKEN Independent,Angela CONVERY Scottish National Party (SNP),Chris LUNDAY Scottish National Party (SNP),Danny DEVLIN Independent,skipped,skipped,skipped,skipped,skipped,4
4,Betty Wood CUNNINGHAM Scottish Labour Party,Danny DEVLIN Independent,Angela CONVERY Scottish National Party (SNP),Chris LUNDAY Scottish National Party (SNP),Neil ANDERSON Alba Party for independence,Paul AITKEN Independent,Frank WILSON Scottish Green Party,Greg TURNER Scottish Conservative and Unionist,skipped,4
5,Danny DEVLIN Independent,Neil ANDERSON Alba Party for independence,Paul AITKEN Independent,Angela CONVERY Scottish National Party (SNP),Betty Wood CUNNINGHAM Scottish Labour Party,Chris LUNDAY Scottish National Party (SNP),Frank WILSON Scottish Green Party,Greg TURNER Scottish Conservative and Unionist,skipped,4
6,Angela CONVERY Scottish National Party (SNP),Chris LUNDAY Scottish National Party (SNP),Betty Wood CUNNINGHAM Scottish Labour Party,Paul AITKEN Independent,Danny DEVLIN Independent,Frank WILSON Scottish Green Party,Neil ANDERSON Alba Party for independence,Greg TURNER Scottish Conservative and Unionist,skipped,4
7,Angela CONVERY Scottish National Party (SNP),Paul AITKEN Independent,Danny DEVLIN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Angela CONVERY Scottish National Party (SNP),Paul AITKEN Independent,Danny DEVLIN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Angela CONVERY Scottish National Party (SNP),Paul AITKEN Independent,Danny DEVLIN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Angela CONVERY Scottish National Party (SNP),Paul AITKEN Independent,Danny DEVLIN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Chris LUNDAY Scottish National Party (SNP),Angela CONVERY Scottish National Party (SNP),Neil ANDERSON Alba Party for independence,Danny DEVLIN Independent,skipped,skipped,skipped,skipped,skipped,4
12,Chris LUNDAY Scottish National Party (SNP),Angela CONVERY Scottish National Party (SNP),Neil ANDERSON Alba Party for independence,Danny DEVLIN Independent,skipped,skipped,skipped,skipped,skipped,4
