voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
1,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
2,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
3,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
4,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
5,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
6,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
7,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
8,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
9,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
10,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
11,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
12,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
13,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
14,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
15,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
16,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
17,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
18,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
19,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
20,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
21,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
22,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
23,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
24,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
25,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
26,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
27,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
28,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
29,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
30,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
31,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
32,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
33,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
34,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
35,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
36,Sandy DUNCAN (SNP),skipped,skipped,skipped,skipped,skipped,3
