voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Douglas Thomas BUTLER Scottish Liberal Democrats,David Blackie RUSSELL Scottish Labour Party,Aileen BROWN Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
1,Douglas Thomas BUTLER Scottish Liberal Democrats,David Blackie RUSSELL Scottish Labour Party,Aileen BROWN Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
2,Douglas Thomas BUTLER Scottish Liberal Democrats,David Blackie RUSSELL Scottish Labour Party,Aileen BROWN Scottish National Party (SNP),skipped,skipped,skipped,skipped,1
3,Aileen BROWN Scottish National Party (SNP),Cameron GLASGOW Scottish Greens,Thomas Robert LYNCH Independent,Douglas Thomas BUTLER Scottish Liberal Democrats,skipped,skipped,skipped,1
4,Thomas Robert LYNCH Independent,Charles KENNEDY Scottish Conservative and Unionist,Cameron GLASGOW Scottish Greens,Douglas Thomas BUTLER Scottish Liberal Democrats,Aileen BROWN Scottish National Party (SNP),David Blackie RUSSELL Scottish Labour Party,David MCLENNAN Reform UK,1
5,David MCLENNAN Reform UK,Thomas Robert LYNCH Independent,David Blackie RUSSELL Scottish Labour Party,Douglas Thomas BUTLER Scottish Liberal Democrats,Charles KENNEDY Scottish Conservative and Unionist,skipped,skipped,1
6,David Blackie RUSSELL Scottish Labour Party,Douglas Thomas BUTLER Scottish Liberal Democrats,Cameron GLASGOW Scottish Greens,Charles KENNEDY Scottish Conservative and Unionist,Thomas Robert LYNCH Independent,Aileen BROWN Scottish National Party (SNP),David MCLENNAN Reform UK,1
7,David Blackie RUSSELL Scottish Labour Party,Douglas Thomas BUTLER Scottish Liberal Democrats,Cameron GLASGOW Scottish Greens,Charles KENNEDY Scottish Conservative and Unionist,Thomas Robert LYNCH Independent,Aileen BROWN Scottish National Party (SNP),David MCLENNAN Reform UK,1
8,David Blackie RUSSELL Scottish Labour Party,Douglas Thomas BUTLER Scottish Liberal Democrats,Cameron GLASGOW Scottish Greens,Charles KENNEDY Scottish Conservative and Unionist,Thomas Robert LYNCH Independent,Aileen BROWN Scottish National Party (SNP),David MCLENNAN Reform UK,1
9,David MCLENNAN Reform UK,Charles KENNEDY Scottish Conservative and Unionist,Douglas Thomas BUTLER Scottish Liberal Democrats,Cameron GLASGOW Scottish Greens,Aileen BROWN Scottish National Party (SNP),Thomas Robert LYNCH Independent,David Blackie RUSSELL Scottish Labour Party,1
10,Cameron GLASGOW Scottish Greens,Aileen BROWN Scottish National Party (SNP),Thomas Robert LYNCH Independent,skipped,skipped,skipped,skipped,1
11,Cameron GLASGOW Scottish Greens,Aileen BROWN Scottish National Party (SNP),Thomas Robert LYNCH Independent,skipped,skipped,skipped,skipped,1
12,Cameron GLASGOW Scottish Greens,Aileen BROWN Scottish National Party (SNP),Thomas Robert LYNCH Independent,skipped,skipped,skipped,skipped,1
13,Douglas Thomas BUTLER Scottish Liberal Democrats,Charles KENNEDY Scottish Conservative and Unionist,David MCLENNAN Reform UK,Thomas Robert LYNCH Independent,Cameron GLASGOW Scottish Greens,skipped,skipped,1
14,Aileen BROWN Scottish National Party (SNP),Douglas Thomas BUTLER Scottish Liberal Democrats,David Blackie RUSSELL Scottish Labour Party,Cameron GLASGOW Scottish Greens,skipped,skipped,skipped,1
15,Aileen BROWN Scottish National Party (SNP),Douglas Thomas BUTLER Scottish Liberal Democrats,David Blackie RUSSELL Scottish Labour Party,Cameron GLASGOW Scottish Greens,skipped,skipped,skipped,1
16,Aileen BROWN Scottish National Party (SNP),Douglas Thomas BUTLER Scottish Liberal Democrats,David Blackie RUSSELL Scottish Labour Party,Cameron GLASGOW Scottish Greens,Charles KENNEDY Scottish Conservative and Unionist,Thomas Robert LYNCH Independent,David MCLENNAN Reform UK,1
17,Douglas Thomas BUTLER Scottish Liberal Democrats,David Blackie RUSSELL Scottish Labour Party,Thomas Robert LYNCH Independent,skipped,skipped,skipped,skipped,1
18,Douglas Thomas BUTLER Scottish Liberal Democrats,Charles KENNEDY Scottish Conservative and Unionist,David Blackie RUSSELL Scottish Labour Party,skipped,skipped,skipped,skipped,1
19,Douglas Thomas BUTLER Scottish Liberal Democrats,Charles KENNEDY Scottish Conservative and Unionist,David Blackie RUSSELL Scottish Labour Party,skipped,skipped,skipped,skipped,1
20,David MCLENNAN Reform UK,Douglas Thomas BUTLER Scottish Liberal Democrats,Thomas Robert LYNCH Independent,skipped,skipped,skipped,skipped,1
21,David MCLENNAN Reform UK,Douglas Thomas BUTLER Scottish Liberal Democrats,Thomas Robert LYNCH Independent,skipped,skipped,skipped,skipped,1
22,David MCLENNAN Reform UK,Douglas Thomas BUTLER Scottish Liberal Democrats,Thomas Robert LYNCH Independent,skipped,skipped,skipped,skipped,1
