voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Alec CLARK Independent,Todor Joseph RADIC Independent,Peter HENDERSON Scottish National Party (SNP),Aaron GILPIN Scottish Labour Party,Linda KANE Scottish Conservative and Unionist,Gavin SCOTT Scottish Conservative and Unionist,Eileen SPENCE Alba Party for independence,3
1,Alec CLARK Independent,Todor Joseph RADIC Independent,Peter HENDERSON Scottish National Party (SNP),Aaron GILPIN Scottish Labour Party,Linda KANE Scottish Conservative and Unionist,Gavin SCOTT Scottish Conservative and Unionist,Eileen SPENCE Alba Party for independence,3
2,Alec CLARK Independent,Peter HENDERSON Scottish National Party (SNP),Todor Joseph RADIC Independent,Aaron GILPIN Scottish Labour Party,skipped,skipped,skipped,3
3,Alec CLARK Independent,Peter HENDERSON Scottish National Party (SNP),Todor Joseph RADIC Independent,Aaron GILPIN Scottish Labour Party,skipped,skipped,skipped,3
4,Alec CLARK Independent,Peter HENDERSON Scottish National Party (SNP),Todor Joseph RADIC Independent,Aaron GILPIN Scottish Labour Party,skipped,skipped,skipped,3
5,Alec CLARK Independent,Peter HENDERSON Scottish National Party (SNP),Todor Joseph RADIC Independent,Aaron GILPIN Scottish Labour Party,skipped,skipped,skipped,3
6,Todor Joseph RADIC Independent,Alec CLARK Independent,Aaron GILPIN Scottish Labour Party,Peter HENDERSON Scottish National Party (SNP),Eileen SPENCE Alba Party for independence,Gavin SCOTT Scottish Conservative and Unionist,Linda KANE Scottish Conservative and Unionist,3
7,Todor Joseph RADIC Independent,Alec CLARK Independent,Aaron GILPIN Scottish Labour Party,Linda KANE Scottish Conservative and Unionist,Peter HENDERSON Scottish National Party (SNP),Eileen SPENCE Alba Party for independence,Gavin SCOTT Scottish Conservative and Unionist,3
8,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
9,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
10,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
11,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
12,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
13,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
14,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
15,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
16,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
17,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
18,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
19,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
20,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
21,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
22,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
23,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
24,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
25,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
26,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
27,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
28,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
29,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
30,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
31,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
32,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
33,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
34,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
35,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
36,Peter HENDERSON Scottish National Party (SNP),Alec CLARK Independent,Todor Joseph RADIC Independent,skipped,skipped,skipped,skipped,3
