voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
33,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
37,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
40,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
41,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
42,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
43,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
44,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
45,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
46,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
47,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
48,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
49,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
50,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
51,Con Karen CARRUTHERS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
52,Con Karen CARRUTHERS,LD Jock DINWOODIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
53,Con Karen CARRUTHERS,LD Jock DINWOODIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
54,Con Karen CARRUTHERS,LD Jock DINWOODIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
55,Con Karen CARRUTHERS,LD Jock DINWOODIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
56,Con Karen CARRUTHERS,LD Jock DINWOODIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
57,Con Karen CARRUTHERS,LD Jock DINWOODIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
58,Con Karen CARRUTHERS,LD Jock DINWOODIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
59,Con Karen CARRUTHERS,LD Jock DINWOODIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
60,Con Karen CARRUTHERS,LD Jock DINWOODIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
