voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,skipped,skipped,4
1,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,skipped,skipped,4
2,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,skipped,skipped,4
3,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,skipped,skipped,4
4,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,skipped,skipped,4
5,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,skipped,skipped,4
6,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,skipped,skipped,4
7,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,skipped,skipped,4
8,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,skipped,skipped,4
9,Allan FALCONER Scottish Labour Party,Jim LEE Scottish Labour Party,Mark MCGEEVER Scottish Liberal Democrats,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),skipped,skipped,4
10,Allan FALCONER Scottish Labour Party,Jim LEE Scottish Labour Party,Mark MCGEEVER Scottish Liberal Democrats,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),skipped,skipped,4
11,Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Mary DONNELLY Scottish National Party (SNP),Mark MCGEEVER Scottish Liberal Democrats,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,skipped,4
12,Mary DONNELLY Scottish National Party (SNP),Mark MCGEEVER Scottish Liberal Democrats,Jim LEE Scottish Labour Party,Allan FALCONER Scottish Labour Party,Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,skipped,4
13,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Allan FALCONER Scottish Labour Party,Jim LEE Scottish Labour Party,skipped,skipped,4
14,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Allan FALCONER Scottish Labour Party,Jim LEE Scottish Labour Party,skipped,skipped,4
15,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Allan FALCONER Scottish Labour Party,Jim LEE Scottish Labour Party,skipped,skipped,4
16,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Allan FALCONER Scottish Labour Party,Jim LEE Scottish Labour Party,skipped,skipped,4
17,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Allan FALCONER Scottish Labour Party,Jim LEE Scottish Labour Party,skipped,skipped,4
18,Mary DONNELLY Scottish National Party (SNP),Graeme HORNE Scottish National Party (SNP),Leonard GINGELL Scottish Greens - Think Global Act Local,Allan FALCONER Scottish Labour Party,Jim LEE Scottish Labour Party,skipped,skipped,4
