voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Grant FERGUSON Scottish National Party (SNP),Joe FAGAN Scottish Labour Party,Hugh MACDONALD Scottish National Party (SNP),Tam MITCHELL Scottish Labour Party,Alex BROWN Scottish Conservative and Unionist,Tom BRYSON Scottish Liberal Democrats,Kristofer KEANE Independent,3
1,Alex BROWN Scottish Conservative and Unionist,Kristofer KEANE Independent,Joe FAGAN Scottish Labour Party,Tom BRYSON Scottish Liberal Democrats,Grant FERGUSON Scottish National Party (SNP),Hugh MACDONALD Scottish National Party (SNP),Tam MITCHELL Scottish Labour Party,3
2,Joe FAGAN Scottish Labour Party,Alex BROWN Scottish Conservative and Unionist,Kristofer KEANE Independent,skipped,skipped,skipped,skipped,3
3,Joe FAGAN Scottish Labour Party,Alex BROWN Scottish Conservative and Unionist,Kristofer KEANE Independent,skipped,skipped,skipped,skipped,3
4,Joe FAGAN Scottish Labour Party,Alex BROWN Scottish Conservative and Unionist,Kristofer KEANE Independent,skipped,skipped,skipped,skipped,3
5,Joe FAGAN Scottish Labour Party,Alex BROWN Scottish Conservative and Unionist,Kristofer KEANE Independent,skipped,skipped,skipped,skipped,3
6,Kristofer KEANE Independent,Grant FERGUSON Scottish National Party (SNP),Hugh MACDONALD Scottish National Party (SNP),Tam MITCHELL Scottish Labour Party,Tom BRYSON Scottish Liberal Democrats,Joe FAGAN Scottish Labour Party,Alex BROWN Scottish Conservative and Unionist,3
7,Alex BROWN Scottish Conservative and Unionist,Tom BRYSON Scottish Liberal Democrats,Tam MITCHELL Scottish Labour Party,Kristofer KEANE Independent,skipped,skipped,skipped,3
8,Kristofer KEANE Independent,Joe FAGAN Scottish Labour Party,Tom BRYSON Scottish Liberal Democrats,Tam MITCHELL Scottish Labour Party,Hugh MACDONALD Scottish National Party (SNP),Grant FERGUSON Scottish National Party (SNP),skipped,3
9,Joe FAGAN Scottish Labour Party,Tam MITCHELL Scottish Labour Party,Tom BRYSON Scottish Liberal Democrats,Kristofer KEANE Independent,Hugh MACDONALD Scottish National Party (SNP),Grant FERGUSON Scottish National Party (SNP),Alex BROWN Scottish Conservative and Unionist,3
10,Joe FAGAN Scottish Labour Party,Tam MITCHELL Scottish Labour Party,Tom BRYSON Scottish Liberal Democrats,Kristofer KEANE Independent,Hugh MACDONALD Scottish National Party (SNP),Grant FERGUSON Scottish National Party (SNP),Alex BROWN Scottish Conservative and Unionist,3
11,Joe FAGAN Scottish Labour Party,Tam MITCHELL Scottish Labour Party,Tom BRYSON Scottish Liberal Democrats,Kristofer KEANE Independent,Hugh MACDONALD Scottish National Party (SNP),Grant FERGUSON Scottish National Party (SNP),Alex BROWN Scottish Conservative and Unionist,3
