voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),Craig EDWARD Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Clare STEEL Scottish Labour Party,4
1,Clare STEEL Scottish Labour Party,Diane DOCHERTY Scottish National Party (SNP),Liam WILSON Scottish Conservative and Unionist,skipped,skipped,4
2,Clare STEEL Scottish Labour Party,Diane DOCHERTY Scottish National Party (SNP),Liam WILSON Scottish Conservative and Unionist,skipped,skipped,4
3,Sophie TRAYNOR Scottish National Party (SNP),Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,skipped,skipped,4
4,Sophie TRAYNOR Scottish National Party (SNP),Clare STEEL Scottish Labour Party,skipped,skipped,skipped,4
5,Sophie TRAYNOR Scottish National Party (SNP),Clare STEEL Scottish Labour Party,skipped,skipped,skipped,4
6,Sophie TRAYNOR Scottish National Party (SNP),Clare STEEL Scottish Labour Party,skipped,skipped,skipped,4
7,Sophie TRAYNOR Scottish National Party (SNP),Clare STEEL Scottish Labour Party,skipped,skipped,skipped,4
8,Sophie TRAYNOR Scottish National Party (SNP),Clare STEEL Scottish Labour Party,skipped,skipped,skipped,4
9,Diane DOCHERTY Scottish National Party (SNP),Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),4
10,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
11,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
12,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
13,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
14,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
15,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
16,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
17,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
18,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
19,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
20,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
21,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
22,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
23,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
24,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
25,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
26,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
27,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
28,Craig EDWARD Scottish Labour Party,Clare STEEL Scottish Labour Party,Liam WILSON Scottish Conservative and Unionist,Sophie TRAYNOR Scottish National Party (SNP),Diane DOCHERTY Scottish National Party (SNP),4
