voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mary SCANLON Scottish Conservative and Unionist,Steven CALVERT Scottish Labour Party,skipped,skipped,skipped,skipped,3
1,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mary SCANLON Scottish Conservative and Unionist,Steven CALVERT Scottish Labour Party,skipped,skipped,skipped,skipped,3
2,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mary SCANLON Scottish Conservative and Unionist,Steven CALVERT Scottish Labour Party,skipped,skipped,skipped,skipped,3
3,Morven REID Independent,MEL ROBERTSON Independent,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Steven CALVERT Scottish Labour Party,TRISH ROBERTSON Scottish Liberal Democrats,Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,Mary SCANLON Scottish Conservative and Unionist,3
4,Morven REID Independent,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Steven CALVERT Scottish Labour Party,Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,MEL ROBERTSON Independent,Mary SCANLON Scottish Conservative and Unionist,TRISH ROBERTSON Scottish Liberal Democrats,3
5,Mary SCANLON Scottish Conservative and Unionist,TRISH ROBERTSON Scottish Liberal Democrats,MEL ROBERTSON Independent,Morven REID Independent,Steven CALVERT Scottish Labour Party,skipped,skipped,3
6,Mary SCANLON Scottish Conservative and Unionist,TRISH ROBERTSON Scottish Liberal Democrats,MEL ROBERTSON Independent,Morven REID Independent,Steven CALVERT Scottish Labour Party,skipped,skipped,3
7,Mary SCANLON Scottish Conservative and Unionist,TRISH ROBERTSON Scottish Liberal Democrats,MEL ROBERTSON Independent,Morven REID Independent,Steven CALVERT Scottish Labour Party,skipped,skipped,3
8,Mary SCANLON Scottish Conservative and Unionist,TRISH ROBERTSON Scottish Liberal Democrats,MEL ROBERTSON Independent,Morven REID Independent,Steven CALVERT Scottish Labour Party,skipped,skipped,3
9,Mary SCANLON Scottish Conservative and Unionist,TRISH ROBERTSON Scottish Liberal Democrats,MEL ROBERTSON Independent,Morven REID Independent,Steven CALVERT Scottish Labour Party,skipped,skipped,3
10,Mary SCANLON Scottish Conservative and Unionist,TRISH ROBERTSON Scottish Liberal Democrats,MEL ROBERTSON Independent,Morven REID Independent,Steven CALVERT Scottish Labour Party,skipped,skipped,3
11,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Morven REID Independent,Mary SCANLON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
12,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Morven REID Independent,Mary SCANLON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
13,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Morven REID Independent,Mary SCANLON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
14,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Morven REID Independent,Mary SCANLON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
15,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Morven REID Independent,Mary SCANLON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
16,Morven REID Independent,MEL ROBERTSON Independent,Mary SCANLON Scottish Conservative and Unionist,Steven CALVERT Scottish Labour Party,TRISH ROBERTSON Scottish Liberal Democrats,Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),3
17,TRISH ROBERTSON Scottish Liberal Democrats,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Morven REID Independent,Mary SCANLON Scottish Conservative and Unionist,MEL ROBERTSON Independent,Steven CALVERT Scottish Labour Party,Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,3
18,Morven REID Independent,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,skipped,skipped,skipped,skipped,3
19,Morven REID Independent,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,skipped,skipped,skipped,skipped,3
20,Morven REID Independent,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,skipped,skipped,skipped,skipped,3
21,Morven REID Independent,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,skipped,skipped,skipped,skipped,3
22,Morven REID Independent,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,skipped,skipped,skipped,skipped,3
23,Morven REID Independent,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,skipped,skipped,skipped,skipped,3
24,Morven REID Independent,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,skipped,skipped,skipped,skipped,3
25,TRISH ROBERTSON Scottish Liberal Democrats,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),MEL ROBERTSON Independent,skipped,skipped,skipped,skipped,3
26,TRISH ROBERTSON Scottish Liberal Democrats,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),MEL ROBERTSON Independent,skipped,skipped,skipped,skipped,3
27,TRISH ROBERTSON Scottish Liberal Democrats,Glynis CAMPBELL-SINCLAIR Scottish National Party (SNP),Mya CHEMONGES-MURZYNOWSKA Alba Party for independence,skipped,skipped,skipped,skipped,3
